Atk Average Speed,Vo Average Speed,Atk Entry Time,Atk Exit Time,AtK Sim Time,Vo Entry Time,Vo Exit Time,Vo Sim Time,Attacker Messages,Atk First Msg Time,Atk Last Msg Time,AtK Msg Duration,Total Msg Time < 100,MHID,Less than 100
12.49308176100629,12.778407643312102,901,1059,158,912,1068,156,41,973.000242370186,1013.00024625206,40.00000388187402,11.000005029243994,h0,12
16.52115702479339,14.221214285714286,901,1021,120,912,1051,139,29,962.000237317581,990.000245199863,28.000007882282034,6.999988978283909,h0,8
15.138091603053438,7.9790399999999995,901,1031,130,912,1161,249,33,977.000245288478,1009.000243228416,31.999997939937998,5.999997953174898,h0,7
10.174871794871796,19.21153846153846,901,1095,194,912,1015,103,27,971.000247331537,997.000247230459,25.999999898921942,5.9999979912929575,h0,7
15.809603174603172,11.914850299401198,901,1026,125,912,1078,166,22,972.000238369062,993.000244234974,21.000005865912044,4.000002898354978,h0,5
7.7605836575875475,16.933305084745765,901,1157,256,912,1029,117,29,975.000237336842,1003.00024518177,28.00000784492795,5.999998020326984,h0,7
10.122791878172588,15.24564885496183,901,1097,196,912,1042,130,27,980.000244336579,1006.000244239808,25.999999903228968,5.99999791892094,h0,7
19.266990291262132,11.073867403314917,901,1003,102,912,1092,180,30,957.000243304942,986.000242211918,28.999998906975975,7.0000020074259055,h0,8
16.048306451612902,14.772444444444446,901,1024,123,912,1046,134,33,958.00024736736,990.0002452136,31.999997846240035,8.000005941872018,h0,9
6.751694915254237,16.5835,901,1195,294,912,1031,119,33,977.000245303214,1009.000243222999,31.99999791978496,7.000002039322908,h0,8
14.517372262773723,9.179539170506912,901,1037,136,912,1128,216,31,965.000236382765,995.000239186339,30.00000280357392,7.000002054779998,h0,8
17.9381981981982,8.57618025751073,901,1011,110,912,1144,232,31,956.000239305484,986.000242203439,30.000002897955028,7.000002005043029,h0,8
9.952835820895523,15.204242424242425,901,1101,200,912,1043,131,27,956.00023929455,982.000239252351,25.999999957800924,5.0000069597999754,h0,6
14.617132352941175,11.201123595505619,901,1036,135,912,1089,177,32,968.000235363271,999.000242251852,31.00000688858097,7.000002055744972,h0,8
15.116439393939393,17.59566371681416,901,1032,131,912,1024,112,26,960.000242381559,985.000238174337,24.99999579277801,5.999998031096993,h0,7
15.156030534351146,13.062091503267975,901,1031,130,912,1064,152,29,971.000247377207,999.000242248638,27.999994871431,5.999998015575102,h0,7
12.56,20.491340206185566,901,1059,158,912,1008,96,27,959.000238361403,985.000238248966,25.99999988756292,5.999998057026005,h0,7
13.3024,9.20550925925926,901,1050,149,912,1127,215,33,988.000237329859,1020.000235210232,31.999997880372916,7.000001953879973,h0,8
9.32355140186916,12.4711875,901,1114,213,912,1071,159,33,980.000244327809,1012.000242213458,31.99999788564901,7.0000019632819885,h0,8
16.153658536585368,14.037535211267604,901,1023,122,912,1053,141,32,957.000243365829,988.000237175129,30.99999380930001,6.999988967409081,h0,8
9.161788990825688,16.932881355932206,901,1118,217,912,1029,117,36,957.00024331903,992.000240189557,34.99999687052696,7.999992965082015,h0,9
10.872771739130433,9.957711442786069,901,1084,183,912,1112,200,47,975.000237364925,1021.000239212291,46.00000184736598,11.00000501675197,h0,12
7.3211764705882345,12.967189542483661,901,1172,271,912,1064,152,41,982.000239370575,1022.000243223885,40.00000385331009,7.999993002834003,h0,9
17.318782608695653,14.793925925925928,901,1015,114,912,1046,134,22,956.000239259475,977.000245238218,21.000005978742934,3.9999900328380136,h0,5
13.324228187919465,15.9316,901,1049,148,912,1036,124,27,968.00023536245,994.000235235226,25.999999872776016,4.999993976533915,h0,6
8.389201680672269,16.02608,901,1138,237,912,1036,124,40,962.000237349438,1001.000237253419,38.999999903981006,8.99999704678396,h0,10
12.666751592356686,8.338200836820084,901,1057,156,912,1150,238,34,979.000240374854,1012.000242244035,33.000001869181006,8.000005967724974,h0,9
14.460507246376812,19.116285714285716,901,1038,137,912,1016,104,22,955.000235366795,976.000241171935,21.000005805140063,4.999994026495983,h0,6
10.745621621621622,11.196629213483144,901,1085,184,912,1089,177,30,988.000237320791,1017.000236247276,28.999998926484977,5.000007053638001,h0,6
16.652583333333332,18.019909090909092,901,1020,119,912,1021,109,22,955.000235287491,976.000241172591,21.000005885099995,4.999994071818037,h0,6
16.1930081300813,15.429538461538462,901,1023,122,912,1041,129,24,964.000245354703,987.000246196362,23.000000841659016,4.999993974101926,h0,6
10.713763440860216,13.251133333333334,901,1086,185,912,1061,149,28,980.000244384322,1007.000235209068,26.999990824746078,4.999993977502072,h0,6
13.642448979591837,15.76452380952381,901,1047,146,912,1037,125,20,969.000239284161,988.000237197729,18.999997913567995,3.999990112174032,h0,5
13.940347222222222,8.371848739495798,901,1044,143,912,1149,237,43,973.000242339226,1015.00024120126,41.999998862033976,11.000004976713967,h0,12
9.723009708737864,16.44115702479339,901,1106,205,912,1032,120,32,966.00024032557,997.00024723876,31.000006913190077,7.000001926066943,h0,8
10.536117021276597,13.953496503496503,901,1088,187,912,1054,142,35,986.000242345923,1020.000235191154,33.99999284523108,4.999994035443933,h0,6
14.358201438848921,14.95293233082707,901,1039,138,912,1044,132,26,966.0002403794,991.000236193955,24.99999581455495,4.999994013370042,h0,6
14.220425531914893,16.1169918699187,901,1041,140,912,1034,122,21,963.0002413184,983.000243213079,20.00000189467903,2.999999028649995,h0,4
14.484782608695653,12.57740506329114,901,1038,137,912,1069,157,37,963.000241324465,999.000242212646,36.00000088818092,7.999993036083993,h0,9
