LOS,a,window_size,loss_func,PD,FAR,Youden_index
E,-0.2999999999999985,15,mae,1.0,0.14516129032258066,0.8548387096774194
E,-0.1999999999999984,20,huber,1.0,0.14516129032258066,0.8548387096774194
E,-0.1999999999999984,15,rmse,1.0,0.14516129032258066,0.8548387096774194
E,-0.3999999999999986,20,huber,1.0,0.14516129032258066,0.8548387096774194
E,-0.1999999999999984,15,mae,1.0,0.14516129032258066,0.8548387096774194
E,-0.09999999999999831,15,rmse,1.0,0.14516129032258066,0.8548387096774194
E,-0.1999999999999984,15,hausdorff,1.0,0.14516129032258066,0.8548387096774194
E,1.0000000000000027,20,rmse,1.0,0.14516129032258066,0.8548387096774194
E,-0.2999999999999985,15,hausdorff,1.0,0.14516129032258066,0.8548387096774194
E,-0.2999999999999985,15,rmse,1.0,0.14516129032258066,0.8548387096774194
