LOS,a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
B,0.9000000000000004,20,huber,0.30000000000000004,0.9047619047619048,0.04906204906204906,0.8556998556998557
B,0.40000000000000036,20,huber,0.30000000000000004,0.9523809523809523,0.10264513108614232,0.8497358212948101
B,0.8000000000000003,20,huber,0.30000000000000004,0.9047619047619048,0.05952380952380952,0.8452380952380952
B,0.30000000000000027,20,huber,0.30000000000000004,0.9523809523809523,0.11488885458474837,0.8374920977962039
B,0.20000000000000018,20,huber,0.30000000000000004,0.9523809523809523,0.11658604714538766,0.8357949052355647
B,0.7000000000000002,20,huber,0.30000000000000004,0.9047619047619048,0.07414679423104384,0.8306151105308609
B,0.10000000000000009,20,huber,0.30000000000000004,0.9523809523809523,0.1220992603466772,0.8302816920342752
B,-0.09999999999999987,20,huber,0.30000000000000004,0.9523809523809523,0.1220992603466772,0.8302816920342752
B,0.0,20,huber,0.30000000000000004,0.9523809523809523,0.1220992603466772,0.8302816920342752
B,-0.19999999999999996,20,huber,0.30000000000000004,0.9523809523809523,0.1220992603466772,0.8302816920342752
B,-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.12482296289302237,0.8275579894879299
B,1.1,20,huber,0.30000000000000004,0.8571428571428571,0.03736969471332837,0.8197731624295287
B,0.6000000000000001,20,huber,0.30000000000000004,0.9047619047619048,0.08708010335917313,0.8176818014027316
B,1.0,20,huber,0.30000000000000004,0.8571428571428571,0.04040404040404041,0.8167388167388167
B,1.0,20,huber,0.4,0.9047619047619048,0.08816344659116145,0.8165984581707433
B,0.5,20,huber,0.30000000000000004,0.9047619047619048,0.08944444444444444,0.8153174603174603
B,1.2000000000000002,20,huber,0.30000000000000004,0.85,0.03603896103896104,0.813961038961039
B,-0.3999999999999999,15,huber,0.2,0.8095238095238095,0.0,0.8095238095238095
B,1.0,20,huber,0.5,0.9047619047619048,0.09574468085106383,0.809017223910841
B,1.0,20,huber,0.6000000000000001,0.9047619047619048,0.09916808470410285,0.8055938200578019
B,1.1,20,huber,0.6000000000000001,0.8918128654970761,0.08653846153846154,0.8052744039586145
B,0.9000000000000004,20,huber,0.4,0.9047619047619048,0.10065003587860369,0.8041118688833011
B,1.0,20,huber,0.7000000000000001,0.9047619047619048,0.10096376610138078,0.803798138660524
B,0.5,20,huber,0.4,0.9523809523809523,0.1518987341772152,0.8004822182037371
B,1.0,20,huber,0.8,0.9047619047619048,0.10551619433198381,0.799245710429921
B,1.1,20,huber,0.4,0.8708333333333333,0.07229965156794424,0.7985336817653891
B,0.8000000000000003,20,huber,0.4,0.9047619047619048,0.10992392034012083,0.7948379844217839
B,0.9000000000000004,20,huber,0.6000000000000001,0.9047619047619048,0.11152570480928689,0.7932361999526178
B,0.9000000000000004,20,huber,0.5,0.9047619047619048,0.11152570480928689,0.7932361999526178
B,0.9000000000000004,20,huber,0.7000000000000001,0.9047619047619048,0.11214992453463021,0.7926119802272745
B,0.9000000000000004,20,huber,0.8,0.9047619047619048,0.11475752508361203,0.7900043796782927
B,1.2000000000000002,20,huber,0.4,0.8571428571428571,0.06741573033707865,0.7897271268057784
B,0.40000000000000036,20,huber,0.4,0.9523809523809523,0.16594202898550725,0.7864389233954451
B,0.8000000000000003,20,huber,0.5,0.9047619047619048,0.12030755314337405,0.7844543516185307
B,1.2000000000000002,20,huber,0.5,0.8571428571428571,0.0744004919040787,0.7827423652387784
B,0.7000000000000002,20,huber,0.4,0.9047619047619048,0.12370251471375067,0.7810593900481541
B,0.9000000000000004,20,huber,0.9,0.9047619047619048,0.12451550387596899,0.7802464008859358
B,0.20000000000000018,15,mse,0.1,0.9472222222222222,0.16853932584269662,0.7786828963795256
B,1.2000000000000002,20,huber,0.6000000000000001,0.85,0.07142857142857142,0.7785714285714286
B,0.8000000000000003,20,huber,0.7000000000000001,0.9047619047619048,0.1276595744680851,0.7771023302938197
B,0.8000000000000003,20,huber,0.6000000000000001,0.9047619047619048,0.1276595744680851,0.7771023302938197
B,0.5,20,huber,0.5,0.9523809523809523,0.17555713608345186,0.7768238162975005
B,1.3000000000000003,20,huber,0.30000000000000004,0.8095238095238095,0.03550420168067227,0.7740196078431373
B,0.10000000000000009,15,mse,0.1,0.9523809523809523,0.17849523538614706,0.7738857169948052
B,0.8000000000000003,20,huber,0.8,0.9047619047619048,0.1314460393407762,0.7733158654211285
B,0.30000000000000027,20,huber,0.4,0.9523809523809523,0.1791733547351525,0.7732075976457998
B,1.1,20,huber,0.7000000000000001,0.8571428571428571,0.08527131782945736,0.7718715393133997
B,-0.3999999999999999,15,rmse,0.1,0.9523809523809523,0.18058946634112313,0.7717914860398292
B,-0.3999999999999999,15,hausdorff,0.1,0.9523809523809523,0.18058946634112313,0.7717914860398292
B,-0.3999999999999999,15,mae,0.1,0.9523809523809523,0.18058946634112313,0.7717914860398292
B,-0.3999999999999999,20,huber,0.2,0.8095238095238095,0.03803496081977095,0.7714888487040386
B,1.1,20,huber,0.5,0.8571428571428571,0.08612637362637363,0.7710164835164834
