LOS,a,window_size,loss_func,PD,FAR,Youden_index
C,0.30000000000000204,15,mae,0.9294571368734048,0.19928588150622623,0.7301712553671786
C,0.30000000000000204,15,hausdorff,0.9294571368734048,0.19928588150622623,0.7301712553671786
C,0.30000000000000204,15,rmse,0.9294571368734048,0.19928588150622623,0.7301712553671786
C,0.40000000000000213,15,rmse,0.9197974447137126,0.1912835990231628,0.7285138456905498
C,0.40000000000000213,15,hausdorff,0.9197974447137126,0.1912835990231628,0.7285138456905498
C,0.40000000000000213,15,mae,0.9197974447137126,0.1912835990231628,0.7285138456905498
C,0.20000000000000195,15,hausdorff,0.9391468915631596,0.2126431873169508,0.7265037042462088
C,0.20000000000000195,15,rmse,0.9391468915631596,0.2126431873169508,0.7265037042462088
C,0.20000000000000195,15,mae,0.9391468915631596,0.2126431873169508,0.7265037042462088
C,0.10000000000000187,15,hausdorff,0.9437644961807642,0.21806122125586969,0.7257032749248945
C,0.10000000000000187,15,rmse,0.9437644961807642,0.21806122125586969,0.7257032749248945
C,0.10000000000000187,15,mae,0.9437644961807642,0.21806122125586969,0.7257032749248945
C,0.5000000000000022,15,hausdorff,0.9085071609234288,0.18345210314638122,0.7250550577770476
C,0.5000000000000022,15,mae,0.9085071609234288,0.18345210314638122,0.7250550577770476
C,0.5000000000000022,15,rmse,0.9085071609234288,0.18345210314638122,0.7250550577770476
C,0.20000000000000195,15,mse,0.9303851340932681,0.2072338793235672,0.7231512547697009
C,0.40000000000000213,15,mse,0.9031244318325659,0.18062373266903017,0.7225006991635357
C,0.10000000000000187,15,mse,0.9413808050889391,0.2189191262647754,0.7224616788241637
C,-0.09999999999999831,15,rmse,0.9559975409138088,0.23382893102739563,0.7221686098864132
C,-0.09999999999999831,15,hausdorff,0.9559975409138088,0.23382893102739563,0.7221686098864132
C,-0.09999999999999831,15,mae,0.9559975409138088,0.23382893102739563,0.7221686098864132
C,1.7763568394002505e-15,15,mae,0.9494066318228996,0.22778176888753274,0.7216248629353669
C,1.7763568394002505e-15,15,rmse,0.9494066318228996,0.22778176888753274,0.7216248629353669
C,1.7763568394002505e-15,15,hausdorff,0.9494066318228996,0.22778176888753274,0.7216248629353669
C,-0.1999999999999984,15,rmse,0.9588835437998118,0.23781245196152334,0.7210710918382884
C,-0.1999999999999984,15,hausdorff,0.9588835437998118,0.23781245196152334,0.7210710918382884
C,-0.1999999999999984,15,mae,0.9588835437998118,0.23781245196152334,0.7210710918382884
