LOS,a,window_size,loss_func,PD,FAR,Youden_index
E,0.6000000000000023,15,mse,0.8206297461936559,0.10619106415937171,0.7144386820342842
E,0.7000000000000024,15,mse,0.8131053548581744,0.09885947972385765,0.7142458751343167
E,0.5000000000000022,15,mse,0.8278990354883212,0.11376669285292187,0.7141323426353994
E,0.8000000000000025,15,mse,0.8042745318591183,0.09306298786262772,0.7112115439964907
E,0.40000000000000213,15,mse,0.831869086427357,0.12117938109125151,0.7106897053361055
E,0.30000000000000204,15,mse,0.8346257752272789,0.12565127602545115,0.7089744992018278
E,0.20000000000000195,15,mse,0.8369186421348075,0.12920998564733457,0.7077086564874729
E,0.9000000000000026,15,mse,0.7936417201219833,0.08678732128773146,0.7068543988342518
E,0.10000000000000187,15,mse,0.8382200897473454,0.13294429042953157,0.7052757993178138
E,1.7763568394002505e-15,15,mse,0.8393426200991989,0.13671976232005473,0.7026228577791442
E,1.0000000000000027,15,mse,0.780538751661872,0.07952638041738133,0.7010123712444907
E,-0.09999999999999831,15,mse,0.8438750550827618,0.14392211423611398,0.6999529408466478
E,-0.1999999999999984,15,mse,0.8472764156269795,0.1496806463585473,0.6975957692684323
E,0.8000000000000025,20,mse,0.8074042107641731,0.11085727449834379,0.6965469362658293
E,0.7000000000000024,20,mse,0.8169307666018193,0.12138518351053583,0.6955455830912834
E,0.6000000000000023,15,mae,0.7992593976616533,0.10468471045521605,0.6945746872064373
E,0.6000000000000023,15,hausdorff,0.7992593976616533,0.10468471045521605,0.6945746872064373
E,0.6000000000000023,15,rmse,0.7992593976616533,0.10468471045521605,0.6945746872064373
E,0.6000000000000023,20,mse,0.823760238821329,0.13014048194807923,0.6936197568732497
E,0.5000000000000022,15,rmse,0.8045477809575554,0.11105260387524456,0.6934951770823109
E,0.5000000000000022,15,mae,0.8045477809575554,0.11105260387524456,0.6934951770823109
E,0.5000000000000022,15,hausdorff,0.8045477809575554,0.11105260387524456,0.6934951770823109
E,0.7000000000000024,15,rmse,0.7923020692757535,0.0993560234241963,0.6929460458515573
E,0.7000000000000024,15,hausdorff,0.7923020692757535,0.0993560234241963,0.6929460458515573
E,0.7000000000000024,15,mae,0.7923020692757535,0.0993560234241963,0.6929460458515573
E,0.40000000000000213,15,hausdorff,0.8104545934433152,0.11781491135719266,0.6926396820861225
E,0.40000000000000213,15,rmse,0.8104545934433152,0.11781491135719266,0.6926396820861225
E,0.40000000000000213,15,mae,0.8104545934433152,0.11781491135719266,0.6926396820861225
E,0.8000000000000025,15,hausdorff,0.7864778496357443,0.09397901809790431,0.69249883153784
E,0.8000000000000025,15,rmse,0.7864778496357443,0.09397901809790431,0.69249883153784
E,0.8000000000000025,15,mae,0.7864778496357443,0.09397901809790431,0.69249883153784
E,0.9000000000000026,15,rmse,0.7793627216559547,0.08814221439764466,0.69122050725831
E,0.9000000000000026,15,hausdorff,0.7793627216559547,0.08814221439764466,0.69122050725831
E,0.9000000000000026,15,mae,0.7793627216559547,0.08814221439764466,0.69122050725831
E,1.1000000000000028,15,mse,0.762034863632608,0.071655488713246,0.690379374919362
E,0.30000000000000204,15,hausdorff,0.8124799490400995,0.12261145164057075,0.6898684973995287
E,0.30000000000000204,15,mae,0.8124799490400995,0.12261145164057075,0.6898684973995287
E,0.30000000000000204,15,rmse,0.8124799490400995,0.12261145164057075,0.6898684973995287
E,0.9000000000000026,20,mse,0.7914300846396711,0.10216985743836393,0.6892602272013072
E,0.5000000000000022,20,mse,0.8276041627545387,0.1387466242493044,0.6888575385052343
E,0.40000000000000213,20,mse,0.833798931331826,0.14635767906752722,0.6874412522642988
E,0.20000000000000195,15,rmse,0.8132529855274216,0.12646593040606546,0.6867870551213562
E,0.20000000000000195,15,mae,0.8132529855274216,0.12646593040606546,0.6867870551213562
E,0.20000000000000195,15,hausdorff,0.8132529855274216,0.12646593040606546,0.6867870551213562
