,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category
2023-11-12,6.029500047200789,3.228208070865885,3.6894646902626396,5.72211377028467,1.692232555470712,1.1899768300394826,2.149042759387924,3.649996971217304,6.567472510731885,11.192992606584452,14.566118418458107,16.336343586891164,18.247077296166168,18.25729388217878,14.4740243333241,14.151971402187971,13.25189025724216,11.036004636395347,8.560285290352963,6.27523271667627,4.263587768036728,3.2667227146485445,3.1557796626409766,1.7264171616681874,A,A,A,A,A,A,A,A,A,B,B,B,C,C,B,B,B,B,A,A,A,A,A,A
2023-11-13,1.4681224148348004,1.170673324022864,1.4343633724210434,2.243899736477499,2.8412261051284493,5.380802107209702,10.415403414128503,21.742996597325845,23.3293787943358,19.514734867957962,17.320399748184094,15.385831308679515,16.400044042775168,16.523020759695964,16.569437613606233,16.279414681362024,16.444617870872392,15.858942053105977,11.03284661115045,7.815584226886936,3.879406816400323,2.7147941824540553,2.362906061380719,1.1213897642950639,A,A,A,A,A,A,A,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2023-11-14,1.0177337492025036,0.8932625804317106,1.2686643680294756,1.410336012675402,1.8073880860442169,3.5289511139541605,9.48344352193968,21.03761446669115,24.065625313585105,18.507011433515487,17.664657705957485,15.700371735406303,15.28098642582726,14.366565959215034,12.723510026215129,15.994046947051302,15.079201938417254,13.942191256979266,10.41940139381533,6.224616840694346,4.324769090546628,2.79624836340289,2.203141094156149,1.3557675464389618,A,A,A,A,A,A,A,C,C,C,B,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-15,0.8974595997913792,1.0330594007869192,1.1945332080610431,1.1246360538301599,1.950901577678464,3.5978022372827034,10.136769972589999,21.648134176459823,21.082297146179172,20.70703740668978,17.519302617369096,16.418149324905663,17.628173475954437,15.084725903257429,14.962844404004235,16.514022695982405,17.919393665961067,15.089323112885921,12.812885542677575,8.450369155058022,4.125444959285149,4.6848486818520705,3.2238513721653916,1.7844284153517858,A,A,A,A,A,A,A,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2023-11-16,0.948315741711662,1.3394292164049078,1.298651875056965,1.5378641667222182,2.7082365572687968,4.387965108848269,9.65544804837792,20.428416792988536,21.887128598181317,19.7237699218687,16.512323780715853,18.15238557628606,16.849575514478403,14.459131807581988,15.38286043048941,15.824813879125662,17.048864210352015,15.413501847768742,11.494188007095595,8.807006339174924,4.838822760643991,4.054493966258033,2.485796738802804,2.20515145781556,A,A,A,A,A,A,A,C,C,C,B,C,B,B,B,B,B,B,B,A,A,A,A,A
2023-11-17,1.3427659614318321,1.01757421383615,1.2331367211587283,1.2926043186752458,2.2359841977029338,3.6880300545945683,8.40952754306643,19.770306452792624,21.816818017205524,19.03817006403321,21.68940048995021,21.254067421504935,23.53246754692687,27.64922029980503,23.39228899801909,22.80530105823247,25.150348993149308,22.478921741062752,15.201741116875164,10.365829176169537,5.8623130018636305,3.5632790393557663,3.0413786872816972,2.2559479606753117,A,A,A,A,A,A,A,C,C,C,C,C,C,D,C,C,C,C,B,A,A,A,A,A
2023-11-18,1.3385430435198538,0.841267379975203,0.7833451982737673,0.7528865337467903,1.1427065052062029,1.5834905928427543,3.5533994862849085,6.7674198520470075,10.235588150481172,12.969277838574182,18.321677320588726,19.049637196750794,19.313272728999024,19.100042927316856,16.355377812897622,16.47019229249899,12.66355221840209,10.718765762004892,7.518874343172192,4.482002525936628,3.0391143026967287,3.215746482663735,2.529381206756776,2.60096080467485,A,A,A,A,A,A,A,A,A,B,C,C,C,C,B,B,B,A,A,A,A,A,A,A
2023-11-19,1.250735250335447,0.8414336648528083,0.5367463583855131,0.44354924149542396,0.7093641134215694,0.8162585860989642,2.3428863210329096,3.808037649869668,6.32942946954914,12.532987632454082,17.423808137458952,18.942318778029666,17.47361543257653,16.258393360316653,15.543810247211184,15.957658991724601,15.515955077853825,12.19544992682567,7.18312453595952,6.055955442034647,3.6813755389292386,2.716108353737918,1.948383527305455,1.3381214684376452,A,A,A,A,A,A,A,A,A,B,B,C,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-20,0.7500773343929652,0.9890305759475195,0.6516364224595657,1.296852841940389,2.6082902448708114,5.117089306960982,9.875212664136102,22.015837129938927,23.523862778586103,20.83830703992489,19.136978101159574,16.83921392914798,17.60121292323561,16.25311466169368,15.415023377169977,16.48507946341562,16.479651784347936,12.902630733661674,8.990690576979183,7.599174927619823,4.329832178624687,2.88481417837602,2.0385415597999232,1.3008499619857163,A,A,A,A,A,A,A,C,C,C,C,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-21,0.9021154230380249,0.6351630973428962,0.6968855723672703,1.2583372269035649,1.9827071341846136,3.7651468592419546,11.33788991651081,19.856153165632445,21.601492570692013,18.861711779637734,18.24532698284092,16.106904787940625,16.360544130276768,16.729625994640184,13.645613444384695,15.395723875625988,16.005459783337958,15.218336510320098,10.538420166773408,8.35348446564202,3.8550917015424604,2.939820141515971,2.4120748221938584,1.4345576012660815,A,A,A,A,A,A,B,C,C,C,C,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-22,1.02546841761374,1.762277108187456,1.0509519269135763,1.5728254568170914,2.7996425051096128,4.15953654839924,10.525428992584688,20.252623449266572,26.56346044833055,19.82011094401004,20.377346000702957,17.27134625435398,17.22121621432288,19.549573305236752,14.506582401723524,14.853162714468892,16.616009643924045,13.984858408349895,9.562937724547693,9.259864415418168,4.571576591876399,3.222036566243562,2.445731504280218,1.309147016619944,A,A,A,A,A,A,A,C,D,C,C,B,B,C,B,B,B,B,A,A,A,A,A,A
2023-11-23,1.2121920895920202,1.0510880426089384,0.8709323892414093,1.7866203632456439,1.9491209461639574,4.610114590187573,9.399343423774067,20.48653107833913,21.78784419807082,18.67266229816013,16.67668544047413,17.65128720133273,19.054256814811062,15.909442958809642,15.054569021108682,16.419748971557457,16.36716396590677,15.12026731539535,11.009322758839298,8.71304433513946,4.9423669149775025,3.9859925644397856,2.7003486364324325,1.9361516719602327,A,A,A,A,A,A,A,C,C,C,B,B,C,B,B,B,B,B,B,A,A,A,A,A
2023-11-24,1.0463278119963124,1.0338180111084752,1.3427247735553427,1.2516097962828632,2.1099301868077074,3.702699302384059,8.463509443012116,22.07618032246159,20.997644248976176,20.711663807370677,19.01118205218721,21.673961794044445,22.31573724766204,23.789364904692356,24.27057653634493,23.858731102249028,23.362476340215515,21.601634994624185,17.120214308571846,11.345082004945594,6.228588680859744,3.706020180542966,3.2775556197450206,1.7045831248076906,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,B,B,A,A,A,A
2023-11-25,1.7368142586622384,1.2419929595871022,1.4377459560542625,2.065375097810452,2.6770706963289412,1.2520334214604023,4.2713033526740745,7.72838891672919,11.767476446330187,14.799074856123715,19.21056614889959,19.954136631552,19.575058403024972,16.469967374729407,16.956125024006674,15.792292246804399,14.486140782551738,12.722683503552588,9.349935394767162,7.421094691271138,4.023361244731408,2.983817010931588,3.112262670885612,1.810251955037292,A,A,A,A,A,A,A,A,B,B,C,C,C,B,B,B,B,B,A,A,A,A,A,A
2023-11-26,1.4086166283523531,0.8204882393495326,0.571195917619366,0.8784141157670682,0.9244125638585897,1.3014763285147397,2.142974684913287,4.4826307824911,7.475664764404166,11.528867456380793,17.289183473520453,17.797201460173998,16.543184559154,17.028643385900633,15.985023830078157,15.124338880864508,15.513094976746764,12.387931989179759,8.288108387290634,5.705179023084178,4.322577392033744,3.3491400688367303,2.9144232124095684,1.1087245607909728,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-27,0.9060928714942136,1.0911172773109206,0.7177008600078324,1.2103318255633875,2.451047833696364,5.19301420933369,10.382196566882858,21.667131628360277,23.066176457879788,19.573332157214125,20.642170749828583,19.51666283989639,16.64738071030734,14.710455017749856,13.510436487390722,16.55204180707149,16.145471817999212,14.397724908323331,11.509574127135737,7.194880816655105,4.745100625128638,2.9388542931957904,2.119047405342717,1.1533197924558793,A,A,A,A,A,A,A,C,C,C,C,C,B,B,B,B,B,B,B,A,A,A,A,A
2023-11-28,1.2215538148571066,1.093405977382922,1.127908471530376,1.1415630808846169,2.151203266010657,3.915581318540999,9.917677519356353,19.80359727671674,20.99934481221729,17.888472268423538,20.055970534254325,16.02553051555842,15.996324437696762,14.652991227715294,15.490198275564918,15.744732419356096,17.25807551088502,14.086647911255726,10.519537041573324,6.61704194786364,3.8737533127806087,2.931410742973704,2.654194837702548,1.3405997017494795,A,A,A,A,A,A,A,C,C,B,C,B,B,B,B,B,B,B,A,A,A,A,A,A
2023-11-29,0.7240930754511725,0.9920956526616027,0.8684421586168065,1.303152922871014,2.2705028811019377,3.9103440265050393,8.859946605336313,21.129148806218303,20.57528324030488,18.672961691859815,18.303578903649274,17.143666934568788,19.788181073683372,14.957549730211877,14.365971347627461,15.630442379042238,18.42266127528035,17.026613233223937,14.870473033654216,8.703637241956967,5.036867242667508,3.219308093495414,3.3725082756757017,1.387629821298349,A,A,A,A,A,A,A,C,C,C,C,B,C,B,B,B,C,B,B,A,A,A,A,A
2023-11-30,1.424716812347285,1.338897635632564,1.3904949125719555,1.8428357023011446,2.678967655054425,3.659245630766057,8.943097633309547,20.340824110334733,21.41070274776845,19.902654788960486,18.22833283439801,17.968490207008877,15.826678026356731,16.701702944260525,15.108813191414457,15.301186135524246,16.471252877429983,16.758624634807195,11.36527139409901,7.936524300489403,6.22441410884616,4.030974692811925,3.9884622004772328,2.4839428696396246,A,A,A,A,A,A,A,C,C,C,C,B,B,B,B,B,B,B,B,A,A,A,A,A
