h0,134.872,912.000244449883,1
h0,150.729,913.000235502778,1
h0,164.422,914.000239548454,1
h0,175.903,915.000243586749,1
h0,185.885,916.000234620047,1
h0,194.189,917.000238647744,1
h0,200.909,918.000242670161,1
h0,205.831,919.000246686577,1
h0,208.402,920.000237695154,1
h0,208.431,921.000241695252,1
h0,205.831,922.000245686579,1
h0,200.705,923.00023666948,1
h0,194.826,924.000240649869,1
h0,188.4,925.000244628434,1
h0,182.107,926.000235607444,1
h0,175.903,927.00023958675,1
h0,169.859,928.000243566587,1
h0,163.901,929.000234546714,1
h0,158.026,930.000238527117,1
h0,152.194,931.000242507666,1
h0,146.377,932.000246488262,1
h0,141.547,933.000237472149,1
h0,138.675,934.000241462571,1
h0,137.47,935.000245458552,1
h0,137.817,936.000236459708,1
h0,139.91,937.000240466689,1
h0,145.045,938.000244483817,1
h0,152.355,939.000235508201,1
h0,160.584,940.000239535651,1
h0,168.704,941.000243562736,1
h0,176.449,942.00023458857,1
h0,183.936,943.000238613544,1
h0,191.092,944.000242637415,1
h0,197.919,945.000246660188,1
h0,204.518,946.000237682198,1
h0,210.904,947.0002417035,1
h0,217.099,948.000245724164,1
h0,223.229,949.000236744612,1
h0,229.107,950.000240764217,1
h0,234.922,951.000244783614,1
h0,240.662,952.000235802764,1
h0,246.288,953.000239821529,1
h0,251.901,954.000243840252,1
h0,257.745,955.000234859746,1
h0,265.406,956.0002388853,1
h0,274.999,957.000242917299,1
h0,286.486,958.000246955613,1
h0,299.794,959.000238000004,1
h0,315.003,960.000242050737,1
h0,331.6,961.000246106098,1
h0,348.211,962.000237161506,1
h0,364.748,963.000241216669,1
h0,381.159,964.000245271409,1
h0,397.522,965.000236325991,1
