LOS,DepartureTime,Iteration,Time,Speed,Acceleration,Jerk,Label
A,895,1,897,3.0799743527758,0.0,0.0,0
A,895,1,898,5.0228465337681,1.9428721809923,1.9428721809923,0
A,895,1,899,7.0217628058211,1.998916272053,0.056044091060700074,0
A,895,1,900,8.9464225070343,1.9246597012132,-0.07425657083979997,0
A,895,1,901,10.872234908077,1.9258124010428,0.001152699829599868,0
A,895,1,902,6.3722349080771,-4.5,-6.4258124010427995,0
A,895,1,903,1.8722349080771,-4.5,0.0,0
A,895,1,904,0.0,-1.8722349080771,2.6277650919229,0
A,895,1,905,0.0,0.0,1.8722349080771,0
A,895,1,906,0.0,0.0,0.0,0
A,895,1,907,0.0,0.0,0.0,0
A,895,1,908,0.0,0.0,0.0,0
A,895,1,909,0.0,0.0,0.0,0
A,895,1,910,0.0,0.0,0.0,0
A,895,1,911,0.0,0.0,0.0,0
A,895,1,912,0.0,0.0,0.0,0
A,895,1,913,0.0,0.0,0.0,0
A,895,1,914,0.0,0.0,0.0,0
A,895,1,915,0.0,0.0,0.0,0
A,895,1,916,0.0,0.0,0.0,0
A,895,1,917,0.0,0.0,0.0,0
A,895,1,918,0.0,0.0,0.0,0
A,895,1,919,0.0,0.0,0.0,0
A,895,1,920,0.0,0.0,0.0,1
A,895,1,921,2.2006525381928,2.2006525381928,2.2006525381928,1
A,895,1,922,4.0409127509814,1.8402602127886,-0.36039232540419985,1
A,895,1,923,6.1367554640548,2.0958427130734,0.2555825002848,1
A,895,1,924,8.1417056227859,2.0049501587311,-0.09089255434230026,1
A,895,1,925,9.8516541772812,1.7099485544953,-0.2950016042357999,1
A,895,1,926,11.762713876666,1.9110596993845,0.2011111448892,1
A,895,1,927,13.590391426244,1.8276775495778,-0.0833821498067,1
A,895,1,928,15.334999480756,1.7446080545126,-0.0830694950652,1
A,895,1,929,16.648325578243,1.313326097487,-0.4312819570255999,1
A,895,1,930,16.738151358039,0.089825779795664,-1.223500317691336,1
A,895,1,931,16.8543950062,0.11624364816119,0.026417868365525995,1
A,895,1,932,18.099828274139,1.2454332679394,1.12918961977821,1
A,895,1,933,19.951332964738,1.8515046905982,0.6060714226588,0
A,895,1,934,22.06839823102,2.1170652662823,0.26556057568409996,0
A,895,1,935,24.087945376859,2.0195471458393,-0.09751812044300001,0
A,895,1,936,26.070922126387,1.9829767495277,-0.03657039631159997,0
A,895,1,937,27.11348788358,1.0425657571929,-0.9404109923348001,0
A,895,1,938,27.223724090184,0.11023620660417,-0.9323295505887299,0
A,895,1,939,27.166498467163,-0.057225623021367,-0.167461829625537,0
A,895,1,940,27.147358160936,-0.019140306226909,0.038085316794458,0
A,895,1,941,27.190982677408,0.043624516471755,0.062764822698664,0
A,895,1,942,27.163477106075,-0.027505571332295,-0.07113008780405,0
A,895,1,943,27.156984324106,-0.0064927819697189,0.021012789362576098,0
A,895,1,944,27.160920680498,0.0039363563922237,0.0104291383619426,0
A,895,1,945,27.143704993433,-0.017215687064454,-0.0211520434566777,0
A,895,1,946,27.204372712927,0.060667719494084,0.077883406558538,0
A,895,1,947,27.236721644029,0.032348931101151,-0.028318788392932996,0
A,895,1,948,27.186488526086,-0.0502331179427,-0.082582049043851,0
A,895,1,949,27.139140971952,-0.047347554133736,0.0028855638089640007,1
A,895,1,950,27.125894986579,-0.013245985372926,0.034101568760810004,1
A,895,1,951,26.324718350237,-0.80117663634268,-0.787930650969754,1
A,895,1,952,24.904785811593,-1.4199325386439,-0.6187559023012199,1
A,895,1,953,23.72596920644,-1.1788166051528,0.24111593349109994,1
A,895,1,954,22.530936575037,-1.1950326314032,-0.016216026250400084,1
A,895,1,955,21.591084374313,-0.93985220072324,0.25518043067996,1
