Atk Average Speed,Vo Average Speed,Atk Entry Time,Atk Exit Time,AtK Sim Time,Vo Entry Time,Vo Exit Time,Vo Sim Time,Attacker Messages,Atk First Msg Time,Atk Last Msg Time,AtK Msg Duration,Total Msg Time < 100,MHID,Less than 100
19.285631067961162,19.628921568627447,901,1003,102,906,1007,101,98,906.000246117611,1003.000244285248,96.99999816763693,96.99999816763693,h0,91
13.849444444444444,17.88756756756757,901,1044,143,906,1016,110,100,906.000246124741,1005.000240322487,98.99999419774599,73.99999719765196,h0,75
15.244809160305342,14.205248226950355,901,1031,130,906,1046,140,126,906.00024612113,1031.000239571101,124.99999344997104,115.99999620041399,h0,109
16.098225806451612,17.511403508771927,901,1024,123,906,1019,113,114,906.000246120675,1019.00024321622,112.99999709554504,112.99999709554504,h0,104
15.71291338582677,16.156370967741935,901,1027,126,906,1029,123,122,906.000246120298,1027.000236157947,120.99999003764901,120.99999003764901,h0,94
11.05950276243094,13.5422972972973,901,1081,180,906,1053,147,148,906.000246114092,1053.00023679948,146.99999068538807,124.99999320997597,h0,117
15.41108527131783,15.8668,901,1029,128,906,1030,124,124,906.000246119538,1029.000244091601,122.99999797206294,122.99999797206294,h0,113
13.589591836734696,17.036694915254234,901,1047,146,906,1023,117,114,906.000246116932,1019.000244322844,112.999998205912,80.99999920067603,h0,82
14.291223021582734,15.918239999999999,901,1039,138,906,1030,124,125,906.000246119333,1030.00023561437,123.99998949503697,40.9999951938679,h0,42
13.98387323943662,14.393956834532373,901,1042,141,906,1044,138,137,906.000246115771,1042.000244069561,135.99999795378994,135.99999795378994,h0,122
13.523918918918918,17.885892857142856,901,1048,147,906,1017,111,50,906.000246119575,955.000235302157,48.999989182582,22.999988178101034,h0,24
18.53972222222222,18.23504587155963,901,1008,107,906,1014,108,103,906.000246116995,1008.000238517476,101.999992400481,85.99999319943504,h0,87
18.254036697247706,18.7138679245283,901,1009,108,906,1011,105,104,906.000246120898,1009.00024222382,102.99999610292195,102.99999610292195,h0,104
8.875982142857143,15.034511278195486,901,1124,223,906,1038,132,94,906.000246121567,999.000242309714,92.99999618814707,43.99999420909501,h0,45
18.066454545454544,9.973333333333333,901,1010,109,906,1106,200,44,906.000246119628,949.000237305316,42.99999118568803,16.999990202962067,h0,18
18.714205607476632,19.188076923076924,901,1007,106,906,1009,103,102,906.000246116476,1007.000234188815,100.99998807233908,100.99998807233908,h0,102
20.081818181818182,15.657109375,901,999,98,906,1033,127,51,906.000246120628,956.000239317724,49.99999319709593,4.999994180265958,h0,6
18.336788990825685,18.718773584905662,901,1009,108,906,1011,105,104,906.00024612247,1009.000242196534,102.99999607406403,102.99999607406403,h0,63
19.101346153846155,14.281142857142859,901,1004,103,906,1045,139,38,906.000246118864,943.000239304039,36.99999318517507,20.999993207751004,h0,22
18.86961904761905,17.563859649122808,901,1005,104,906,1019,113,100,906.000246116658,1005.000240220925,98.99999410426699,59.999993206055024,h0,40
19.550588235294118,20.070606060606064,901,1002,101,906,1004,98,97,906.000246118548,1002.000240207175,95.99999408862698,95.99999408862698,h0,77
