h0,(2019.52,29.8,0),1.22,924
h0,(2017.16,29.8,0),3.33,925
h0,(2012.87,29.8,0),5.11,926
h0,(2006.58,29.8,0),7.19,927
h0,(1998.21,29.8,0),9.24,928
h0,(1988.24,29.8,0),9.96,929
h0,(1978.64,29.8,0),9.31,930
h0,(1969.54,29.8,0),8.87,931
h0,(1960.8,29.8,0),8.53,932
h0,(1952.36,29.8,0),8.33,933
h0,(1944.11,29.8,0),8.22,934
h0,(1936,29.8,0),8,935
h0,(1928,29.8,0),7.98,936
h0,(1920.09,29.8,0),7.89,937
h0,(1912.19,29.8,0),7.96,938
h0,(1904.37,29.8,0),7.84,939
h0,(1896.56,29.8,0),7.85,940
h0,(1888.76,29.8,0),7.7,941
h0,(1880.97,29.8,0),7.81,942
h0,(1873.2,29.8,0),7.81,943
h0,(1865.45,29.8,0),7.78,944
h0,(1857.7,29.8,0),7.72,945
h0,(1849.94,29.8,0),7.85,946
h0,(1842.18,29.8,0),7.74,947
h0,(1834.43,29.8,0),7.75,948
h0,(1826.66,29.8,0),7.8,949
h0,(1818.9,29.8,0),7.81,950
h0,(1811.13,29.8,0),7.78,951
h0,(1803.4,29.8,0),7.75,952
h0,(1795.65,29.8,0),7.77,953
h0,(1787.88,29.8,0),7.77,954
h0,(1780.15,29.8,0),7.8,955
h0,(1772.42,29.8,0),7.68,956
h0,(1764.68,29.8,0),7.71,957
h0,(1756.94,29.8,0),7.73,958
h0,(1749.19,29.8,0),7.88,959
h0,(1741.44,29.8,0),7.81,960
h0,(1733.71,29.8,0),7.81,961
h0,(1725.97,29.8,0),7.79,962
h0,(1718.22,29.8,0),7.82,963
h0,(1710.46,29.8,0),7.75,964
h0,(1702.72,29.8,0),7.74,965
h0,(1694.97,29.8,0),7.77,966
h0,(1687.24,29.8,0),7.76,967
h0,(1679.51,29.8,0),7.73,968
h0,(1671.77,29.8,0),7.86,969
h0,(1664.01,29.8,0),7.75,970
h0,(1656.24,29.8,0),7.73,971
