TMU ID, Legacy TMU ID, Site Name
C6E971CAD188789BE0433CC411ACCCEA,30014580,TMU Site 9782/1 on A69 eastbound between A68 near Corbridge (east) and B6528 near Throckley (west); GPS Ref: 406111;565188; Eastbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2024-02-01,00:14:00,3,20,13,1,1,5,100.69,15,126061401,19
2024-02-01,00:29:00,3,9,5,0,0,4,102.47,15,126061401,19
2024-02-01,00:44:00,3,12,6,2,0,4,104.69,15,126061401,19
2024-02-01,00:59:00,3,14,4,0,1,9,93.21,15,126061401,19
2024-02-01,01:14:00,3,9,5,0,0,4,106.54,15,126061401,19
2024-02-01,01:29:00,3,12,7,0,1,4,98.58,15,126061401,19
2024-02-01,01:44:00,3,10,6,1,0,3,104.54,15,126061401,19
2024-02-01,01:59:00,3,11,3,1,0,7,96.04,15,126061401,19
2024-02-01,02:14:00,3,7,3,1,1,2,93.35,15,126061401,19
2024-02-01,02:29:00,3,9,6,2,0,1,99.28,15,126061401,19
2024-02-01,02:44:00,3,4,2,2,0,0,125.39,15,126061401,19
2024-02-01,02:59:00,3,11,2,3,2,4,95.82,15,126061401,19
2024-02-01,03:14:00,3,7,1,3,0,3,95.58,15,126061401,19
2024-02-01,03:29:00,3,6,4,0,0,2,103.95,15,126061401,19
2024-02-01,03:44:00,3,12,4,2,0,6,97.65,15,126061401,19
2024-02-01,03:59:00,3,6,3,0,0,3,103.29,15,126061401,19
2024-02-01,04:14:00,3,11,3,0,3,5,89.81,15,126061401,19
2024-02-01,04:29:00,3,14,3,0,2,9,101.23,15,126061401,19
2024-02-01,04:44:00,3,13,6,1,1,5,100.49,15,126061401,19
2024-02-01,04:59:00,3,17,5,3,1,8,99.63,15,126061401,19
2024-02-01,05:14:00,3,19,6,3,2,8,97.96,15,126061401,19
2024-02-01,05:29:00,3,35,22,4,2,7,105.00,15,126061401,19
2024-02-01,05:44:00,3,36,21,1,4,10,102.73,15,126061401,19
2024-02-01,05:59:00,3,29,14,2,1,12,98.42,15,126061401,19
2024-02-01,06:14:00,3,56,37,1,4,14,103.61,15,126061401,19
2024-02-01,06:29:00,3,82,57,6,7,12,105.87,15,126061401,19
2024-02-01,06:44:00,3,117,83,15,5,14,108.25,15,126061401,19
2024-02-01,06:59:00,3,160,120,14,10,16,108.59,15,126061401,19
2024-02-01,07:14:00,3,237,200,16,5,16,110.68,15,126061401,19
2024-02-01,07:29:00,3,247,213,15,6,13,108.64,15,126061401,19
2024-02-01,07:44:00,3,271,232,24,7,8,110.38,15,126061401,19
2024-02-01,07:59:00,3,308,254,23,17,14,108.65,15,126061401,19
2024-02-01,08:14:00,3,280,246,12,9,13,111.74,15,126061401,19
2024-02-01,08:29:00,3,286,240,27,11,8,109.94,15,126061401,19
2024-02-01,08:44:00,3,246,200,21,12,13,110.82,15,126061401,19
2024-02-01,08:59:00,3,260,211,17,20,12,109.94,15,126061401,19
2024-02-01,09:14:00,3,233,181,13,17,22,105.94,15,126061401,19
2024-02-01,09:29:00,3,233,182,13,16,22,108.79,15,126061401,19
2024-02-01,09:44:00,3,221,178,19,9,15,108.82,15,126061401,19
2024-02-01,09:59:00,3,230,179,21,13,17,106.24,15,126061401,19
2024-02-01,10:14:00,3,196,156,15,15,10,109.16,15,126061401,19
2024-02-01,10:29:00,3,214,179,14,12,9,107.75,15,126061401,19
2024-02-01,10:44:00,3,176,134,18,7,17,106.31,15,126061401,19
2024-02-01,10:59:00,3,168,130,16,10,12,106.35,15,126061401,19
2024-02-01,11:14:00,3,205,161,17,16,11,108.76,15,126061401,19
2024-02-01,11:29:00,3,207,163,18,16,10,105.08,15,126061401,19
2024-02-01,11:44:00,3,186,143,15,14,14,105.29,15,126061401,19
2024-02-01,11:59:00,3,211,154,22,18,17,107.70,15,126061401,19
2024-02-01,12:14:00,3,192,155,13,13,11,107.01,15,126061401,19
2024-02-01,12:29:00,3,208,167,16,13,12,108.71,15,126061401,19
2024-02-01,12:44:00,3,229,170,18,26,15,105.58,15,126061401,19
2024-02-01,12:59:00,3,215,170,16,16,13,107.83,15,126061401,19
2024-02-01,13:14:00,3,193,156,20,9,8,106.53,15,126061401,19
2024-02-01,13:29:00,3,215,164,24,16,11,105.52,15,126061401,19
2024-02-01,13:44:00,3,203,148,26,16,13,107.26,15,126061401,19
2024-02-01,13:59:00,3,216,169,14,18,15,104.00,15,126061401,19
2024-02-01,14:14:00,3,209,158,22,20,9,107.62,15,126061401,19
2024-02-01,14:29:00,3,250,199,25,14,12,106.57,15,126061401,19
2024-02-01,14:44:00,3,218,173,13,11,21,106.15,15,126061401,19
2024-02-01,14:59:00,3,263,203,24,15,21,106.49,15,126061401,19
2024-02-01,15:14:00,3,246,195,26,11,14,107.53,15,126061401,19
2024-02-01,15:29:00,3,235,186,35,6,8,108.09,15,126061401,19
2024-02-01,15:44:00,3,248,186,37,11,14,106.98,15,126061401,19
2024-02-01,15:59:00,3,273,230,24,7,12,106.68,15,126061401,19
2024-02-01,16:14:00,3,314,264,23,15,12,108.09,15,126061401,19
2024-02-01,16:29:00,3,292,247,32,8,5,109.48,15,126061401,19
2024-02-01,16:44:00,3,276,231,26,6,13,106.27,15,126061401,19
2024-02-01,16:59:00,3,270,230,24,9,7,108.39,15,126061401,19
2024-02-01,17:14:00,3,266,239,11,6,10,108.63,15,126061401,19
2024-02-01,17:29:00,3,305,270,16,4,15,107.73,15,126061401,19
2024-02-01,17:44:00,3,260,237,13,7,3,109.59,15,126061401,19
2024-02-01,17:59:00,3,250,200,21,9,20,108.27,15,126061401,19
2024-02-01,18:14:00,3,206,176,17,8,5,109.98,15,126061401,19
2024-02-01,18:29:00,3,164,146,11,2,5,110.47,15,126061401,19
2024-02-01,18:44:00,3,174,153,14,0,7,111.35,15,126061401,19
2024-02-01,18:59:00,3,128,111,6,5,6,109.53,15,126061401,19
2024-02-01,19:14:00,3,103,95,3,3,2,110.29,15,126061401,19
2024-02-01,19:29:00,3,98,87,4,2,5,109.86,15,126061401,19
