TMU ID, Legacy TMU ID, Site Name
C6E971CAD188789BE0433CC411ACCCEA,30014580,TMU Site 9782/1 on A69 eastbound between A68 near Corbridge (east) and B6528 near Throckley (west); GPS Ref: 406111;565188; Eastbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2024-04-01,00:14:00,6,12,10,0,1,1,110.52,15,126061401,19
2024-04-01,00:29:00,6,17,14,0,2,1,105.74,15,126061401,19
2024-04-01,00:44:00,6,10,8,0,0,2,99.40,15,126061401,19
2024-04-01,00:59:00,6,16,15,0,0,1,102.46,15,126061401,19
2024-04-01,01:14:00,12,11,9,1,0,1,104.64,15,126061401,19
2024-04-01,01:29:00,12,12,9,1,0,2,102.74,15,126061401,19
2024-04-01,01:44:00,12,5,4,1,0,0,101.63,15,126061401,19
2024-04-01,01:59:00,12,5,5,0,0,0,101.39,15,126061401,19
2024-04-01,02:14:00,12,5,4,1,0,0,106.35,15,126061401,19
2024-04-01,02:29:00,12,9,7,0,0,2,105.19,15,126061401,19
2024-04-01,02:44:00,12,7,3,1,1,2,104.74,15,126061401,19
2024-04-01,02:59:00,12,10,6,0,1,3,97.03,15,126061401,19
2024-04-01,03:14:00,12,6,4,1,1,0,88.20,15,126061401,19
2024-04-01,03:29:00,12,13,12,0,0,1,104.91,15,126061401,19
2024-04-01,03:44:00,12,10,8,0,0,2,101.69,15,126061401,19
2024-04-01,03:59:00,12,10,8,1,0,1,99.63,15,126061401,19
2024-04-01,04:14:00,12,10,8,0,0,2,101.77,15,126061401,19
2024-04-01,04:29:00,12,10,9,0,1,0,108.69,15,126061401,19
2024-04-01,04:44:00,12,17,10,1,1,5,100.46,15,126061401,19
2024-04-01,04:59:00,12,7,4,1,0,2,104.39,15,126061401,19
2024-04-01,05:14:00,12,9,4,1,0,4,98.43,15,126061401,19
2024-04-01,05:29:00,12,12,10,0,0,2,110.33,15,126061401,19
2024-04-01,05:44:00,12,11,6,1,1,3,93.21,15,126061401,19
2024-04-01,05:59:00,12,14,9,0,0,5,100.90,15,126061401,19
2024-04-01,06:14:00,12,17,13,1,0,3,104.12,15,126061401,19
2024-04-01,06:29:00,12,28,23,0,1,4,102.42,15,126061401,19
2024-04-01,06:44:00,12,25,18,2,2,3,104.29,15,126061401,19
2024-04-01,06:59:00,12,34,29,4,0,1,112.88,15,126061401,19
2024-04-01,07:14:00,12,40,36,1,0,3,106.53,15,126061401,19
2024-04-01,07:29:00,12,43,34,5,1,3,108.11,15,126061401,19
2024-04-01,07:44:00,12,46,36,4,2,4,111.01,15,126061401,19
2024-04-01,07:59:00,12,45,37,3,0,5,107.91,15,126061401,19
2024-04-01,08:14:00,12,60,49,6,1,4,105.58,15,126061401,19
2024-04-01,08:29:00,12,60,50,2,5,3,107.47,15,126061401,19
2024-04-01,08:44:00,12,72,58,4,5,5,107.81,15,126061401,19
2024-04-01,08:59:00,12,68,53,3,7,5,105.28,15,126061401,19
2024-04-01,09:14:00,12,96,75,7,7,7,107.85,15,126061401,19
2024-04-01,09:29:00,12,112,97,9,2,4,108.04,15,126061401,19
2024-04-01,09:44:00,12,131,116,8,3,4,107.58,15,126061401,19
2024-04-01,09:59:00,12,163,139,12,8,4,106.95,15,126061401,19
2024-04-01,10:14:00,12,177,158,11,4,4,108.45,15,126061401,19
2024-04-01,10:29:00,12,216,182,12,14,8,106.84,15,126061401,19
2024-04-01,10:44:00,12,245,217,14,7,7,107.86,15,126061401,19
2024-04-01,10:59:00,12,248,225,7,11,5,107.44,15,126061401,19
2024-04-01,11:14:00,12,238,218,10,9,1,105.86,15,126061401,19
2024-04-01,11:29:00,12,350,308,13,24,5,103.09,15,126061401,19
2024-04-01,11:44:00,12,336,294,15,25,2,107.96,15,126061401,19
2024-04-01,11:59:00,12,342,310,14,14,4,106.59,15,126061401,19
2024-04-01,12:14:00,12,313,282,11,15,5,106.09,15,126061401,19
2024-04-01,12:29:00,12,291,256,13,18,4,106.25,15,126061401,19
2024-04-01,12:44:00,12,342,304,15,11,12,108.02,15,126061401,19
2024-04-01,12:59:00,12,316,268,24,15,9,106.56,15,126061401,19
2024-04-01,13:14:00,12,345,308,19,14,4,110.19,15,126061401,19
2024-04-01,13:29:00,12,302,276,10,12,4,108.42,15,126061401,19
2024-04-01,13:44:00,12,333,288,18,20,7,106.78,15,126061401,19
2024-04-01,13:59:00,12,298,272,10,12,4,106.75,15,126061401,19
2024-04-01,14:14:00,12,324,293,19,9,3,107.13,15,126061401,19
2024-04-01,14:29:00,12,283,255,13,9,6,107.24,15,126061401,19
2024-04-01,14:44:00,12,282,257,10,10,5,106.58,15,126061401,19
2024-04-01,14:59:00,12,290,261,12,7,10,106.94,15,126061401,19
2024-04-01,15:14:00,12,260,237,9,9,5,109.44,15,126061401,19
2024-04-01,15:29:00,12,263,241,11,7,4,108.49,15,126061401,19
2024-04-01,15:44:00,12,253,222,15,12,4,107.38,15,126061401,19
2024-04-01,15:59:00,12,267,241,11,8,7,107.23,15,126061401,19
2024-04-01,16:14:00,12,288,268,8,3,9,108.47,15,126061401,19
2024-04-01,16:29:00,12,291,270,10,6,5,108.22,15,126061401,19
2024-04-01,16:44:00,12,237,213,11,8,5,109.35,15,126061401,19
2024-04-01,16:59:00,12,262,232,19,4,7,108.80,15,126061401,19
2024-04-01,17:14:00,12,198,180,11,1,6,109.86,15,126061401,19
2024-04-01,17:29:00,12,206,192,9,1,4,109.79,15,126061401,19
2024-04-01,17:44:00,12,211,191,12,2,6,110.10,15,126061401,19
2024-04-01,17:59:00,12,163,149,9,1,4,108.06,15,126061401,19
2024-04-01,18:14:00,12,219,205,7,1,6,110.90,15,126061401,19
2024-04-01,18:29:00,12,156,144,5,4,3,113.29,15,126061401,19
2024-04-01,18:44:00,12,153,141,6,4,2,111.02,15,126061401,19
2024-04-01,18:59:00,12,108,101,3,0,4,110.32,15,126061401,19
2024-04-01,19:14:00,12,117,105,5,2,5,109.93,15,126061401,19
2024-04-01,19:29:00,12,113,103,4,2,4,111.51,15,126061401,19
2024-04-01,19:44:00,12,105,92,6,0,7,108.51,15,126061401,19
2024-04-01,19:59:00,12,79,69,4,1,5,106.65,15,126061401,19
2024-04-01,20:14:00,12,90,82,6,1,1,110.20,15,126061401,19
2024-04-01,20:29:00,12,71,63,4,1,3,109.46,15,126061401,19
2024-04-01,20:44:00,12,76,67,3,2,4,110.69,15,126061401,19
2024-04-01,20:59:00,12,75,63,7,3,2,105.71,15,126061401,19
2024-04-01,21:14:00,12,88,81,3,2,2,108.67,15,126061401,19
2024-04-01,21:29:00,12,70,60,4,2,4,106.99,15,126061401,19
2024-04-01,21:44:00,12,50,45,1,1,3,106.29,15,126061401,19
2024-04-01,21:59:00,12,33,27,2,1,3,103.59,15,126061401,19
2024-04-01,22:14:00,12,41,39,2,0,0,109.66,15,126061401,19
2024-04-01,22:29:00,12,29,26,0,1,2,106.16,15,126061401,19
2024-04-01,22:44:00,12,46,37,5,2,2,106.05,15,126061401,19
2024-04-01,22:59:00,12,29,27,1,0,1,112.41,15,126061401,19
2024-04-01,23:14:00,12,19,15,3,1,0,107.96,15,126061401,19
2024-04-01,23:29:00,12,16,13,1,0,2,103.60,15,126061401,19
2024-04-01,23:44:00,12,11,10,0,1,0,116.73,15,126061401,19
2024-04-01,23:59:00,12,18,14,1,3,0,105.27,15,126061401,19
2024-04-02,00:14:00,12,11,7,1,0,3,103.38,15,126061401,19
2024-04-02,00:29:00,12,9,7,0,1,1,98.60,15,126061401,19
2024-04-02,00:44:00,12,6,6,0,0,0,108.38,15,126061401,19
2024-04-02,00:59:00,12,10,9,1,0,0,102.35,15,126061401,19
2024-04-02,01:14:00,7,9,3,1,0,5,96.87,15,126061401,19
2024-04-02,01:29:00,7,10,5,0,0,5,95.13,15,126061401,19
2024-04-02,01:44:00,7,4,3,0,0,1,106.64,15,126061401,19
