LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900.0,15.5,17.6394,13.0636,2.5091,67.3182,85.6133,17.1515,0.6841,0.8803,0.3212,1.3928
B,900.0,15.5,18.097,12.2879,2.5061,95.1848,87.4127,12.5313,0.7042,0.8953,0.2569,1.7734
C,900.0,15.5,19.0818,14.1515,1.6212,89.797,92.2541,14.8718,0.7256,0.9094,0.2849,1.7469
D,900.0,15.5,17.2515,14.2788,3.603,130.003,82.7763,11.3756,0.6645,0.87,0.2157,2.313
E,899.7143,15.2143,13.026,9.3052,6.9383,157.3701,62.6322,5.8942,0.566,0.7878,0.1319,2.618
