a,window_size,loss_func,PD,FAR,Youden_index
0.5000000000000022,15,mse,0.8645135102820509,0.14955969912563344,0.7149538111564175
0.40000000000000213,15,mse,0.8784210204066664,0.16367301110978016,0.7147480092968862
0.20000000000000195,15,mse,0.9015185763989592,0.18741723415888017,0.714101342240079
0.30000000000000204,15,mse,0.8911314933145076,0.17711594030190633,0.7140155530126012
0.6000000000000023,15,mse,0.847928589749762,0.13552685228580133,0.7124017374639607
0.10000000000000187,15,mse,0.9100995920523431,0.1980405945549234,0.7120589974974197
1.7763568394002505e-15,15,mse,0.9170187506162386,0.20887903121019158,0.708139719406047
0.7000000000000024,15,mse,0.8293608982006112,0.1224207809206603,0.7069401172799509
0.40000000000000213,15,mae,0.8825398025308312,0.17675038923331626,0.7057894132975149
0.40000000000000213,15,rmse,0.8825398025308312,0.17675038923331626,0.7057894132975149
0.40000000000000213,15,hausdorff,0.8825398025308312,0.17675038923331626,0.7057894132975149
0.30000000000000204,15,rmse,0.8910019578679865,0.18550145520925085,0.7055005026587357
0.30000000000000204,15,hausdorff,0.8910019578679865,0.18550145520925085,0.7055005026587357
0.30000000000000204,15,mae,0.8910019578679865,0.18550145520925085,0.7055005026587357
-0.09999999999999831,15,mse,0.9226864056259989,0.2175368010689097,0.7051496045570892
0.5000000000000022,15,rmse,0.8717856315792919,0.1670779727047986,0.7047076588744933
0.5000000000000022,15,hausdorff,0.8717856315792919,0.1670779727047986,0.7047076588744933
0.5000000000000022,15,mae,0.8717856315792919,0.1670779727047986,0.7047076588744933
0.20000000000000195,15,mae,0.8985908779569067,0.19552926609717494,0.7030616118597318
0.20000000000000195,15,rmse,0.8985908779569067,0.19552926609717494,0.7030616118597318
0.20000000000000195,15,hausdorff,0.8985908779569067,0.19552926609717494,0.7030616118597318
-0.1999999999999984,15,mse,0.9273751853147786,0.22559645098079367,0.701778734333985
0.10000000000000187,15,mae,0.9044542002675974,0.2028674997560647,0.7015867005115327
0.10000000000000187,15,rmse,0.9044542002675974,0.2028674997560647,0.7015867005115327
0.10000000000000187,15,hausdorff,0.9044542002675974,0.2028674997560647,0.7015867005115327
0.6000000000000023,15,mae,0.8583326579289497,0.15684221132647388,0.7014904466024758
0.6000000000000023,15,hausdorff,0.8583326579289497,0.15684221132647388,0.7014904466024758
0.6000000000000023,15,rmse,0.8583326579289497,0.15684221132647388,0.7014904466024758
1.7763568394002505e-15,15,mae,0.9092877676011647,0.21014575470527172,0.699142012895893
1.7763568394002505e-15,15,hausdorff,0.9092877676011647,0.21014575470527172,0.699142012895893
1.7763568394002505e-15,15,rmse,0.9092877676011647,0.21014575470527172,0.699142012895893
-0.09999999999999831,15,rmse,0.9141045161679132,0.21592868926336412,0.698175826904549
-0.09999999999999831,15,hausdorff,0.9141045161679132,0.21592868926336412,0.698175826904549
-0.09999999999999831,15,mae,0.9141045161679132,0.21592868926336412,0.698175826904549
0.8000000000000025,15,mse,0.8065865871039316,0.10878572143835123,0.6978008656655804
0.7000000000000024,15,mae,0.8432849803812722,0.14558448559298787,0.6977004947882843
0.7000000000000024,15,hausdorff,0.8432849803812722,0.14558448559298787,0.6977004947882843
0.7000000000000024,15,rmse,0.8432849803812722,0.14558448559298787,0.6977004947882843
-0.1999999999999984,15,rmse,0.9165644436278406,0.22131346611495967,0.695250977512881
-0.1999999999999984,15,hausdorff,0.9165644436278406,0.22131346611495967,0.695250977512881
-0.1999999999999984,15,mae,0.9165644436278406,0.22131346611495967,0.695250977512881
0.8000000000000025,15,mae,0.8252543806521079,0.13491602073179076,0.6903383599203171
0.8000000000000025,15,rmse,0.8252543806521079,0.13491602073179076,0.6903383599203171
0.8000000000000025,15,hausdorff,0.8252543806521079,0.13491602073179076,0.6903383599203171
0.9000000000000026,15,mse,0.7797870367846443,0.09501696290211817,0.6847700738825262
-0.2999999999999985,15,mse,0.9347030488926422,0.2511990728132401,0.6835039760794022
0.9000000000000026,15,hausdorff,0.8018179220182808,0.12113877277155527,0.6806791492467256
0.9000000000000026,15,mae,0.8018179220182808,0.12113877277155527,0.6806791492467256
0.9000000000000026,15,rmse,0.8018179220182808,0.12113877277155527,0.6806791492467256
-0.09999999999999831,10,mse,0.8481838678010927,0.1689152503551112,0.6792686174459814
-0.1999999999999984,10,mse,0.8519030090202339,0.1727971645983733,0.6791058444218605
1.7763568394002505e-15,10,mse,0.8438753384925634,0.16505764563600772,0.6788176928565557
0.10000000000000187,10,mse,0.8371127317299566,0.16017592547534676,0.6769368062546098
0.40000000000000213,20,mse,0.8715324624116491,0.1948789002006375,0.6766535622110116
0.5000000000000022,20,mse,0.8540290065858248,0.1788737080458576,0.6751552985399673
