a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
0.20000000000000018,20,huber,0.30000000000000004,0.9523809523809523,0.09626969416126044,0.8561112582196919
0.30000000000000027,20,huber,0.30000000000000004,0.95,0.09483451836803791,0.855165481631962
-0.5,20,huber,0.2,0.9523809523809523,0.09775601795185639,0.8546249344290959
0.10000000000000009,20,huber,0.30000000000000004,0.9523809523809523,0.09828747072599531,0.854093481654957
-0.09999999999999987,20,huber,0.30000000000000004,0.9523809523809523,0.09836065573770492,0.8540202966432474
0.0,20,huber,0.30000000000000004,0.9523809523809523,0.09836065573770492,0.8540202966432474
-0.19999999999999996,20,huber,0.30000000000000004,0.9523809523809523,0.10041000823377191,0.8519709441471804
1.2000000000000002,20,huber,0.4,0.9,0.06741573033707865,0.8325842696629213
1.2000000000000002,20,huber,0.5,0.9047619047619048,0.0734865453652849,0.8312753593966199
-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.12290502793296089,0.8294759244479915
1.1,20,huber,0.4,0.9047619047619048,0.07592111211573237,0.8288407926461724
1.2000000000000002,20,huber,0.6000000000000001,0.9047619047619048,0.0763888888888889,0.8283730158730158
0.7000000000000002,20,huber,0.30000000000000004,0.9047619047619048,0.07875236599412025,0.8260095387677845
1.2000000000000002,20,huber,0.8,0.9,0.0759493670886076,0.8240506329113925
1.2000000000000002,20,huber,0.7000000000000001,0.9,0.07692307692307693,0.823076923076923
1.1,20,huber,0.5,0.9047619047619048,0.08266371401455236,0.8220981907473524
0.5,20,huber,0.4,0.9523809523809523,0.13148290434114485,0.8208980480398075
0.6000000000000001,20,huber,0.30000000000000004,0.9047619047619048,0.08408800413369232,0.8206739006282124
0.0,15,mse,0.1,0.9523809523809523,0.13178294573643412,0.8205980066445182
-0.09999999999999987,15,mse,0.1,0.9523809523809523,0.13206417624521072,0.8203167761357416
1.0,20,huber,0.4,0.9047619047619048,0.0851063829787234,0.8196555217831814
0.5,20,huber,0.30000000000000004,0.9047619047619048,0.08600438326142046,0.8187575215004843
-0.19999999999999996,15,mse,0.1,0.9523809523809523,0.13389121338912133,0.818489738991831
1.1,20,huber,0.6000000000000001,0.9047619047619048,0.08653846153846154,0.8182234432234432
0.10000000000000009,15,mse,0.1,0.95,0.13178294573643412,0.8182170542635658
1.1,20,huber,0.8,0.9047619047619048,0.08695652173913043,0.8178053830227743
1.1,20,huber,0.7000000000000001,0.9047619047619048,0.08787373362984927,0.8168881711320555
1.5,20,huber,0.4,0.85,0.03361344537815126,0.8163865546218487
1.4000000000000004,20,huber,0.4,0.8571428571428571,0.0425531914893617,0.8145896656534954
0.7000000000000002,20,huber,0.6000000000000001,0.95,0.1355536195152859,0.8144463804847141
0.40000000000000036,20,huber,0.30000000000000004,0.9047619047619048,0.09213085764809903,0.8126310471138057
0.9000000000000004,20,huber,0.4,0.9047619047619048,0.09411101331279569,0.8106508914491091
0.40000000000000036,20,huber,0.4,0.9523809523809523,0.14190143954782303,0.8104795128331292
1.0,20,huber,0.5,0.9047619047619048,0.09506430309350017,0.8096976016684045
0.6000000000000001,20,huber,0.5,0.9523809523809523,0.14285714285714285,0.8095238095238095
1.0,20,huber,0.6000000000000001,0.9047619047619048,0.0967741935483871,0.8079877112135176
1.4000000000000004,20,huber,0.5,0.8571428571428571,0.05063291139240506,0.806509945750452
1.0,20,huber,0.8,0.9047619047619048,0.1,0.8047619047619048
1.1,20,huber,0.30000000000000004,0.8571428571428571,0.052556818181818184,0.8045860389610389
1.0,20,huber,0.7000000000000001,0.9047619047619048,0.10043668122270742,0.8043252235391973
0.7000000000000002,20,huber,0.5,0.9333333333333333,0.12910943046766477,0.8042239028656686
0.8000000000000003,20,huber,0.4,0.9047619047619048,0.10112359550561797,0.8036383092562868
1.0,20,huber,0.9,0.9047619047619048,0.10245901639344263,0.8023028883684622
0.9000000000000004,20,huber,0.5,0.9047619047619048,0.10294826091145581,0.801813643850449
0.30000000000000027,20,huber,0.4,0.9523809523809523,0.15151515151515152,0.8008658008658008
0.6000000000000001,20,huber,0.6000000000000001,0.9523809523809523,0.15216887928372955,0.8002120730972228
1.3000000000000003,20,huber,0.4,0.8571428571428571,0.05758178603006189,0.7995610711127952
1.4000000000000004,20,huber,0.6000000000000001,0.8535714285714285,0.05405405405405406,0.7995173745173745
1.0,20,huber,0.30000000000000004,0.8571428571428571,0.058982683982683984,0.7981601731601731
0.9000000000000004,20,huber,0.6000000000000001,0.9047619047619048,0.10714285714285714,0.7976190476190477
0.20000000000000018,20,huber,0.4,0.9523809523809523,0.15581152515825883,0.7965694272226935
0.5,20,huber,0.5,0.9523809523809523,0.15730337078651685,0.7950775815944355
0.6000000000000001,20,huber,0.8,0.9523809523809523,0.15730337078651685,0.7950775815944355
0.6000000000000001,20,huber,0.7000000000000001,0.9523809523809523,0.15730337078651685,0.7950775815944355
1.3000000000000003,20,huber,0.5,0.8571428571428571,0.06329113924050633,0.7938517179023508
0.9000000000000004,20,huber,0.7000000000000001,0.9047619047619048,0.1111111111111111,0.7936507936507937
1.3000000000000003,20,huber,0.8,0.8571428571428571,0.06407356206275397,0.7930692950801032
0.9000000000000004,20,huber,0.8,0.9047619047619048,0.11194029850746269,0.7928216062544421
0.7000000000000002,20,huber,0.4,0.9047619047619048,0.11239279303237817,0.7923691117295266
0.9000000000000004,20,huber,0.30000000000000004,0.8571428571428571,0.06481481481481481,0.7923280423280423
0.10000000000000009,20,huber,0.4,0.9523809523809523,0.16159410700895416,0.7907868453719982
1.3000000000000003,20,huber,0.7000000000000001,0.8571428571428571,0.0670391061452514,0.7901037509976057
1.3000000000000003,20,huber,0.6000000000000001,0.8571428571428571,0.06722689075630252,0.7899159663865546
0.8000000000000003,20,huber,0.5,0.9047619047619048,0.11538461538461539,0.7893772893772893
0.6000000000000001,20,huber,0.9,0.9523809523809523,0.16354895104895106,0.7888320013320013
0.8000000000000003,20,huber,0.30000000000000004,0.8571428571428571,0.07088083868659689,0.7862620184562602
0.9000000000000004,20,huber,0.9,0.9047619047619048,0.11864406779661017,0.7861178369652946
0.0,20,huber,0.4,0.9523809523809523,0.16753574012624436,0.7848452122547079
0.5,20,huber,0.6000000000000001,0.9523809523809523,0.16894708227618702,0.7834338701047653
0.8000000000000003,20,huber,0.6000000000000001,0.9047619047619048,0.12162162162162163,0.7831402831402832
-0.09999999999999987,20,huber,0.4,0.9523809523809523,0.1693548387096774,0.783026113671275
-0.2999999999999998,15,mse,0.1,0.9523809523809523,0.1693548387096774,0.783026113671275
-0.19999999999999996,20,huber,0.4,0.9523809523809523,0.1697289657465913,0.7826519866343611
1.6,20,huber,0.4,0.8095238095238095,0.026936332305459824,0.7825874772183498
0.40000000000000036,15,mse,0.1,0.9047619047619048,0.1226035931031711,0.7821583116587336
0.6000000000000001,20,huber,0.4,0.9047619047619048,0.12290502793296089,0.7818568768289439
0.40000000000000036,20,huber,0.5,0.9523809523809523,0.17164179104477612,0.7807391613361763
0.5,20,huber,0.7000000000000001,0.9523809523809523,0.17179608585858586,0.7805848665223665
0.0,20,mse,0.1,0.9523809523809523,0.17192415962907764,0.7804567927518746
0.8000000000000003,20,huber,0.7000000000000001,0.9047619047619048,0.12658227848101267,0.7781796262808921
0.8000000000000003,20,huber,0.8,0.9047619047619048,0.12658227848101267,0.7781796262808921
0.5,15,mse,0.1,0.8944444444444444,0.11722275950999356,0.7772216849344509
0.5,20,huber,0.8,0.9523809523809523,0.17543859649122806,0.7769423558897243
0.30000000000000027,15,mse,0.1,0.9047619047619048,0.12799145299145298,0.7767704517704518
-0.09999999999999987,20,mse,0.1,0.9523809523809523,0.17646494861175027,0.7759160037692021
1.2000000000000002,20,huber,0.9,0.8571428571428571,0.08176100628930817,0.7753818508535489
-0.2999999999999998,15,mae,0.1,0.9047619047619048,0.1294540837917901,0.7753078209701146
-0.2999999999999998,15,rmse,0.1,0.9047619047619048,0.1294540837917901,0.7753078209701146
-0.2999999999999998,15,hausdorff,0.1,0.9047619047619048,0.1294540837917901,0.7753078209701146
-0.19999999999999996,20,mse,0.1,0.9523809523809523,0.17749648382559774,0.7748844685553546
0.20000000000000018,15,mse,0.1,0.9047619047619048,0.13007094778970346,0.7746909569722014
0.20000000000000018,15,rmse,0.2,0.95,0.17570394662444871,0.7742960533755512
0.20000000000000018,15,hausdorff,0.2,0.95,0.17570394662444871,0.7742960533755512
0.20000000000000018,15,mae,0.2,0.95,0.17570394662444871,0.7742960533755512
0.7000000000000002,15,mse,0.2,0.9,0.12672397506140187,0.7732760249385981
0.8000000000000003,20,huber,0.9,0.9047619047619048,0.13218390804597702,0.7725779967159278
0.6000000000000001,20,huber,1.0,0.95,0.17857142857142858,0.7714285714285714
1.3000000000000003,20,huber,0.30000000000000004,0.8095238095238095,0.038218111002921135,0.7713056985208884
0.40000000000000036,20,huber,0.6000000000000001,0.9523809523809523,0.18131127450980392,0.7710696778711484
0.5,20,huber,0.9,0.9523809523809523,0.18133462282398455,0.7710463295569678
0.30000000000000027,20,huber,0.5,0.9523809523809523,0.1815340909090909,0.7708468614718614
-0.3999999999999999,15,hausdorff,0.1,0.9523809523809523,0.18225524475524474,0.7701257076257075
-0.3999999999999999,15,rmse,0.1,0.9523809523809523,0.18225524475524474,0.7701257076257075
-0.3999999999999999,15,mae,0.1,0.9523809523809523,0.18225524475524474,0.7701257076257075
1.5,20,huber,0.5,0.8095238095238095,0.04047229047229048,0.769051519051519
-0.3999999999999999,20,huber,0.30000000000000004,0.9523809523809523,0.18487394957983194,0.7675070028011204
