a,window_size,loss_func,PD,FAR,Youden_index
0.30000000000000204,20,mse,0.7994429442301452,0.19354987791074643,0.6058930663193988
0.40000000000000213,20,mse,0.7851136516187318,0.1801140389700201,0.6049996126487117
0.20000000000000195,20,mse,0.8114357327768811,0.2064704668333132,0.6049652659435679
0.5000000000000022,20,mse,0.76910197038058,0.16674683581368652,0.6023551345668935
0.10000000000000187,20,mse,0.8209829322148701,0.21980005352666998,0.6011828786882001
0.10000000000000187,15,mse,0.788426400101759,0.19075023289800777,0.5976761672037513
1.7763568394002505e-15,15,mse,0.7982865251618839,0.20093606326081812,0.5973504619010658
0.20000000000000195,15,mse,0.7774820278073866,0.18013310209540703,0.5973489257119796
-0.09999999999999831,15,mse,0.806722119197478,0.20964481537052906,0.597077303826949
1.7763568394002505e-15,20,mse,0.8297666661709724,0.23326541881336882,0.5965012473576036
-0.1999999999999984,15,mse,0.8145172129925718,0.21812899158594126,0.5963882214066306
0.6000000000000023,20,mse,0.749559302101147,0.1532428746603208,0.5963164274408261
0.30000000000000204,15,mse,0.7644902155747849,0.16844332791232744,0.5960468876624575
0.40000000000000213,15,mse,0.7498119700873289,0.15625331034804713,0.5935586597392818
-0.09999999999999831,20,mse,0.8363134073927135,0.24610035455131624,0.5902130528413974
0.5000000000000022,15,mse,0.733690456951342,0.14485044704352762,0.5888400099078144
0.7000000000000024,20,mse,0.7263511434841649,0.13959928218122708,0.5867518613029378
-0.1999999999999984,20,mse,0.8413718008511071,0.2576963435885846,0.5836754572625225
0.6000000000000023,15,mse,0.7164155851369967,0.13389457082322742,0.5825210143137692
0.40000000000000213,20,mae,0.782968838050234,0.20194299204618932,0.5810258460040447
0.40000000000000213,20,hausdorff,0.782968838050234,0.20194299204618932,0.5810258460040447
0.40000000000000213,20,rmse,0.782968838050234,0.20194299204618932,0.5810258460040447
0.5000000000000022,20,rmse,0.7682272732339014,0.18823870398820708,0.5799885692456943
0.5000000000000022,20,hausdorff,0.7682272732339014,0.18823870398820708,0.5799885692456943
0.5000000000000022,20,mae,0.7682272732339014,0.18823870398820708,0.5799885692456943
0.30000000000000204,20,hausdorff,0.7941271446559091,0.2150437635906322,0.5790833810652769
0.30000000000000204,20,mae,0.7941271446559091,0.2150437635906322,0.5790833810652769
0.30000000000000204,20,rmse,0.7941271446559091,0.2150437635906322,0.5790833810652769
0.6000000000000023,20,hausdorff,0.7502640886974197,0.17429845080980333,0.5759656378876163
0.6000000000000023,20,rmse,0.7502640886974197,0.17429845080980333,0.5759656378876163
0.6000000000000023,20,mae,0.7502640886974197,0.17429845080980333,0.5759656378876163
0.30000000000000204,15,hausdorff,0.7654372993876583,0.18962193627415805,0.5758153631135002
0.30000000000000204,15,mae,0.7654372993876583,0.18962193627415805,0.5758153631135002
0.30000000000000204,15,rmse,0.7654372993876583,0.18962193627415805,0.5758153631135002
0.20000000000000195,15,rmse,0.7755578146910682,0.1998130076615415,0.5757448070295267
0.20000000000000195,15,mae,0.7755578146910682,0.1998130076615415,0.5757448070295267
0.20000000000000195,15,hausdorff,0.7755578146910682,0.1998130076615415,0.5757448070295267
0.20000000000000195,20,hausdorff,0.8037515104947486,0.22808086850946266,0.575670641985286
0.20000000000000195,20,rmse,0.8037515104947486,0.22808086850946266,0.575670641985286
0.20000000000000195,20,mae,0.8037515104947486,0.22808086850946266,0.575670641985286
0.10000000000000187,15,rmse,0.784075948409202,0.20902714323002825,0.5750488051791738
0.10000000000000187,15,hausdorff,0.784075948409202,0.20902714323002825,0.5750488051791738
0.10000000000000187,15,mae,0.784075948409202,0.20902714323002825,0.5750488051791738
0.40000000000000213,15,hausdorff,0.752536814589805,0.1783421010100443,0.5741947135797607
0.40000000000000213,15,rmse,0.752536814589805,0.1783421010100443,0.5741947135797607
0.40000000000000213,15,mae,0.752536814589805,0.1783421010100443,0.5741947135797607
1.7763568394002505e-15,15,hausdorff,0.7917091855424391,0.21778604341630486,0.5739231421261342
1.7763568394002505e-15,15,rmse,0.7917091855424391,0.21778604341630486,0.5739231421261342
1.7763568394002505e-15,15,mae,0.7917091855424391,0.21778604341630486,0.5739231421261342
0.7000000000000024,15,mse,0.696415316878137,0.12260141620141023,0.5738139006767268
-0.09999999999999831,15,mae,0.7989415087747623,0.22605963976048002,0.5728818690142823
-0.09999999999999831,15,rmse,0.7989415087747623,0.22605963976048002,0.5728818690142823
-0.09999999999999831,15,hausdorff,0.7989415087747623,0.22605963976048002,0.5728818690142823
0.8000000000000025,20,mse,0.6989084745075316,0.126291309930912,0.5726171645766196
-0.1999999999999984,15,mae,0.8046623240705776,0.2332010712035563,0.5714612528670213
-0.1999999999999984,15,rmse,0.8046623240705776,0.2332010712035563,0.5714612528670213
-0.1999999999999984,15,hausdorff,0.8046623240705776,0.2332010712035563,0.5714612528670213
0.10000000000000187,20,mae,0.8123273889535219,0.24120876426206542,0.5711186246914565
0.10000000000000187,20,hausdorff,0.8123273889535219,0.24120876426206542,0.5711186246914565
0.10000000000000187,20,rmse,0.8123273889535219,0.24120876426206542,0.5711186246914565
0.5000000000000022,15,mae,0.7376558565872526,0.16658834508679432,0.5710675115004583
0.5000000000000022,15,rmse,0.7376558565872526,0.16658834508679432,0.5710675115004583
0.5000000000000022,15,hausdorff,0.7376558565872526,0.16658834508679432,0.5710675115004583
0.7000000000000024,20,mae,0.7276847445036018,0.15983725951683328,0.5678474849867685
0.7000000000000024,20,rmse,0.7276847445036018,0.15983725951683328,0.5678474849867685
0.7000000000000024,20,hausdorff,0.7276847445036018,0.15983725951683328,0.5678474849867685
-0.2999999999999985,20,mse,0.847066485795792,0.2792396578810829,0.5678268279147092
1.7763568394002505e-15,20,hausdorff,0.8199576526698537,0.25315787824893987,0.5667997744209138
1.7763568394002505e-15,20,rmse,0.8199576526698537,0.25315787824893987,0.5667997744209138
1.7763568394002505e-15,20,mae,0.8199576526698537,0.25315787824893987,0.5667997744209138
0.6000000000000023,15,rmse,0.7203706039256841,0.15459661791979382,0.5657739860058902
0.6000000000000023,15,mae,0.7203706039256841,0.15459661791979382,0.5657739860058902
0.6000000000000023,15,hausdorff,0.7203706039256841,0.15459661791979382,0.5657739860058902
-0.2999999999999985,15,mse,0.8262234178987767,0.26152057300408643,0.5647028448946902
0.8000000000000025,15,mse,0.6758311788843382,0.11126366429736727,0.564567514586971
-0.09999999999999831,20,hausdorff,0.8243417916789926,0.26334151671935413,0.5610002749596384
-0.09999999999999831,20,mae,0.8243417916789926,0.26334151671935413,0.5610002749596384
-0.09999999999999831,20,rmse,0.8243417916789926,0.26334151671935413,0.5610002749596384
0.7000000000000024,15,hausdorff,0.7017710536221865,0.14246744332934672,0.5593036102928398
0.7000000000000024,15,rmse,0.7017710536221865,0.14246744332934672,0.5593036102928398
0.7000000000000024,15,mae,0.7017710536221865,0.14246744332934672,0.5593036102928398
-0.1999999999999984,20,mae,0.8278015199137209,0.27301611350072047,0.5547854064130004
-0.1999999999999984,20,hausdorff,0.8278015199137209,0.27301611350072047,0.5547854064130004
-0.1999999999999984,20,rmse,0.8278015199137209,0.27301611350072047,0.5547854064130004
0.9000000000000026,20,mse,0.6675997057192737,0.11301453528232262,0.5545851704369511
0.9000000000000026,15,mse,0.652914674137352,0.1005215287059385,0.5523931454314135
0.8000000000000025,20,mae,0.6971137519700072,0.14505213019401705,0.5520616217759902
0.8000000000000025,20,hausdorff,0.6971137519700072,0.14505213019401705,0.5520616217759902
0.8000000000000025,20,rmse,0.6971137519700072,0.14505213019401705,0.5520616217759902
0.8000000000000025,15,rmse,0.6816392074542089,0.13031891079566393,0.551320296658545
0.8000000000000025,15,hausdorff,0.6816392074542089,0.13031891079566393,0.551320296658545
0.8000000000000025,15,mae,0.6816392074542089,0.13031891079566393,0.551320296658545
-0.2999999999999985,15,mae,0.8168723529306064,0.27367474063822694,0.5431976122923795
-0.2999999999999985,15,rmse,0.8168723529306064,0.27367474063822694,0.5431976122923795
-0.2999999999999985,15,hausdorff,0.8168723529306064,0.27367474063822694,0.5431976122923795
-0.2999999999999985,20,hausdorff,0.8340465535837545,0.2930771103829622,0.5409694432007923
-0.2999999999999985,20,rmse,0.8340465535837545,0.2930771103829622,0.5409694432007923
-0.2999999999999985,20,mae,0.8340465535837545,0.2930771103829622,0.5409694432007923
0.9000000000000026,15,rmse,0.6570637627427663,0.11753203971861192,0.5395317230241544
0.9000000000000026,15,mae,0.6570637627427663,0.11753203971861192,0.5395317230241544
0.9000000000000026,15,hausdorff,0.6570637627427663,0.11753203971861192,0.5395317230241544
1.0000000000000027,15,mse,0.6275909280181514,0.08954900846125054,0.5380419195569008
1.0000000000000027,20,mse,0.6344194834152828,0.1002091991026821,0.5342102843126006
0.9000000000000026,20,mae,0.6620440395265261,0.12937491643033458,0.5326691230961915
0.9000000000000026,20,hausdorff,0.6620440395265261,0.12937491643033458,0.5326691230961915
0.9000000000000026,20,rmse,0.6620440395265261,0.12937491643033458,0.5326691230961915
0.10000000000000187,20,huber,0.6790087639867404,0.15354433777909154,0.5254644262076489
0.20000000000000195,20,huber,0.6711666884696648,0.14612047539441647,0.5250462130752482
1.7763568394002505e-15,20,huber,0.6842891752421515,0.16030880452455987,0.5239803707175916
1.0000000000000027,15,mae,0.6281857833793522,0.10453142688749378,0.5236543564918583
1.0000000000000027,15,hausdorff,0.6281857833793522,0.10453142688749378,0.5236543564918583
1.0000000000000027,15,rmse,0.6281857833793522,0.10453142688749378,0.5236543564918583
0.30000000000000204,20,huber,0.6612568824260353,0.13847777906943387,0.5227791033566014
-0.09999999999999831,20,huber,0.6882746009275773,0.1662175889263408,0.5220570120012364
0.40000000000000213,20,huber,0.6512642417333946,0.13064122567903716,0.5206230160543575
-0.1999999999999984,20,huber,0.6922568520098283,0.17173667391578137,0.5205201780940469
1.1000000000000028,15,mse,0.5978872972463318,0.07913006226729945,0.5187572349790324
-0.3999999999999986,20,mse,0.8556333476288022,0.3383501106695367,0.5172832369592655
0.5000000000000022,20,huber,0.6384739947255005,0.12189893608777627,0.5165750586377242
0.6000000000000023,20,huber,0.6253605868743217,0.1129567041848776,0.5124038826894441
1.1000000000000028,20,mse,0.5969249788200042,0.08808702999494737,0.5088379488250568
1.0000000000000027,20,hausdorff,0.6215251770638698,0.11356633167252583,0.507958845391344
1.0000000000000027,20,rmse,0.6215251770638698,0.11356633167252583,0.507958845391344
1.0000000000000027,20,mae,0.6215251770638698,0.11356633167252583,0.507958845391344
-0.3999999999999986,15,mse,0.8382710251559534,0.3303303410323807,0.5079406841235727
-0.2999999999999985,20,huber,0.7015518015047778,0.19476618375513552,0.5067856177496423
0.7000000000000024,20,huber,0.6086384725249628,0.1047388257697096,0.5038996467552532
1.1000000000000028,15,rmse,0.5956210846077649,0.09192248137256565,0.5036986032351992
1.1000000000000028,15,hausdorff,0.5956210846077649,0.09192248137256565,0.5036986032351992
1.1000000000000028,15,mae,0.5956210846077649,0.09192248137256565,0.5036986032351992
1.2000000000000028,15,mse,0.5670604126328374,0.06961629374740819,0.49744411888542917
-0.3999999999999986,15,rmse,0.830411396821325,0.3335155860100439,0.49689581081128115
-0.3999999999999986,15,mae,0.830411396821325,0.3335155860100439,0.49689581081128115
-0.3999999999999986,15,hausdorff,0.830411396821325,0.3335155860100439,0.49689581081128115
-0.3999999999999986,20,rmse,0.8445489509338792,0.34812797888429226,0.4964209720495869
-0.3999999999999986,20,hausdorff,0.8445489509338792,0.34812797888429226,0.4964209720495869
-0.3999999999999986,20,mae,0.8445489509338792,0.34812797888429226,0.4964209720495869
0.8000000000000025,20,huber,0.5889601328477841,0.09648649068373423,0.49247364216404993
-0.09999999999999831,15,huber,0.6251935903202509,0.1342454552518859,0.490948135068365
1.7763568394002505e-15,15,huber,0.622700372427033,0.13190821396348323,0.4907921584635498
0.10000000000000187,15,huber,0.6186927245193851,0.1280387938017413,0.49065393071764374
-0.1999999999999984,15,huber,0.6271870968137574,0.1365564806144642,0.49063061619929316
0.20000000000000195,15,huber,0.6117894056160662,0.12295036939371477,0.4888390362223514
0.30000000000000204,15,huber,0.6045218731485337,0.11756319263048155,0.48695868051805213
0.40000000000000213,15,huber,0.5951648385164992,0.11129406643291508,0.4838707720835841
-0.09999999999999831,10,mse,0.6635585123021374,0.18258919469417956,0.4809693176079578
1.2000000000000028,20,mse,0.5567498166641919,0.07657467469576804,0.4801751419684238
1.7763568394002505e-15,10,mse,0.6572194494042509,0.17720487475293467,0.48001457465131625
-0.1999999999999984,10,mse,0.6688159607360564,0.18882767808411952,0.47998828265193694
