LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,895.0,11.0,16.8571,18.0476,3.3333,66.7619,84.127,23.8815,0.6074,0.8483,0.361,1.4925
