Atk Average Speed,Vo Average Speed,Atk Entry Time,Atk Exit Time,AtK Sim Time,Vo Entry Time,Vo Exit Time,Vo Sim Time,Attacker Messages,Atk First Msg Time,Atk Last Msg Time,AtK Msg Duration,Total Msg Time < 100,MHID,Less than 100
16.56520661157025,19.661666666666665,901,1021,120,901,1002,101,22,943.000239290832,964.000245195596,21.000005904763952,4.9999939592750025,h0,6
16.041370967741933,21.339139784946237,901,1024,123,901,993,92,16,954.000244227926,969.000239206545,14.999994978618929,1.999995016734033,h0,3
18.985619047619046,25.38000000000001,901,1005,104,901,979,78,15,941.000244265003,955.000235244474,13.999990979471022,1.9999949611119519,h0,3
15.245267175572517,20.423673469387754,901,1031,130,901,998,97,21,943.000239274418,963.000241216909,20.00000194249094,3.999989942892057,h0,5
17.73,20.33265306122449,901,1013,112,901,998,97,22,944.000243360201,965.000236227144,20.99999286694299,5.000007000161986,h0,6
18.693644859813084,20.449591836734694,901,1007,106,901,998,97,16,947.000242312487,962.000237102452,14.999994789965058,2.999998974985033,h0,4
9.240925925925925,15.429692307692306,901,1116,215,901,1030,129,35,953.000240350325,987.000246222243,34.000005871918006,8.000005959038958,h0,9
13.413892617449665,17.1625,901,1049,148,901,1016,115,39,957.000243363016,995.000239204288,37.99999584127204,10.000000976561068,h0,11
17.759999999999998,20.50701030927835,901,1012,111,901,997,96,17,946.000238280546,962.000237081722,15.999998801176048,4.00000300443196,h0,5
19.686666666666664,21.3281914893617,901,1002,101,901,994,93,18,940.000240221677,957.000243255793,17.000003034115934,4.000002988378924,h0,5
15.779841269841272,18.53972222222222,901,1026,125,901,1008,107,26,949.000237355356,974.000246262066,25.000008906709922,4.999994015470065,h0,6
10.82842391304348,21.95,901,1084,183,901,991,90,21,944.000243311731,964.000245184113,20.000001872382086,2.999998989011033,h0,4
10.356943005181348,20.517731958762887,901,1093,192,901,997,96,32,951.000245304099,982.00023925313,30.99999394903091,8.99999695770805,h0,10
17.91017857142857,18.4087037037037,901,1012,111,901,1008,107,21,945.000247300458,965.000236210486,19.999988910028037,4.000002881173941,h0,5
18.3248623853211,21.290322580645164,901,1009,108,901,993,92,20,940.000240293036,959.000238251235,18.99999795819906,4.0000028921340345,h0,5
19.9058,19.858,901,1000,99,901,1000,99,16,948.000246263806,963.000241225853,14.999994962046912,2.0000079934050063,h0,3
15.24793893129771,19.350194174757284,901,1031,130,901,1003,102,28,942.000235380176,969.000239249801,27.000003869624948,5.999997977883936,h0,7
16.056451612903224,20.64645833333333,901,1024,123,901,996,95,24,946.000238384878,969.000239246968,23.00000086209002,5.000007058201049,h0,6
16.683416666666666,20.714375,901,1020,119,901,996,95,20,957.000243348526,976.000241220436,18.999997871909954,4.000002958625032,h0,5
17.12965811965812,18.422037037037036,901,1017,116,901,1008,107,23,948.000246343308,970.000243237674,21.99999689436595,4.000002939324077,h0,5
18.622803738317756,19.654705882352943,901,1007,106,901,1002,101,17,946.000238347839,962.000237156161,15.999998808322061,2.99999900053092,h0,4
18.04690909090909,15.358604651162791,901,1010,109,901,1029,128,27,953.000240340491,979.000240171447,25.99999983095597,6.000010955124026,h0,7
17.57008849557522,15.429224806201553,901,1013,112,901,1029,128,21,942.000235355952,962.000237235105,20.000001879153047,4.999994009409988,h0,6
17.419736842105266,14.420289855072463,901,1014,113,901,1038,137,25,941.000244383613,965.000236209791,23.99999182617796,4.999994050034047,h0,6
18.380733944954123,20.6559375,901,1009,108,901,996,95,21,942.000235325201,962.000237255766,20.000001930565077,4.000003005722988,h0,5
17.456521739130434,17.85919642857143,901,1015,114,901,1012,111,19,953.000240271537,971.000247164733,18.000006893195973,3.9999900543590456,h0,5
16.821694915254234,17.238362068965515,901,1018,117,901,1016,115,22,956.000239364357,977.000245220406,21.00000585604903,5.000006960312021,h0,6
13.708219178082192,22.24588888888889,901,1046,145,901,990,89,19,942.000235273301,960.000242225002,18.00000695170104,2.9999990530129708,h0,4
12.056445783132531,10.300725388601036,901,1066,165,901,1093,192,38,951.0002453581,988.000237212714,36.999991854613995,8.99999697841099,h0,10
13.515743243243243,19.21673076923077,901,1048,147,901,1004,103,31,951.000245326019,981.000235212096,29.999989886076946,5.999997984005063,h0,7
19.08701923076923,20.396836734693878,901,1004,103,901,998,97,17,946.00023828648,962.00023718943,15.999998902949983,2.99999913520503,h0,4
11.445919540229886,17.83455357142857,901,1074,173,901,1012,111,27,951.000245367733,977.000245169334,25.999999801601007,5.999997942006985,h0,7
17.013589743589744,21.391290322580645,901,1017,116,901,993,92,22,939.000236354807,960.000242208456,21.000005853648986,3.999990032757978,h0,5
13.359261744966442,20.580309278350512,901,1049,148,901,997,96,23,949.00023727846,971.000247207792,22.00000992933201,4.999993942368974,h0,6
19.670891089108917,22.185444444444443,901,1001,100,901,990,89,19,940.000240358103,958.000247134566,18.00000677646301,3.99999006565497,h0,5
17.54201754385965,18.846415094339626,901,1014,113,901,1006,105,19,948.000246310617,966.000240227065,17.999993916448034,2.9999990328129797,h0,4
16.762268907563026,19.18653846153846,901,1019,118,901,1004,103,25,947.000242309226,971.000247211735,24.000004902508977,5.999998034611963,h0,7
17.61566371681416,18.73841121495327,901,1013,112,901,1007,106,22,947.000242366127,968.000235187939,20.99999282181193,4.000002960562028,h0,5
15.461627906976744,18.6611214953271,901,1029,128,901,1007,106,27,942.000235365242,968.000235189531,25.999999824289034,5.999998022060936,h0,7
9.355981308411215,27.198493150684932,901,1114,213,901,973,72,20,945.000247370623,964.00024519205,18.999997821426973,2.9999989669220213,h0,4
