,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category,LOS Category
2024-03-12,0.9174869240104631,0.48352864233126597,0.6930636459597196,0.7654432808050242,1.7882948095810451,5.890601100388945,12.349634552705469,23.618073925693505,23.478936145288465,18.140622731051284,16.476603735607448,14.865588048135862,14.30427209223027,14.8917113903416,15.52264855745607,14.512918353710859,15.950375830492058,14.729310017113425,11.77596139025987,6.8689498054827665,4.262485199660835,3.1339827635440543,2.480044141552589,1.1910638114169239,A,A,A,A,A,A,B,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-13,0.806409460816658,0.651834266893172,0.8766990962670448,1.006293356390973,2.3726840852474336,5.532539998299913,11.381435831098951,21.4276402212936,23.801256627120765,17.888086722981253,15.757440728105733,14.712587902332745,14.709582903167144,15.320096994899549,16.05182630463436,15.337362117969473,15.615165891198526,14.476818379232652,12.150645284440396,7.55725321613928,4.68398944920811,3.6400086717074474,3.093541192978278,1.2514694647967655,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-14,0.8214576462588672,0.75459639381245,1.0538460381616082,1.0476623148817612,2.2953805044615136,5.8049598641483175,11.078820818825617,21.999577239067754,22.182927197721394,17.461713580372752,16.547119455715627,16.816928064146254,15.383467777339124,16.23047525783796,16.002487444160476,16.084558482526447,16.386211966052436,14.300762955942405,12.18337196525871,7.402866007083233,4.85473453361256,3.7594479954507656,3.2512010058435625,1.8707265716542554,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-15,0.9989063048149005,0.8316806538533036,0.6454363157774925,0.8708891317263396,1.930418519257264,5.119123262195456,10.155440347700182,19.03201488242715,19.838749128824407,17.951629619307102,19.366471556776535,17.858709750408302,18.230089927406624,19.130846429969626,18.921925838988088,18.98967070746747,19.831033546838217,16.69738514067612,12.073744151031057,6.976379107860143,5.0262798437654945,3.9259670618508773,4.258772638869615,2.639990974266858,A,A,A,A,A,A,A,C,C,B,C,B,C,C,C,C,C,B,B,A,A,A,A,A
2024-03-16,1.014409295958281,0.618243393938559,0.6738816771035602,0.8362403210665437,1.4855973956781001,2.5165668458054156,4.83195946073954,7.810816702519947,12.535474250492207,14.528829769074635,16.334787789509377,17.455804511720636,14.67345655645626,13.477411511837014,11.583123075801725,11.650774942692582,11.416527575703121,10.569762630421156,8.221737802933944,5.207166215382716,3.5097086110910456,2.72966294022312,3.5192678418462635,3.2750128889477055,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-03-17,1.365040216858664,0.5827131631465075,0.7473736058324598,0.65707154365261,1.0171740901069433,1.7394005976230977,2.8712658303167946,4.975593251755884,6.852376922965432,10.893095775907224,13.144691614509906,16.117517557998934,14.964164068008978,13.214601700153281,12.700057041805078,12.045382708134118,12.127560323404673,9.440501616346184,8.234592117314127,5.730956005226527,3.2658960385237887,2.276837299541471,1.9746558256350468,1.2330945670288782,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-03-18,0.6407104423170772,0.6467618477967236,0.7523854614274038,1.1679200628647417,3.3356690564451834,7.031287400681118,13.044316881696043,23.098582878056583,24.225021596232395,17.137728055311925,18.802725697775156,16.77809969217066,17.178418259448534,15.897016328884817,15.11624463348268,15.692239793284473,15.01607784064988,15.344139500008549,10.733857919338172,6.82513570118715,4.538033969017962,3.145156403933894,2.5518629131283688,1.5980640458045314,A,A,A,A,A,A,B,C,C,B,C,B,B,B,B,B,B,B,A,A,A,A,A,A
2024-03-19,0.6746568279297064,0.5760803611825821,1.2304640952348367,0.9324373588695688,1.6445506551211273,4.98716658518933,12.421969860206659,22.909347877471383,23.885548999626906,18.042963278510175,16.62375193541554,15.336283547969725,15.741178793308393,15.436228938571507,15.684225137794053,15.602435876531457,16.778850747188635,16.59170646254377,12.020396733637243,6.78487781786115,4.887477817438871,3.629933952061345,2.4249364919111156,1.2743026862084263,A,A,A,A,A,A,B,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-20,0.8687888673572465,0.674570612008333,0.8232876985751759,0.91960016362642,2.5082223810673563,5.622376448716029,11.30298668999125,21.414918837577915,21.99812619030767,17.210167804241387,16.46918281942648,15.677804473797698,15.57116538086128,15.04567647781588,17.018794216006718,17.178097412918305,16.42233512889679,15.303425723568536,13.07043912895689,6.580557706041896,4.342855145402279,3.7954670761741607,2.516108223931015,1.2904657017693697,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-21,0.932953332111631,0.4424427394674596,0.8093126010883916,1.150216436849956,2.0903759270409266,5.439814365874839,10.410115483920972,21.674272397850082,23.002348758725628,16.693115394846533,17.482299079983573,16.25941341216272,15.46931923544926,15.878710949275348,16.68909971291898,15.738835415550573,17.189679779484116,15.235535747991864,12.03473734865424,7.101890337462292,4.6253479792386285,4.228847496312806,2.8308473541590016,1.8710588552740164,A,A,A,A,A,A,A,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-22,0.9545341031391242,0.8085213265380452,1.0615228725793115,0.7123500619412785,1.9799637658228486,4.8358633731325105,10.142086871102602,20.49096539287724,20.955951466357504,18.678819762369717,20.58899507973124,20.052822403148166,19.96565370792128,20.83184951653366,20.288518949138027,19.114053842936684,18.643453449309757,17.02223771118262,13.121523370858222,7.944937490482735,4.8737921377294136,4.247970853445835,3.4447203132562825,2.272550479490558,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,B,B,A,A,A,A,A
2024-03-23,1.2293407225653674,0.8533936406925511,0.7392053887217246,0.6622996173809926,1.3294263865106077,2.6116768890303668,3.9243101472643986,7.6843525318341666,11.16205500645313,12.89454761436255,15.174033119934528,15.954627744097765,14.34341312096152,14.520290081567998,13.823771196318152,12.299963499969996,11.664193904028206,9.667389154834014,8.591801689087276,5.864278087558823,3.8400439705534777,3.069882851646216,3.039079403064042,2.228039434887859,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-03-24,0.8612610122755697,0.6826660160231047,0.6218265936593956,0.6779842730467786,0.9762430239399156,1.9904819891809276,3.021611140460535,5.492236945409072,7.523693777311964,11.671000754560804,14.728019368916359,16.525075727474615,15.357532591810868,15.141405214697338,12.393559343711608,12.26083829426346,11.538979674367948,9.518324467121209,7.133110500464882,5.999489337688588,4.073335030991255,2.5273527203940143,2.0223423029226195,1.5244233391509714,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A
2024-03-25,1.1589052828200181,0.7444113416934354,0.752229860384265,1.0716700428246457,3.4736818349049163,6.355180184296589,11.924973965766107,22.81453444811738,23.913939180542126,17.59183744939613,16.43056295322967,16.255299320295336,15.996978822452348,15.850425755910214,15.811371334103159,15.869287500135478,15.215104895066657,14.80331539976302,11.607481580275934,6.23444973892936,4.661932590070076,4.275796142453883,1.7577449361986963,1.4592024074822418,A,A,A,A,A,A,B,C,C,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-26,0.7728549852857409,0.5460588008593117,0.9062725047482,1.2476260498559646,2.049557685190068,5.627163228698857,11.736192857840877,22.19631615498329,23.937248976049137,18.454880025858586,15.974378860828063,16.29182093858045,15.591841055004803,15.149816934204692,15.288658521872865,16.240045955039886,15.98628257050991,15.002733203889706,12.441941524423592,6.7673411619503145,4.095691743946116,3.7762448279980383,2.6137213973555418,1.3125242539558097,A,A,A,A,A,A,B,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-27,0.8174655853571207,0.7655982327584248,0.9890977707918442,1.0973507340390853,2.252084214272809,6.174942917573385,10.782151133784707,20.36050262712062,23.20916852390157,18.305557694468554,17.19803416514208,17.216840017771457,15.959689744363423,14.673554168123514,17.145080803214945,16.268329521279387,16.390901435120007,16.149295843846716,12.081568458702122,7.837559483290404,5.009227817399038,3.97776702832187,2.8070403253676917,1.4717724999980124,A,A,A,A,A,A,A,C,C,C,B,B,B,B,B,B,B,B,B,A,A,A,A,A
2024-03-28,0.7304195446886649,0.6131783175988554,1.1321577121750377,1.3844532523219348,2.147013188149756,5.577115920282714,10.333917335956208,19.415041074550775,21.24962600732267,17.00967594112502,18.829093540899546,19.53757944550259,18.8643888419559,18.090851724594312,19.356985526540548,17.762242217961997,18.90467539906931,18.93174212596174,14.07750261260494,9.563001187158584,5.7306035533266355,4.9972588501956805,4.338321105248708,2.361884364967362,A,A,A,A,A,A,A,C,C,B,C,C,C,C,C,B,C,C,B,A,A,A,A,A
2024-03-29,1.1480381631293923,0.8071844044908707,1.101443403720454,0.9424493713258179,1.6689756054627427,3.2038771016468597,5.476289231450663,8.582784695463184,12.127613555692678,17.852146544442494,24.06635800610208,28.31310166213541,25.68749225196403,23.371097885244787,20.101462305816277,18.043861563497238,13.473886062420974,11.845794758532508,9.15315598491994,5.5649349394153065,4.135296193982152,2.791161141386701,3.306897878099128,1.7629284325224885,A,A,A,A,A,A,A,A,B,B,C,D,C,C,C,C,B,B,A,A,A,A,A,A
2024-03-30,1.064326752675612,0.7053050527171244,0.63254180913533,0.49940868825215307,1.571649467690914,2.204797237547303,3.721963142436296,7.188552769927832,10.667281758097477,14.802669990312536,17.9783563276189,19.202975529127553,17.39148341147591,14.401857125972802,12.924032545586005,16.56588749580736,13.83245428392942,10.93922372331633,8.749750606871487,5.619780983865148,3.6228701004019914,2.701617182564743,2.7063426450435104,2.00285274993711,A,A,A,A,A,A,A,A,A,B,B,C,B,B,B,B,B,A,A,A,A,A,A,A
2024-03-31,0.8434364369760515,,0.7129719238472098,0.6881856134519315,0.7923022360935467,1.2919975898786258,2.6952313593457133,4.294733815275674,6.482153135122113,10.445959315143002,15.011255266415247,19.59163337367253,16.831444642159244,13.17908889108598,10.901914367945336,9.621588277255603,9.231109593686432,8.700129491941333,7.093608583171326,5.026911599828333,3.814204354178608,2.45423899706858,1.8483649121352093,1.3714310282152262,A,,A,A,A,A,A,A,A,A,B,C,B,B,A,A,A,A,A,A,A,A,A,A
