LOS,DepartureTime,Iteration,Time,Speed,Acceleration,Jerk,Label
A,895,1,988,18.424910554663,-0.37661258147566,0.09995962315849,0
A,895,1,989,17.93891244083,-0.48599811383264,-0.10938553235698001,0
A,895,1,990,17.540561240032,-0.39835120079861,0.08764691303403005,0
A,895,1,991,17.170290014537,-0.37027122549446,0.028079975304149962,0
A,895,1,992,16.707065250536,-0.46322476400096,-0.09295353850650001,0
A,895,1,993,16.326100245563,-0.38096500497299,0.08225975902797,0
A,895,1,994,15.999208895631,-0.32689134993199,0.054073655041000035,0
A,895,1,995,15.663037664379,-0.33617123125208,-0.00927988132009,0
A,895,1,996,15.292374187471,-0.37066347690781,-0.03449224565573,0
A,895,1,997,15.016038763134,-0.27633542433747,0.09432805257033999,0
A,895,1,998,14.631701469455,-0.38433729367908,-0.10800186934160999,0
A,895,1,999,14.318364596187,-0.31333687326805,0.07100042041103,0
A,895,1,1000,16.097754168435,1.7793895722483,2.09272644551635,0
A,895,1,1001,17.959730900749,1.8619767323137,0.08258716006540001,0
A,895,1,1002,19.809501270691,1.8497703699419,-0.012206362371800061,0
A,895,1,1003,21.683542947242,1.8740416765516,0.024271306609700005,0
A,895,1,1004,23.414453910132,1.7309109628899,-0.14313071366169994,0
A,895,2,897,3.3106736887811,0.0,0.0,0
A,895,2,898,5.0645541810948,1.7538804923138,1.7538804923138,0
A,895,2,899,6.9611522173189,1.896598036224,0.14271754391019997,0
A,895,2,900,8.9661211721046,2.0049689547857,0.10837091856170011,0
A,895,2,901,10.844540745859,1.8784195737541,-0.12654938103160007,0
A,895,2,902,12.791643607996,1.9471028621378,0.06868328838369986,0
A,895,2,903,13.787323536099,0.99567992810236,-0.95142293403544,0
A,895,2,904,15.371135162737,1.5838116266379,0.5881316985355401,0
A,895,2,905,17.392502589428,2.0213674266916,0.4375558000536999,0
A,895,2,906,19.476167691778,2.0836651023501,0.06229767565849986,0
A,895,2,907,21.58849984694,2.112332155162,0.028667052811900184,0
A,895,2,908,23.315124844757,1.726624997817,-0.38570715734499994,0
A,895,2,909,25.241635745992,1.9265109012346,0.19988590341759993,0
A,895,2,910,26.982312509902,1.74067676391,-0.18583413732459997,0
A,895,2,911,26.973942393444,-0.0083701164578081,-1.749046880367808,0
A,895,2,912,25.657635817503,-1.3163065759407,-1.307936459482892,0
A,895,2,913,23.401438353599,-2.2561974639044,-0.9398908879637,0
A,895,2,914,21.349337420288,-2.0521009333114,0.20409653059300004,0
A,895,2,915,19.419242346973,-1.9300950733144,0.12200585999699998,0
A,895,2,916,18.060140703152,-1.3591016438218,0.5709934294926,0
A,895,2,917,18.562055421706,0.50191471855443,1.8610163623762301,0
A,895,2,918,19.251678935035,0.68962351332863,0.1877087947742,0
A,895,2,919,20.69885336585,1.4471744308156,0.75755091748697,0
A,895,2,920,22.041244484955,1.3423911191045,-0.10478331171110011,0
A,895,2,921,23.612902911387,1.5716584264321,0.22926730732760014,0
A,895,2,922,25.182314871793,1.5694119604065,-0.00224646602560008,0
A,895,2,923,26.889184546554,1.7068696747602,0.1374577143536999,0
A,895,2,924,26.960750595934,0.071566049380763,-1.6353036253794369,0
A,895,2,925,26.943983084574,-0.016767511360815,-0.088333560741578,0
A,895,2,926,26.97412267691,0.030139592336489,0.046907103697304,0
A,895,2,927,26.898995766242,-0.075126910668331,-0.10526650300482,0
A,895,2,928,26.998154635898,0.099158869655803,0.174285780324134,0
A,895,2,929,26.984457510344,-0.013697125553154,-0.112855995208957,0
A,895,2,930,26.911745704371,-0.072711805973665,-0.059014680420511,0
A,895,2,931,26.992359711772,0.080614007401746,0.153325813375411,0
A,895,2,932,26.933248660513,-0.059111051259098,-0.139725058660844,0
A,895,2,933,26.99519794493,0.061949284416624,0.121060335675722,0
A,895,2,934,26.986025513637,-0.0091724312934112,-0.0711217157100352,0
A,895,2,935,26.942240259734,-0.043785253902897,-0.034612822609485804,0
A,895,2,936,26.970519901212,0.028279641477859,0.072064895380756,0
A,895,2,937,26.91321367682,-0.057306224391798,-0.085585865869657,0
A,895,2,938,26.975911103524,0.062697426704691,0.120003651096489,0
A,895,2,939,26.915912399029,-0.059998704495374,-0.122696131200065,0
A,895,2,940,26.917416084248,0.0015036852192125,0.0615023897145865,0
A,895,2,941,27.002094300157,0.084678215908355,0.0831745306891425,0
A,895,2,942,26.945046624609,-0.057047675547658,-0.141725891456013,0
A,895,2,943,26.90887976154,-0.036166863068939,0.020880812478719,0
A,895,2,944,26.986302331055,0.077422569515186,0.113589432584125,0
A,895,2,945,26.946015198997,-0.040287132058292,-0.117709701573478,0
A,895,2,946,26.929311242986,-0.016703956010751,0.023583176047541,0
A,895,2,947,26.910853695602,-0.018457547384315,-0.0017535913735640014,0
A,895,2,948,26.968786362256,0.057932666654231,0.07639021403854601,0
A,895,2,949,26.726631494078,-0.24215486817832,-0.300087534832551,0
A,895,2,950,24.991792380096,-1.7348391139819,-1.4926842458035798,0
A,895,2,951,23.431207631813,-1.5605847482833,0.17425436569859998,0
A,895,2,952,21.851314343137,-1.5798932886755,-0.01930854039219998,0
A,895,2,953,20.532447170075,-1.3188671730618,0.2610261156136999,0
A,895,2,954,19.164711597852,-1.3677355722235,-0.04886839916170005,1
A,895,2,955,15.918022931115,-3.2466886667372,-1.8789530945136999,1
A,895,2,956,13.573572550547,-2.3444503805676,0.9022382861696001,1
A,895,2,957,11.846086601688,-1.7274859488586,0.6169644317089997,1
A,895,2,958,10.543947215228,-1.3021393864603,0.42534656239830015,1
A,895,2,959,10.202718170225,-0.34122904500292,0.9609103414573799,1
A,895,2,960,10.360775249202,0.15805707897696,0.49928612397988004,1
A,895,2,961,10.588208933027,0.22743368382507,0.06937660484811001,1
A,895,2,962,10.899257254995,0.3110483219676,0.08361463814253,1
A,895,2,963,10.998324822938,0.099067567943179,-0.21198075402442101,1
A,895,2,964,11.196643084766,0.1983182618283,0.099250693885121,1
A,895,2,965,11.401039254369,0.20439616960232,0.0060779077740199805,1
A,895,2,966,11.466957702876,0.06591844850726,-0.13847772109505999,1
A,895,2,967,11.675492279552,0.20853457667653,0.14261612816927,1
A,895,2,968,11.732944466539,0.057452186986977,-0.151082389689553,1
A,895,2,969,11.808388741921,0.075444275382115,0.017992088395137995,1
A,895,2,970,11.918253440775,0.10986469885402,0.03442042347190501,1
A,895,2,971,12.030990483425,0.11273704264952,0.0028723437954999986,1
A,895,2,972,12.109343268015,0.078352784590296,-0.034384258059224,1
A,895,2,973,12.107452365255,-0.0018909027600991,-0.0802436873503951,1
A,895,2,974,12.260223706565,0.1527713413098,0.1546622440698991,1
A,895,2,975,12.719771460079,0.4595477535138,0.306776412204,0
A,895,2,976,13.337649346081,0.61787788600268,0.15833013248888,0
A,895,2,977,13.532467997931,0.19481865184983,-0.42305923415285,0
A,895,2,978,13.578422543773,0.045954545841651,-0.148864106008179,0
A,895,2,979,13.568033199171,-0.010389344601531,-0.056343890443182,0
A,895,2,980,13.575522573015,0.0074893738431641,0.017878718444695102,0
A,895,2,981,13.52411246503,-0.051410107984289,-0.0588994818274531,0
A,895,2,982,13.486116893702,-0.037995571328032,0.013414536656256998,0
A,895,2,983,13.462180084924,-0.023936808777743,0.014058762550289004,0
A,895,2,984,13.47614352142,0.013963436495576,0.037900245273319,0
A,895,2,985,13.487084378668,0.010940857247634,-0.0030225792479419995,0
A,895,2,986,13.404737762224,-0.082346616443644,-0.09328747369127799,0
A,895,2,987,13.553651103635,0.14891334141105,0.231259957854694,0
A,895,2,988,13.842614183062,0.28896307942732,0.14004973801627002,0
A,895,2,989,14.360428031949,0.51781384888646,0.22885076945913996,0
A,895,2,990,15.000388082924,0.63996005097531,0.12214620208884996,0
A,895,2,991,15.439467886522,0.43907980359731,-0.20088024737799992,0
A,895,2,992,15.749013662629,0.30954577610784,-0.12953402748947002,0
A,895,2,993,15.963797868699,0.21478420606918,-0.09476157003866001,0
A,895,2,994,16.141585299322,0.17778743062356,-0.036996775445619995,0
A,895,2,995,16.302999335527,0.16141403620446,-0.016373394419100018,0
A,895,2,996,16.639030044651,0.33603070912459,0.17461667292013,0
A,895,2,997,17.472108262707,0.83307821805547,0.49704750893088,0
A,895,2,998,19.394693019634,1.9225847569271,1.08950653887163,0
A,895,2,999,21.186102999113,1.7914099794789,-0.13117477744819994,0
A,895,2,1000,23.163194346399,1.9770913472865,0.18568136780759992,0
A,895,2,1001,25.170739134836,2.0075447884365,0.030453441149999927,0
A,895,2,1002,26.89917223155,1.7284330967139,-0.27911169172259975,0
A,895,3,897,3.3816019939321,0.0,0.0,0
A,895,3,898,5.4010173894736,2.0194153955416,2.0194153955416,0
A,895,3,899,7.3130080555185,1.9119906660449,-0.1074247294966999,0
A,895,3,900,9.1406001615446,1.8275921060261,-0.08439856001879997,0
A,895,3,901,11.142517885374,2.0019177238294,0.17432561780330014,0
A,895,3,902,13.1352480566,1.9927301712264,-0.009187552603000082,0
A,895,3,903,14.871653021138,1.7364049645374,-0.25632520668900005,0
A,895,3,904,16.915788512283,2.0441354911448,0.3077305266074002,0
A,895,3,905,18.783353917414,1.8675654051313,-0.17657008601350022,0
A,895,3,906,20.714812945958,1.9314590285439,0.06389362341259996,0
A,895,3,907,22.561989292523,1.8471763465647,-0.08428268197919997,0
A,895,3,908,24.486717557196,1.9247282646736,0.07755191810889994,0
A,895,3,909,26.37291079309,1.8861932358938,-0.03853502877979986,0
A,895,3,910,26.909992388919,0.53708159582864,-1.3491116400651602,0
A,895,3,911,25.558932864142,-1.3510595247763,-1.8881411206049399,0
A,895,3,912,24.247251277663,-1.3116815864788,0.039377938297499915,0
A,895,3,913,23.157750965706,-1.0895003119578,0.22218127452100012,0
A,895,3,914,22.08061555271,-1.077135412996,0.01236489896179993,0
A,895,3,915,21.163805070133,-0.91681048257654,0.16032493041946005,0
A,895,3,916,20.431665672732,-0.732139397401,0.18467108517553998,0
A,895,3,917,19.638773872994,-0.79289179973835,-0.06075240233735002,0
A,895,3,918,19.071596518852,-0.56717735414148,0.22571444559687004,0
A,895,3,919,19.77023649496,0.69863997610786,1.26581733024934,0
A,895,3,920,21.050829478836,1.280592983876,0.58195300776814,0
A,895,3,921,22.467919636476,1.4170901576396,0.13649717376360004,0
A,895,3,922,23.931644730656,1.4637250941806,0.04663493654099993,0
A,895,3,923,25.645393598352,1.7137488676953,0.2500237735147002,0
A,895,3,924,27.400617398821,1.7552238004694,0.04147493277409997,0
A,895,3,925,28.082706469085,0.68208907026377,-1.0731347302056302,0
A,895,3,926,28.098956066339,0.016249597254209,-0.6658394730095609,0
A,895,3,927,28.054886606845,-0.044069459494203,-0.060319056748412,0
A,895,3,928,28.115038680182,0.060152073337232,0.10422153283143501,0
A,895,3,929,28.033619521441,-0.0814191587409,-0.141571232078132,0
A,895,3,930,28.152941862472,0.11932234103093,0.20074149977182998,0
A,895,3,931,28.036538873703,-0.11640298876912,-0.23572532980005,0
A,895,3,932,28.133210118906,0.096671245202888,0.213074233972008,0
A,895,3,933,28.145799335373,0.012589216467461,-0.084082028735427,0
A,895,3,934,28.049887136621,-0.095912198752632,-0.108501415220093,0
A,895,3,935,28.08560623327,0.035719096648975,0.131631295401607,0
A,895,3,936,28.032079126122,-0.053527107147968,-0.08924620379694301,0
A,895,3,937,28.098644486656,0.066565360534007,0.120092467681975,0
A,895,3,938,28.125665765679,0.027021279023028,-0.039544081510979,0
A,895,3,939,28.123640749975,-0.0020250157034027,-0.029046294726430697,0
A,895,3,940,27.85372158226,-0.26991916771501,-0.2678941520116073,0
A,895,3,941,25.909922789853,-1.9437987924078,-1.6738796246927898,0
A,895,3,942,24.13302827916,-1.7768945106929,0.16690428171490002,0
A,895,3,943,22.436462016019,-1.6965662631407,0.08032824755220003,0
A,895,3,944,20.827099664694,-1.6093623513252,0.08720391181549991,0
A,895,3,945,19.44512432228,-1.3819753424134,0.22738700891179997,0
A,895,3,946,18.640427031903,-0.80469729037776,0.57727805203564,0
A,895,3,947,18.362423241434,-0.27800379046818,0.52669349990958,0
A,895,3,948,18.589496249058,0.22707300762416,0.5050767980923401,0
A,895,3,949,18.096323105047,-0.49317314401139,-0.7202461516355501,0
A,895,3,950,17.744519815007,-0.35180329004002,0.14136985397137003,0
A,895,3,951,17.548983552653,-0.19553626235394,0.15626702768607997,0
A,895,3,952,16.49018016594,-1.0588033867129,-0.86326712435896,0
A,895,3,953,15.224300581028,-1.2658795849123,-0.20707619819939982,0
A,895,3,954,14.036488839947,-1.1878117410807,0.07806784383159981,0
A,895,3,955,12.902053686393,-1.1344351535538,0.05337658752690011,0
A,895,3,956,11.892490998814,-1.009562687579,0.12487246597479995,0
A,895,3,957,10.978654282069,-0.91383671674563,0.09572597083336998,0
A,895,3,958,10.008357937617,-0.97029634445177,-0.05645962770613999,0
A,895,3,959,10.415583327316,0.4072253896992,1.37752173415097,0
A,895,3,960,12.241536139051,1.8259528117347,1.4187274220355,1
A,895,3,961,10.639142111855,-1.6023940271963,-3.4283468389309997,1
A,895,3,962,9.2972857660708,-1.3418563457838,0.2605376814125,1
A,895,3,963,8.1814383088438,-1.115847457227,0.2260088885567999,1
A,895,3,964,7.6772053698425,-0.50423293900133,0.61161451822567,1
A,895,3,965,7.4893086691719,-0.18789670067053,0.31633623833080005,1
A,895,3,966,7.2242851714146,-0.2650234977573,-0.07712679708677,1
A,895,3,967,7.0116910606224,-0.21259411079219,0.052429386965109986,1
A,895,3,968,6.9240191690116,-0.087671891610811,0.12492221918137901,1
A,895,3,969,6.7678500393265,-0.15616912968516,-0.068497238074349,1
A,895,3,970,6.540347809643,-0.22750222968345,-0.07133309999828999,1
A,895,3,971,6.4768306283788,-0.063517181264211,0.163985048419239,1
A,895,3,972,6.2792610123688,-0.19756961601003,-0.13405243474581902,1
A,895,3,973,6.2184596587708,-0.06080135359796,0.13676826241207002,1
A,895,3,974,6.0732422960682,-0.14521736270262,-0.08441600910466,1
A,895,3,975,6.0966162903074,0.023373994239246,0.168591356941866,1
A,895,3,976,5.9215116544426,-0.17510463586486,-0.198478630104106,1
A,895,3,977,5.8832207436567,-0.038290910785881,0.136813725078979,1
A,895,3,978,5.8945726673039,0.011351923647236,0.049642834433117,1
A,895,3,979,5.7689604846776,-0.12561218262631,-0.136964106273546,1
A,895,3,980,5.7588955480121,-0.010064936665508,0.11554724596080199,1
A,895,3,981,5.6587155130781,-0.10018003493398,-0.090115098268472,0
A,895,3,982,5.6186432701444,-0.040072242933785,0.060107792000195004,0
A,895,3,983,5.6144462526648,-0.0041970174795107,0.0358752254542743,0
A,895,3,984,5.6855634279635,0.071117175298635,0.0753141927781457,0
A,895,3,985,5.6252851474968,-0.060278280466682,-0.131395455765317,0
A,895,3,986,5.6567872285928,0.031502081095988,0.09178036156267,0
A,895,3,987,5.5556486502306,-0.10113857836215,-0.132640659458138,0
A,895,3,988,5.579189633616,0.023540983385327,0.12467956174747699,0
A,895,3,989,5.6099370000488,0.030747366432784,0.007206383047457,0
A,895,3,990,5.5151955643189,-0.094741435729856,-0.12548880216264,0
A,895,3,991,5.6013708390648,0.086175274745942,0.180916710475798,0
A,895,3,992,5.5825816932224,-0.01878914584245,-0.104964420588392,0
A,895,3,993,5.5085993225696,-0.073982370652781,-0.055193224810331,0
A,895,3,994,5.4850018065573,-0.02359751601226,0.050384854640521004,0
A,895,3,995,5.4660667356064,-0.0189350709509,0.004662445061360002,0
A,895,3,996,5.4675622565084,0.0014955209019316,0.0204305918528316,0
A,895,3,997,5.536663426901,0.069101170392647,0.0676056494907154,0
A,895,3,998,5.4895881675277,-0.047075259373371,-0.116176429766018,0
A,895,3,999,5.56753120822,0.077943040692304,0.125018300065675,0
A,895,3,1000,5.5224857757829,-0.04504543243709,-0.122988473129394,0
A,895,3,1001,5.4461640315346,-0.076321744248264,-0.031276311811174004,0
A,895,3,1002,5.5047358886894,0.058571857154777,0.13489360140304102,0
A,895,3,1003,5.5190425149032,0.014306626213798,-0.044265230940979006,0
A,895,3,1004,5.4925581208442,-0.026484394058999,-0.040791020272797004,0
A,895,3,1005,5.525162214341,0.032604093496787,0.059088487555786,0
A,895,3,1006,5.4922416803662,-0.032920533974746,-0.06552462747153301,0
A,895,3,1007,5.5457918579683,0.053550177602042,0.086470711576788,0
A,895,3,1008,5.4863374949486,-0.059454363019637,-0.113004540621679,0
A,895,3,1009,5.520511768513,0.034174273564402,0.093628636584039,0
A,895,3,1010,5.5050651927673,-0.015446575745723,-0.049620849310125004,0
A,895,3,1011,5.5254769085858,0.020411715818478,0.035858291564201,0
A,895,3,1012,5.5270145665914,0.0015376580055797,-0.0188740578128983,0
A,895,3,1013,5.5019813805951,-0.025033185996281,-0.026570844001860702,0
A,895,3,1014,5.445182099427,-0.056799281168054,-0.031766095171773,0
A,895,3,1015,5.4695590427033,0.024376943276253,0.081176224444307,0
A,895,3,1016,5.4918956343297,0.022336591626438,-0.0020403516498149997,0
A,895,3,1017,5.4463188107159,-0.045576823613816,-0.067913415240254,0
A,895,3,1018,5.5432261102437,0.096907299527796,0.14248412314161202,0
A,895,3,1019,5.4518196192843,-0.091406490959402,-0.18831379048719799,0
A,895,3,1020,5.5441922996607,0.092372680376399,0.183779171335801,0
A,895,3,1021,5.5090434572219,-0.035148842438811,-0.12752152281521,0
A,895,3,1022,5.5352309634811,0.026187506259256,0.061336348698067006,0
A,895,3,1023,5.5021196225937,-0.033111340887425,-0.059298847146681,0
A,895,3,1024,5.5321642122553,0.030044589661563,0.06315593054898799,0
A,895,3,1025,5.503448101498,-0.028716110757239,-0.058760700418802,0
A,895,3,1026,5.4481597605486,-0.055288340949478,-0.026572230192239,0
A,895,3,1027,5.4426672181132,-0.0054925424353653,0.0497957985141127,0
A,895,3,1028,5.4870089920028,0.044341773889604,0.049834316324969305,0
A,895,3,1029,5.4756021407841,-0.011406851218751,-0.055748625108355,0
A,895,3,1030,5.4751755122414,-0.00042662854262243,0.010980222676128571,0
A,895,3,1031,5.5009142452038,0.025738732962413,0.02616536150503543,0
A,895,3,1032,5.4744431624068,-0.026471082797081,-0.052209815759494,0
A,895,3,1033,5.5289306619143,0.054487499507584,0.08095858230466499,0
A,895,3,1034,5.4936801087916,-0.03525055312279,-0.08973805263037399,0
A,895,3,1035,5.4421009536461,-0.051579155145472,-0.016328602022682,0
A,895,3,1036,5.4621640756479,0.020063122001778,0.07164227714725,0
A,895,3,1037,5.4811446068123,0.018980531164488,-0.001082590837289999,0
A,895,3,1038,5.4869227594428,0.0057781526304277,-0.013202378534060302,0
A,895,3,1039,5.5069096226101,0.019986863167339,0.014208710536911301,0
A,895,3,1040,5.482371662224,-0.02453796038616,-0.044524823553499,0
A,895,3,1041,5.4982381543878,0.015866492163812,0.040404452549972006,0
A,895,3,1042,5.5212712111581,0.023033056770378,0.007166564606565999,0
A,895,3,1043,5.4419693442343,-0.079301866923796,-0.10233492369417399,0
A,895,3,1044,5.5159994852098,0.07403014097545,0.153332007899246,0
A,895,3,1045,5.4631649203347,-0.052834564875056,-0.12686470585050602,0
A,895,3,1046,5.5164372920602,0.053272371725507,0.106106936600563,0
A,895,3,1047,5.443691334837,-0.072745957223294,-0.126018328948801,0
A,895,3,1048,5.4222776177422,-0.021413717094767,0.051332240128526996,0
A,895,3,1049,5.4266616991077,0.0043840813655409,0.0257977984603079,0
A,895,3,1050,5.5494907018719,0.12282900276414,0.11844492139859909,0
A,895,3,1051,5.4674629204403,-0.082027781431544,-0.20485678419568398,0
A,895,3,1052,5.5066679968372,0.039205076396903,0.121232857828447,0
A,895,3,1053,5.436738285703,-0.069929711134243,-0.109134787531146,0
A,895,3,1054,5.5224367758231,0.085698490120124,0.155628201254367,0
A,895,3,1055,5.5385312665083,0.016094490685179,-0.069603999434945,0
A,895,3,1056,5.4603295771191,-0.078201689389168,-0.094296180074347,0
A,895,3,1057,5.4876051917729,0.027275614653771,0.105477304042939,0
A,895,3,1058,5.4893251385779,0.0017199468049638,-0.0255556678488072,0
A,895,3,1059,5.4362946321446,-0.053030506433236,-0.0547504532381998,0
A,895,3,1060,5.4836138208362,0.047319188691593,0.100349695124829,0
A,895,3,1061,5.4291505385737,-0.054463282262477,-0.10178247095407,0
A,895,3,1062,5.4929601707273,0.063809632153602,0.118272914416079,0
A,895,3,1063,5.5194184717181,0.026458300990795,-0.037351331162807,0
A,895,3,1064,5.439335806664,-0.080082665054149,-0.10654096604494401,0
A,895,3,1065,5.5452656594202,0.10592985275625,0.18601251781039901,0
A,895,3,1066,5.5543818293198,0.0091161698995244,-0.09681368285672559,0
A,895,3,1067,5.4909905046729,-0.063391324646865,-0.07250749454638941,0
A,895,3,1068,5.5242537487779,0.033263244105044,0.096654568751909,0
A,895,3,1069,5.4751007871786,-0.049152961599297,-0.082416205704341,0
A,895,3,1070,5.5013130810589,0.026212293880257,0.075365255479554,0
A,895,3,1071,5.6012509063116,0.099937825252668,0.073725531372411,0
A,895,3,1072,6.1435292778546,0.54227837154301,0.4423405462903419,0
A,895,3,1073,7.4250751341199,1.2815458562653,0.73926748472229,0
A,895,3,1074,9.5316264659207,2.1065513318009,0.8250054755356002,0
A,895,3,1075,11.44649078051,1.9148643145896,-0.1916870172113001,0
A,895,4,897,3.2111783405488,0.0,0.0,0
A,895,4,898,5.3100214700822,2.0988431295333,2.0988431295333,0
A,895,4,899,7.2649422875281,1.954920817446,-0.1439223120873001,0
