TMU ID, Legacy TMU ID, Site Name
C6E971CAD188789BE0433CC411ACCCEA,30014580,TMU Site 9782/1 on A69 eastbound between A68 near Corbridge (east) and B6528 near Throckley (west); GPS Ref: 406111;565188; Eastbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2024-03-01,00:14:00,4,11,7,0,3,1,102.67,15,126061401,19
2024-03-01,00:29:00,4,17,11,1,1,4,104.93,15,126061401,19
2024-03-01,00:44:00,4,7,7,0,0,0,116.31,15,126061401,19
2024-03-01,00:59:00,4,12,6,0,1,5,99.22,15,126061401,19
2024-03-01,01:14:00,4,12,4,2,2,4,98.69,15,126061401,19
2024-03-01,01:29:00,4,12,5,1,1,5,97.17,15,126061401,19
2024-03-01,01:44:00,4,5,2,0,0,3,98.16,15,126061401,19
2024-03-01,01:59:00,4,7,5,0,0,2,105.83,15,126061401,19
2024-03-01,02:14:00,4,10,4,2,3,1,108.18,15,126061401,19
2024-03-01,02:29:00,4,13,7,3,1,2,95.07,15,126061401,19
2024-03-01,02:44:00,4,7,2,2,2,1,98.29,15,126061401,19
2024-03-01,02:59:00,4,12,6,2,1,3,94.49,15,126061401,19
2024-03-01,03:14:00,4,13,7,1,1,4,93.99,15,126061401,19
2024-03-01,03:29:00,4,5,2,0,0,3,93.95,15,126061401,19
2024-03-01,03:44:00,4,11,5,1,1,4,91.55,15,126061401,19
2024-03-01,03:59:00,4,12,5,0,3,4,98.00,15,126061401,19
2024-03-01,04:14:00,4,14,4,0,0,10,94.69,15,126061401,19
2024-03-01,04:29:00,4,20,9,0,4,7,97.23,15,126061401,19
2024-03-01,04:44:00,4,13,6,1,1,5,97.76,15,126061401,19
2024-03-01,04:59:00,4,21,6,3,2,10,100.25,15,126061401,19
2024-03-01,05:14:00,4,16,9,0,1,6,96.86,15,126061401,19
2024-03-01,05:29:00,4,17,9,1,2,5,102.99,15,126061401,19
2024-03-01,05:44:00,4,42,23,3,4,12,99.60,15,126061401,19
2024-03-01,05:59:00,4,36,23,5,1,7,102.72,15,126061401,19
2024-03-01,06:14:00,4,39,25,2,5,7,101.37,15,126061401,19
2024-03-01,06:29:00,4,67,48,4,2,13,101.58,15,126061401,19
2024-03-01,06:44:00,4,90,66,6,3,15,108.02,15,126061401,19
2024-03-01,06:59:00,4,138,106,10,6,16,109.84,15,126061401,19
2024-03-01,07:14:00,4,206,170,18,7,11,111.54,15,126061401,19
2024-03-01,07:29:00,4,214,180,13,9,12,110.59,15,126061401,19
2024-03-01,07:44:00,4,275,234,16,13,12,112.95,15,126061401,19
2024-03-01,07:59:00,4,272,229,22,16,5,111.85,15,126061401,19
2024-03-01,08:14:00,4,255,207,20,15,13,109.62,15,126061401,19
2024-03-01,08:29:00,4,212,174,15,11,12,111.86,15,126061401,19
2024-03-01,08:44:00,4,240,193,21,11,15,110.48,15,126061401,19
2024-03-01,08:59:00,4,225,181,24,10,10,110.24,15,126061401,19
2024-03-01,09:14:00,4,220,171,19,18,12,108.21,15,126061401,19
2024-03-01,09:29:00,4,199,164,10,14,11,108.05,15,126061401,19
2024-03-01,09:44:00,4,207,154,17,17,19,105.35,15,126061401,19
2024-03-01,09:59:00,4,210,168,14,10,18,106.18,15,126061401,19
2024-03-01,10:14:00,4,206,155,21,16,14,103.80,15,126061401,19
2024-03-01,10:29:00,4,227,178,23,12,14,106.32,15,126061401,19
2024-03-01,10:44:00,4,249,205,18,14,12,104.90,15,126061401,19
2024-03-01,10:59:00,4,188,149,14,8,17,106.82,15,126061401,19
2024-03-01,11:14:00,4,199,152,22,12,13,105.55,15,126061401,19
2024-03-01,11:29:00,4,233,187,20,14,12,105.70,15,126061401,19
2024-03-01,11:44:00,4,242,199,18,14,11,106.23,15,126061401,19
2024-03-01,11:59:00,4,227,181,28,10,8,106.17,15,126061401,19
2024-03-01,12:14:00,4,230,185,20,11,14,105.01,15,126061401,19
2024-03-01,12:29:00,4,250,197,21,19,13,105.75,15,126061401,19
2024-03-01,12:44:00,4,239,188,18,18,15,105.92,15,126061401,19
2024-03-01,12:59:00,4,314,253,28,20,13,104.69,15,126061401,19
2024-03-01,13:14:00,4,262,200,30,20,12,106.83,15,126061401,19
2024-03-01,13:29:00,4,293,240,19,17,17,106.44,15,126061401,19
2024-03-01,13:44:00,4,224,182,13,21,8,105.19,15,126061401,19
2024-03-01,13:59:00,4,261,213,23,13,12,106.12,15,126061401,19
2024-03-01,14:14:00,4,320,264,28,15,13,105.82,15,126061401,19
2024-03-01,14:29:00,4,273,214,28,21,10,106.15,15,126061401,19
2024-03-01,14:44:00,4,258,211,29,9,9,104.97,15,126061401,19
2024-03-01,14:59:00,4,281,217,45,12,7,106.34,15,126061401,19
2024-03-01,15:14:00,4,259,220,27,7,5,106.98,15,126061401,19
2024-03-01,15:29:00,4,290,245,21,15,9,103.79,15,126061401,19
2024-03-01,15:44:00,4,319,261,36,13,9,99.08,15,126061401,19
2024-03-01,15:59:00,4,267,234,18,11,4,99.88,15,126061401,19
2024-03-01,16:14:00,4,314,270,22,11,11,99.70,15,126061401,19
2024-03-01,16:29:00,4,296,261,23,7,5,103.10,15,126061401,19
2024-03-01,16:44:00,4,273,238,25,7,3,104.67,15,126061401,19
2024-03-01,16:59:00,4,284,247,16,8,13,104.12,15,126061401,19
2024-03-01,17:14:00,4,257,230,14,5,8,103.62,15,126061401,19
2024-03-01,17:29:00,4,278,258,13,4,3,103.69,15,126061401,19
2024-03-01,17:44:00,4,229,204,14,3,8,101.69,15,126061401,19
2024-03-01,17:59:00,4,191,174,10,5,2,101.74,15,126061401,19
2024-03-01,18:14:00,4,197,173,14,2,8,98.36,15,126061401,19
2024-03-01,18:29:00,4,179,164,8,5,2,98.03,15,126061401,19
2024-03-01,18:44:00,4,176,159,10,3,4,98.69,15,126061401,19
2024-03-01,18:59:00,4,137,124,7,4,2,102.21,15,126061401,19
2024-03-01,19:14:00,4,142,130,5,4,3,104.01,15,126061401,19
2024-03-01,19:29:00,4,79,70,5,1,3,102.94,15,126061401,19
2024-03-01,19:44:00,4,120,102,5,4,9,100.20,15,126061401,19
2024-03-01,19:59:00,4,80,72,5,1,2,100.61,15,126061401,19
2024-03-01,20:14:00,4,85,75,5,1,4,99.88,15,126061401,19
2024-03-01,20:29:00,4,94,86,5,1,2,98.76,15,126061401,19
2024-03-01,20:44:00,4,71,64,4,2,1,104.07,15,126061401,19
2024-03-01,20:59:00,4,81,72,5,1,3,100.52,15,126061401,19
2024-03-01,21:14:00,4,79,71,4,3,1,100.92,15,126061401,19
2024-03-01,21:29:00,4,53,45,3,1,4,103.77,15,126061401,19
2024-03-01,21:44:00,4,41,36,2,1,2,109.20,15,126061401,19
2024-03-01,21:59:00,4,52,43,5,0,4,103.02,15,126061401,19
2024-03-01,22:14:00,4,38,33,3,0,2,110.64,15,126061401,19
2024-03-01,22:29:00,4,40,31,4,3,2,105.24,15,126061401,19
2024-03-01,22:44:00,4,45,37,5,0,3,104.69,15,126061401,19
2024-03-01,22:59:00,4,32,31,1,0,0,105.64,15,126061401,19
2024-03-01,23:14:00,4,28,21,4,1,2,108.55,15,126061401,19
2024-03-01,23:29:00,4,32,30,0,1,1,105.58,15,126061401,19
2024-03-01,23:44:00,4,16,13,0,1,2,100.02,15,126061401,19
2024-03-01,23:59:00,4,33,25,3,2,3,108.76,15,126061401,19
2024-03-02,00:14:00,5,14,13,1,0,0,103.23,15,126061401,19
2024-03-02,00:29:00,5,17,9,3,1,4,103.49,15,126061401,19
2024-03-02,00:44:00,5,17,11,1,1,4,105.48,15,126061401,19
2024-03-02,00:59:00,5,17,12,1,2,2,100.04,15,126061401,19
2024-03-02,01:14:00,5,7,3,0,0,4,96.42,15,126061401,19
2024-03-02,01:29:00,5,15,8,2,1,4,100.67,15,126061401,19
2024-03-02,01:44:00,5,10,5,0,1,4,92.01,15,126061401,19
2024-03-02,01:59:00,5,15,7,1,3,4,102.68,15,126061401,19
2024-03-02,02:14:00,5,7,4,1,1,1,101.41,15,126061401,19
2024-03-02,02:29:00,5,9,5,1,3,0,92.88,15,126061401,19
2024-03-02,02:44:00,5,6,4,0,1,1,96.28,15,126061401,19
2024-03-02,02:59:00,5,12,7,1,1,3,98.84,15,126061401,19
2024-03-02,03:14:00,5,6,4,0,0,2,93.75,15,126061401,19
2024-03-02,03:29:00,5,10,9,0,0,1,104.12,15,126061401,19
2024-03-02,03:44:00,5,19,15,0,1,3,100.80,15,126061401,19
2024-03-02,03:59:00,5,13,11,0,1,1,98.50,15,126061401,19
2024-03-02,04:14:00,5,12,9,1,1,1,95.32,15,126061401,19
2024-03-02,04:29:00,5,11,9,0,0,2,105.95,15,126061401,19
2024-03-02,04:44:00,5,9,6,0,2,1,93.34,15,126061401,19
2024-03-02,04:59:00,5,9,2,2,2,3,97.93,15,126061401,19
2024-03-02,05:14:00,5,14,9,0,0,5,98.21,15,126061401,19
2024-03-02,05:29:00,5,15,9,1,2,3,98.69,15,126061401,19
2024-03-02,05:44:00,5,17,14,0,2,1,101.22,15,126061401,19
2024-03-02,05:59:00,5,15,9,0,1,5,96.80,15,126061401,19
2024-03-02,06:14:00,5,26,18,2,1,5,97.85,15,126061401,19
2024-03-02,06:29:00,5,39,33,2,1,3,107.47,15,126061401,19
2024-03-02,06:44:00,5,48,39,4,1,4,109.46,15,126061401,19
2024-03-02,06:59:00,5,38,25,5,6,2,108.41,15,126061401,19
2024-03-02,07:14:00,5,57,47,4,3,3,113.45,15,126061401,19
2024-03-02,07:29:00,5,40,31,6,1,2,110.67,15,126061401,19
2024-03-02,07:44:00,5,66,55,6,2,3,109.51,15,126061401,19
2024-03-02,07:59:00,5,67,61,2,4,0,107.01,15,126061401,19
2024-03-02,08:14:00,5,71,65,2,1,3,108.86,15,126061401,19
2024-03-02,08:29:00,5,137,125,7,2,3,109.92,15,126061401,19
2024-03-02,08:44:00,5,106,90,8,5,3,112.43,15,126061401,19
2024-03-02,08:59:00,5,133,109,9,10,5,106.70,15,126061401,19
2024-03-02,09:14:00,5,146,138,2,5,1,106.44,15,126061401,19
2024-03-02,09:29:00,5,183,162,10,9,2,106.90,15,126061401,19
2024-03-02,09:44:00,5,185,165,10,5,5,110.57,15,126061401,19
2024-03-02,09:59:00,5,215,194,10,7,4,109.03,15,126061401,19
2024-03-02,10:14:00,5,165,152,6,4,3,112.08,15,126061401,19
2024-03-02,10:29:00,5,230,217,7,6,0,111.35,15,126061401,19
2024-03-02,10:44:00,5,233,214,10,4,5,112.13,15,126061401,19
2024-03-02,10:59:00,5,209,185,15,7,2,110.39,15,126061401,19
2024-03-02,11:14:00,5,257,237,9,6,5,110.03,15,126061401,19
2024-03-02,11:29:00,5,271,247,15,8,1,110.61,15,126061401,19
2024-03-02,11:44:00,5,256,231,17,5,3,109.52,15,126061401,19
2024-03-02,11:59:00,5,271,245,14,9,3,110.43,15,126061401,19
