a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
0.0,20,huber,0.30000000000000004,0.9523809523809523,0.13333333333333333,0.819047619047619
-0.09999999999999987,20,huber,0.30000000000000004,0.9523809523809523,0.13333333333333333,0.819047619047619
-0.19999999999999996,20,huber,0.30000000000000004,0.9523809523809523,0.13370577281191806,0.8186751795690342
0.10000000000000009,20,huber,0.30000000000000004,0.95,0.13289183222958056,0.8171081677704194
-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.14798711755233496,0.8043938348286174
0.20000000000000018,20,huber,0.30000000000000004,0.9333333333333333,0.1314460393407762,0.8018872939925572
-0.09999999999999987,15,mse,0.1,0.9523809523809523,0.15944825099170573,0.7929327013892467
-0.19999999999999996,15,mse,0.1,0.9523809523809523,0.15944825099170573,0.7929327013892467
0.0,15,mse,0.1,0.95,0.15903108907114247,0.7909689109288575
0.6000000000000001,20,huber,0.30000000000000004,0.9,0.11429888826271838,0.7857011117372816
0.5,20,huber,0.30000000000000004,0.9047619047619048,0.12084224500331883,0.7839196597585859
0.40000000000000036,20,huber,0.30000000000000004,0.9047619047619048,0.12429233967695506,0.7804695650849497
0.30000000000000027,20,huber,0.30000000000000004,0.9047619047619048,0.12753635094060625,0.7772255538212985
-0.2999999999999998,15,mse,0.1,0.9523809523809523,0.18159536541889482,0.7707855869620575
0.30000000000000027,20,huber,0.4,0.9473684210526315,0.17988621654977272,0.7674822045028589
0.8000000000000003,20,huber,0.4,0.9,0.13395591597291118,0.7660440840270888
0.9000000000000004,20,huber,0.8,0.9,0.1381725051937818,0.7618274948062183
0.20000000000000018,20,huber,0.4,0.9523809523809523,0.19096016343207356,0.7614207889488788
0.9000000000000004,20,huber,0.7000000000000001,0.9,0.13915667700561657,0.7608433229943834
0.7000000000000002,20,huber,0.4,0.9047619047619048,0.14423076923076922,0.7605311355311355
0.8000000000000003,20,huber,0.5,0.9047619047619048,0.14492753623188406,0.7598343685300207
0.10000000000000009,15,mae,0.2,0.95,0.19047619047619047,0.7595238095238095
0.10000000000000009,15,rmse,0.2,0.95,0.19047619047619047,0.7595238095238095
0.10000000000000009,15,hausdorff,0.2,0.95,0.19047619047619047,0.7595238095238095
0.0,15,rmse,0.2,0.9523809523809523,0.19324882495371032,0.759132127427242
0.0,15,hausdorff,0.2,0.9523809523809523,0.19324882495371032,0.759132127427242
0.0,15,mae,0.2,0.9523809523809523,0.19324882495371032,0.759132127427242
-0.09999999999999987,15,mae,0.2,0.9523809523809523,0.19330532212885154,0.7590756302521008
-0.09999999999999987,15,rmse,0.2,0.9523809523809523,0.19330532212885154,0.7590756302521008
-0.09999999999999987,15,hausdorff,0.2,0.9523809523809523,0.19330532212885154,0.7590756302521008
-0.19999999999999996,15,rmse,0.2,0.9523809523809523,0.19344086021505374,0.7589400921658986
-0.19999999999999996,15,mae,0.2,0.9523809523809523,0.19344086021505374,0.7589400921658986
-0.19999999999999996,15,hausdorff,0.2,0.9523809523809523,0.19344086021505374,0.7589400921658986
0.10000000000000009,20,huber,0.4,0.9523809523809523,0.19367341835458865,0.7587075340263637
-0.3999999999999999,20,huber,0.30000000000000004,0.9523809523809523,0.19367341835458865,0.7587075340263637
0.40000000000000036,15,mse,0.1,0.9047619047619048,0.1493879683534856,0.7553739364084191
0.40000000000000036,20,huber,0.4,0.9230769230769231,0.16853932584269662,0.7545375972342265
1.1,20,huber,0.4,0.8571428571428571,0.10331143951833607,0.753831417624521
0.6000000000000001,20,huber,0.4,0.9047619047619048,0.1510112664585313,0.7537506383033734
0.8000000000000003,20,huber,0.8,0.9047619047619048,0.1512400081984013,0.7535218965635034
0.8000000000000003,20,huber,0.7000000000000001,0.9047619047619048,0.15126050420168066,0.7535014005602241
0.9000000000000004,20,huber,0.6000000000000001,0.8947368421052632,0.14153846153846153,0.7531983805668017
0.8000000000000003,20,huber,0.6000000000000001,0.9047619047619048,0.1518987341772152,0.7528631705846895
0.0,20,huber,0.4,0.9523809523809523,0.2,0.7523809523809524
-0.09999999999999987,20,huber,0.4,0.9523809523809523,0.20036496350364963,0.7520159888773027
-0.19999999999999996,20,huber,0.4,0.9523809523809523,0.20077220077220076,0.7516087516087515
0.30000000000000027,15,mse,0.1,0.9047619047619048,0.1532258064516129,0.7515360983102919
0.40000000000000036,20,huber,0.5,0.9411764705882353,0.19,0.7511764705882353
0.8000000000000003,20,huber,0.30000000000000004,0.8571428571428571,0.10625271385149804,0.7508901432913591
0.9000000000000004,20,huber,0.30000000000000004,0.85,0.10101010101010101,0.748989898989899
0.7000000000000002,20,huber,0.5,0.9047619047619048,0.1559633027522936,0.7487986020096111
0.0,15,huber,0.30000000000000004,0.85,0.10148489503328213,0.7485151049667178
-0.09999999999999987,15,huber,0.30000000000000004,0.85,0.10148489503328213,0.7485151049667178
0.30000000000000027,20,huber,0.5,0.95,0.20168067226890757,0.7483193277310924
-0.19999999999999996,15,huber,0.30000000000000004,0.85,0.10177404295051354,0.7482259570494865
