LOS,a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
B,0.40000000000000036,20,huber,0.30000000000000004,0.95,0.11583011583011583,0.8341698841698841
B,0.30000000000000027,20,huber,0.30000000000000004,0.9523809523809523,0.11868268434134216,0.8336982680396101
B,0.20000000000000018,20,huber,0.30000000000000004,0.9523809523809523,0.12148846960167714,0.8308924827792752
B,0.10000000000000009,20,huber,0.30000000000000004,0.9523809523809523,0.1227994227994228,0.8295815295815295
B,0.0,20,huber,0.30000000000000004,0.9523809523809523,0.1227994227994228,0.8295815295815295
B,-0.19999999999999996,20,huber,0.30000000000000004,0.9523809523809523,0.1227994227994228,0.8295815295815295
B,-0.09999999999999987,20,huber,0.30000000000000004,0.9523809523809523,0.1227994227994228,0.8295815295815295
B,0.9000000000000004,20,huber,0.30000000000000004,0.9047619047619048,0.08078925733077555,0.8239726474311292
B,0.5,20,huber,0.30000000000000004,0.9372549019607843,0.11342195540308747,0.8238329465576968
B,1.0,20,huber,0.30000000000000004,0.8888888888888888,0.06727743271221531,0.8216114561766735
B,-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.1314360736002527,0.8209448787806997
B,1.3000000000000003,20,huber,0.30000000000000004,0.8535714285714285,0.043859649122807015,0.8097117794486215
B,0.8000000000000003,20,huber,0.30000000000000004,0.9047619047619048,0.09675307672165488,0.8080088280402499
B,1.0,20,huber,0.4,0.9,0.09474734042553191,0.8052526595744681
B,1.2000000000000002,20,huber,0.30000000000000004,0.8571428571428571,0.05291153415453527,0.8042313229883218
B,0.9000000000000004,20,huber,0.4,0.9047619047619048,0.10376552352740116,0.8009963812345036
B,0.7000000000000002,20,huber,0.30000000000000004,0.9047619047619048,0.10705980066445182,0.7977021040974529
B,0.6000000000000001,20,huber,0.30000000000000004,0.9047619047619048,0.10829037800687286,0.796471526755032
B,1.1,20,huber,0.30000000000000004,0.8571428571428571,0.061004784688995214,0.7961380724538619
B,1.0,20,huber,0.7000000000000001,0.9047619047619048,0.10884069247228166,0.7959212122896231
B,1.0,20,huber,0.8,0.9047619047619048,0.10895683453237409,0.7958050702295307
B,1.3000000000000003,20,huber,0.4,0.8571428571428571,0.06357998289136013,0.793562874251497
B,0.8000000000000003,20,huber,0.4,0.9047619047619048,0.11152570480928689,0.7932361999526178
B,1.0,20,huber,0.5,0.9,0.10829037800687286,0.7917096219931272
B,0.5,20,huber,0.4,0.9473684210526315,0.15866545893719808,0.7887029621154334
B,-0.3999999999999999,15,mae,0.1,0.9523809523809523,0.16666666666666666,0.7857142857142857
