h0,401.264,966.000240338472,1
h0,382.481,967.00024427582,1
h0,361.446,968.000235205655,1
h0,338.345,969.000239128598,1
h0,313.107,970.000243044412,1
h0,286.63,971.000246956095,1
h0,259.354,972.000237865111,1
h0,231.244,973.000241771348,1
h0,202.683,974.000245676077,1
h0,173.69,975.000236579368,1
h0,144.292,976.000240481307,1
h0,114.596,977.00024438225,1
h0,84.6029,978.000235282205,1
h0,54.4515,979.000239181631,1
h0,24.156,980.000243080576,1
h0,7.37877,981.000234024613,1
h0,37.5019,982.000238125093,1
h0,68.3317,983.00024222793,1
h0,99.3321,984.000246331336,1
h0,130.435,985.000237435084,1
h0,161.623,986.000241539117,1
h0,192.916,987.0002456435,1
h0,224.26,988.000236748052,1
h0,255.618,989.000240852649,1
h0,287.053,990.000244957507,1
h0,318.555,991.000236062585,1
h0,350.915,992.000240170528,1
