LOS,a,window_size,loss_func,PD,FAR,Youden_index
D,0.20000000000000195,15,mse,0.9421554834054834,0.18504536168832175,0.7571101217171616
D,0.10000000000000187,15,mse,0.9466360028860029,0.19045173485146139,0.7561842680345415
D,0.30000000000000204,15,mse,0.9340674603174604,0.17805320834442181,0.7560142519730385
D,0.40000000000000213,15,mse,0.9245147907647908,0.16930995952572203,0.7552048312390688
D,1.7763568394002505e-15,15,mse,0.9530284992784993,0.1990846818516026,0.7539438174268966
D,0.10000000000000187,15,mae,0.9352633477633477,0.18230528535741714,0.7529580624059307
D,0.10000000000000187,15,rmse,0.9352633477633477,0.18230528535741714,0.7529580624059307
D,0.10000000000000187,15,hausdorff,0.9352633477633477,0.18230528535741714,0.7529580624059307
D,0.5000000000000022,15,mse,0.9107413419913419,0.15778345811045744,0.7529578838808845
D,0.20000000000000195,15,mae,0.9294624819624819,0.17676107060596877,0.7527014113565131
D,0.20000000000000195,15,hausdorff,0.9294624819624819,0.17676107060596877,0.7527014113565131
D,0.20000000000000195,15,rmse,0.9294624819624819,0.17676107060596877,0.7527014113565131
D,1.7763568394002505e-15,15,rmse,0.9403138528138528,0.18769098762406758,0.7526228651897853
D,1.7763568394002505e-15,15,hausdorff,0.9403138528138528,0.18769098762406758,0.7526228651897853
D,1.7763568394002505e-15,15,mae,0.9403138528138528,0.18769098762406758,0.7526228651897853
D,-0.09999999999999831,15,mse,0.9579491341991341,0.20599519524280574,0.7519539389563283
D,0.6000000000000023,15,mse,0.8987788600288601,0.14685852282433604,0.751920337204524
D,-0.09999999999999831,15,hausdorff,0.9440728715728716,0.1928191433286493,0.7512537282442222
D,-0.09999999999999831,15,mae,0.9440728715728716,0.1928191433286493,0.7512537282442222
D,-0.09999999999999831,15,rmse,0.9440728715728716,0.1928191433286493,0.7512537282442222
D,-0.1999999999999984,15,mse,0.9605537518037517,0.2096942681450995,0.7508594836586522
D,0.40000000000000213,15,mae,0.9157323232323232,0.16553665964560776,0.7501956635867155
D,0.40000000000000213,15,rmse,0.9157323232323232,0.16553665964560776,0.7501956635867155
D,0.40000000000000213,15,hausdorff,0.9157323232323232,0.16553665964560776,0.7501956635867155
D,-0.1999999999999984,15,mae,0.9452344877344877,0.1955299137175812,0.7497045740169065
D,-0.1999999999999984,15,hausdorff,0.9452344877344877,0.1955299137175812,0.7497045740169065
D,-0.1999999999999984,15,rmse,0.9452344877344877,0.1955299137175812,0.7497045740169065
D,0.30000000000000204,15,hausdorff,0.9203643578643578,0.1714923390067137,0.7488720188576441
D,0.30000000000000204,15,rmse,0.9203643578643578,0.1714923390067137,0.7488720188576441
D,0.30000000000000204,15,mae,0.9203643578643578,0.1714923390067137,0.7488720188576441
D,0.5000000000000022,15,rmse,0.9068434343434343,0.158101430611367,0.7487420037320673
D,0.5000000000000022,15,hausdorff,0.9068434343434343,0.158101430611367,0.7487420037320673
D,0.5000000000000022,15,mae,0.9068434343434343,0.158101430611367,0.7487420037320673
D,0.7000000000000024,15,mse,0.884853896103896,0.1365399553518181,0.7483139407520779
D,0.6000000000000023,15,hausdorff,0.8948593073593074,0.15029951627597973,0.7445597910833277
D,0.6000000000000023,15,mae,0.8948593073593074,0.15029951627597973,0.7445597910833277
D,0.6000000000000023,15,rmse,0.8948593073593074,0.15029951627597973,0.7445597910833277
D,0.7000000000000024,15,mae,0.8824134199134198,0.14291439046665863,0.7394990294467612
D,0.7000000000000024,15,hausdorff,0.8824134199134198,0.14291439046665863,0.7394990294467612
D,0.7000000000000024,15,rmse,0.8824134199134198,0.14291439046665863,0.7394990294467612
D,0.8000000000000025,15,mse,0.8630212842712842,0.1258240827952491,0.7371972014760351
D,0.8000000000000025,15,mae,0.8699603174603174,0.135509926844256,0.7344503906160614
D,0.8000000000000025,15,hausdorff,0.8699603174603174,0.135509926844256,0.7344503906160614
D,0.8000000000000025,15,rmse,0.8699603174603174,0.135509926844256,0.7344503906160614
D,-0.2999999999999985,15,mse,0.9641684704184704,0.23634857140119944,0.727819899017271
D,0.40000000000000213,20,mse,0.9279130591630591,0.20013811257191655,0.7277749465911425
D,0.9000000000000026,15,hausdorff,0.8511580086580087,0.12358939163645954,0.7275686170215492
D,0.9000000000000026,15,mae,0.8511580086580087,0.12358939163645954,0.7275686170215492
D,0.9000000000000026,15,rmse,0.8511580086580087,0.12358939163645954,0.7275686170215492
D,0.9000000000000026,15,mse,0.8389880952380953,0.1127197495932807,0.7262683456448146
