LOS,a,window_size,loss_func,PD,FAR,Youden_index
B,0.5000000000000022,15,mse,0.880755957005957,0.14783277304827827,0.7329231839576787
B,0.40000000000000213,15,mse,0.8959507622007622,0.16368515768601263,0.7322656045147495
B,0.30000000000000204,15,mse,0.9089111351611352,0.17910408790860827,0.7298070472525269
B,0.6000000000000023,15,mse,0.8617498242498243,0.1321448656315802,0.729604958618244
B,0.30000000000000204,15,rmse,0.9143205868205868,0.18501388368591182,0.7293067031346749
B,0.30000000000000204,15,hausdorff,0.9143205868205868,0.18501388368591182,0.7293067031346749
B,0.30000000000000204,15,mae,0.9143205868205868,0.18501388368591182,0.7293067031346749
B,0.20000000000000195,15,mse,0.9195773208273208,0.19070327659470188,0.7288740442326189
B,0.10000000000000187,15,mse,0.928877465127465,0.20145792007778376,0.7274195450496813
B,0.40000000000000213,15,rmse,0.9024789562289561,0.17531615720440288,0.7271627990245533
B,0.40000000000000213,15,hausdorff,0.9024789562289561,0.17531615720440288,0.7271627990245533
B,0.40000000000000213,15,mae,0.9024789562289561,0.17531615720440288,0.7271627990245533
B,0.20000000000000195,15,mae,0.9212686387686388,0.1971198092905319,0.7241488294781069
B,0.20000000000000195,15,hausdorff,0.9212686387686388,0.1971198092905319,0.7241488294781069
B,0.20000000000000195,15,rmse,0.9212686387686388,0.1971198092905319,0.7241488294781069
B,0.5000000000000022,15,hausdorff,0.8893019480519481,0.16607397828096412,0.7232279697709839
B,0.5000000000000022,15,mae,0.8893019480519481,0.16607397828096412,0.7232279697709839
B,0.5000000000000022,15,rmse,0.8893019480519481,0.16607397828096412,0.7232279697709839
B,0.10000000000000187,15,hausdorff,0.9292195767195767,0.20633728758563502,0.7228822891339417
B,0.10000000000000187,15,mae,0.9292195767195767,0.20633728758563502,0.7228822891339417
B,0.10000000000000187,15,rmse,0.9292195767195767,0.20633728758563502,0.7228822891339417
B,1.7763568394002505e-15,15,mse,0.9365253727753728,0.21436801981588138,0.7221573529594915
B,0.7000000000000024,15,mse,0.8411509786509785,0.12044519695387702,0.7207057816971015
B,1.7763568394002505e-15,15,mae,0.9347246272246271,0.21425296463514906,0.720471662589478
B,1.7763568394002505e-15,15,rmse,0.9347246272246271,0.21425296463514906,0.720471662589478
B,1.7763568394002505e-15,15,hausdorff,0.9347246272246271,0.21425296463514906,0.720471662589478
B,0.6000000000000023,15,hausdorff,0.8739484126984127,0.15404034491428253,0.7199080677841302
B,0.6000000000000023,15,rmse,0.8739484126984127,0.15404034491428253,0.7199080677841302
B,0.6000000000000023,15,mae,0.8739484126984127,0.15404034491428253,0.7199080677841302
B,-0.09999999999999831,15,mae,0.937661135161135,0.21895210687569347,0.7187090282854416
B,-0.09999999999999831,15,hausdorff,0.937661135161135,0.21895210687569347,0.7187090282854416
B,-0.09999999999999831,15,rmse,0.937661135161135,0.21895210687569347,0.7187090282854416
B,-0.09999999999999831,15,mse,0.9433507696007696,0.22585171750423758,0.717499052096532
B,0.7000000000000024,15,rmse,0.8574621212121212,0.14247236044655573,0.7149897607655654
B,0.7000000000000024,15,hausdorff,0.8574621212121212,0.14247236044655573,0.7149897607655654
B,0.7000000000000024,15,mae,0.8574621212121212,0.14247236044655573,0.7149897607655654
B,-0.1999999999999984,15,hausdorff,0.9399771524771524,0.22565412670979174,0.7143230257673607
B,-0.1999999999999984,15,rmse,0.9399771524771524,0.22565412670979174,0.7143230257673607
B,-0.1999999999999984,15,mae,0.9399771524771524,0.22565412670979174,0.7143230257673607
B,0.8000000000000025,15,mse,0.8198909423909423,0.10661587827554853,0.7132750641153938
