LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900.0,15.5,17.5697,15.8152,2.8758,76.1636,85.2295,17.4683,0.6474,0.8453,0.3044,1.6445
B,900.0,15.5,16.7242,17.1818,1.9061,112.9455,83.4554,14.124,0.624,0.8679,0.2479,2.1722
C,900.0,15.5,15.5545,18.3091,2.6939,118.7606,79.5566,14.0899,0.5787,0.8447,0.2357,2.2733
D,900.0,15.5,13.0545,18.0242,3.6303,157.1697,66.8951,11.6192,0.4819,0.8065,0.1875,2.8028
E,900.0,15.5,2.8879,28.2091,0.4121,178.4758,28.9415,15.1287,0.1176,0.8251,0.1654,3.0629
