h0,(2018.83,29.8,0),2.1,901
h0,(2015.75,29.8,0),3.94,902
h0,(2010.71,29.8,0),6,903
h0,(2003.78,29.8,0),7.83,904
h0,(1994.77,29.8,0),9.96,905
h0,(1983.72,29.8,0),11.94,906
h0,(1970.69,29.8,0),13.95,907
h0,(1955.78,29.8,0),15.67,908
h0,(1939.47,29.8,0),16.15,909
h0,(1924.54,29.8,0),14,910
h0,(1911.52,29.8,0),12.19,911
h0,(1900.21,29.8,0),10.54,912
h0,(1890.36,29.8,0),9.25,913
h0,(1881.7,29.8,0),8.18,914
h0,(1873.9,29.8,0),7.42,915
h0,(1866.82,29.8,0),6.77,916
h0,(1860.23,29.8,0),6.49,917
h0,(1853.95,29.8,0),6.18,918
h0,(1847.94,29.8,0),5.94,919
h0,(1842.07,29.8,0),5.78,920
h0,(1836.29,29.8,0),5.73,921
h0,(1830.6,29.8,0),5.72,922
h0,(1824.96,29.8,0),5.64,923
h0,(1819.31,29.8,0),5.64,924
h0,(1813.68,29.8,0),5.62,925
h0,(1808.08,29.8,0),5.68,926
h0,(1802.45,29.8,0),5.67,927
h0,(1796.88,29.8,0),5.58,928
h0,(1791.28,29.8,0),5.63,929
h0,(1785.68,29.8,0),5.59,930
h0,(1780.07,29.8,0),5.63,931
h0,(1774.47,29.8,0),5.62,932
h0,(1768.89,29.8,0),5.6,933
h0,(1763.3,29.8,0),5.64,934
h0,(1757.72,29.8,0),5.6,935
h0,(1752.16,29.8,0),5.53,936
h0,(1746.57,29.8,0),5.58,937
h0,(1740.98,29.8,0),5.57,938
h0,(1735.38,29.8,0),5.6,939
h0,(1729.79,29.8,0),5.6,940
h0,(1724.21,29.8,0),5.63,941
h0,(1718.62,29.8,0),5.6,942
h0,(1713.05,29.8,0),5.57,943
h0,(1707.44,29.8,0),5.65,944
h0,(1701.85,29.8,0),5.68,945
h0,(1696.28,29.8,0),5.52,946
h0,(1690.68,29.8,0),5.54,947
h0,(1685.01,26.6,0),6.04,948
h0,(1677.92,26.6,0),7.95,949
h0,(1668.79,26.6,0),10.09,950
h0,(1657.68,26.6,0),11.88,951
h0,(1644.81,26.6,0),13.7,952
h0,(1630.04,26.6,0),15.62,953
h0,(1613.36,26.6,0),17.58,954
h0,(1594.68,26.6,0),19.46,955
h0,(1574.09,26.6,0),21.52,956
h0,(1551.99,26.6,0),21.92,957
h0,(1530.6,26.6,0),20.95,958
h0,(1510.27,26.6,0),20.07,959
h0,(1490.67,26.6,0),19.25,960
h0,(1471.75,26.6,0),18.64,961
h0,(1453.48,26.6,0),18.02,962
h0,(1435.73,26.6,0),17.5,963
h0,(1418.44,26.6,0),17.13,964
h0,(1401.53,26.6,0),16.73,965
h0,(1384.99,26.6,0),16.4,966
h0,(1368.63,26.6,0),16.25,967
h0,(1352.12,29.8,0),16.83,968
h0,(1335.59,29.8,0),16.77,969
h0,(1319.02,29.8,0),16.88,970
h0,(1302.5,29.8,0),16.41,971
h0,(1285.98,29.8,0),16.4,972
h0,(1269.7,29.8,0),15.76,973
h0,(1254.6,29.8,0),14.61,974
h0,(1240.59,29.8,0),13.61,975
h0,(1227.55,29.8,0),12.65,976
h0,(1215.28,29.8,0),12.02,977
h0,(1203.62,29.8,0),11.51,978
h0,(1192.44,29.8,0),10.97,979
h0,(1181.66,29.8,0),10.62,980
h0,(1171.17,29.8,0),10.45,981
h0,(1160.9,29.8,0),10.25,982
h0,(1150.77,29.8,0),10.01,983
h0,(1140.74,29.8,0),10.08,984
h0,(1130.78,29.8,0),9.93,985
h0,(1120.89,29.8,0),9.91,986
h0,(1111.1,29.8,0),9.68,987
h0,(1101.31,29.8,0),9.73,988
h0,(1091.55,29.8,0),9.8,989
h0,(1081.8,29.8,0),9.69,990
h0,(1072.06,29.8,0),9.72,991
h0,(1062.37,29.8,0),9.72,992
h0,(1052.63,29.8,0),9.82,993
h0,(1042.93,29.8,0),9.8,994
h0,(1032.63,26.6,0),11.11,995
h0,(1020.49,26.6,0),13.03,996
h0,(1006.38,26.6,0),14.92,997
h0,(990.352,26.6,0),16.94,998
h0,(972.688,26.6,0),17.74,999
h0,(954.872,26.6,0),17.84,1000
h0,(937.025,26.6,0),17.87,1001
h0,(919.188,26.6,0),17.79,1002
h0,(901.345,26.6,0),17.86,1003
h0,(883.471,26.6,0),17.86,1004
h0,(865.621,26.6,0),17.78,1005
h0,(847.789,26.6,0),17.86,1006
h0,(829.925,26.6,0),17.84,1007
h0,(812.061,26.6,0),17.86,1008
h0,(794.205,26.6,0),17.91,1009
h0,(776.31,26.6,0),17.94,1010
h0,(758.464,26.6,0),17.87,1011
h0,(740.619,26.6,0),17.87,1012
h0,(722.751,26.6,0),17.85,1013
h0,(704.9,26.6,0),17.85,1014
h0,(687.02,26.6,0),17.86,1015
h0,(669.14,26.6,0),17.84,1016
h0,(651.276,26.6,0),17.89,1017
h0,(633.432,26.6,0),17.89,1018
h0,(615.609,26.6,0),17.84,1019
h0,(597.723,26.6,0),17.93,1020
h0,(579.878,26.6,0),17.98,1021
h0,(562.036,26.6,0),17.83,1022
h0,(544.189,26.6,0),17.83,1023
h0,(526.336,26.6,0),17.88,1024
h0,(508.561,26.6,0),17.91,1025
h0,(490.708,26.6,0),17.78,1026
h0,(472.855,26.6,0),17.93,1027
h0,(455.041,26.6,0),17.79,1028
h0,(437.202,26.6,0),17.79,1029
h0,(419.354,26.6,0),17.89,1030
h0,(401.498,26.6,0),17.89,1031
h0,(383.617,26.6,0),17.84,1032
h0,(365.747,26.6,0),17.86,1033
