LOS,a,window_size,loss_func,alpha,PD_mean,FAR_mean,Youden_index
D,0.20000000000000018,15,mse,0.2,0.8397695038931318,0.16420056937170577,0.675568934521426
D,0.10000000000000009,15,mse,0.2,0.844706087777084,0.16916148326644692,0.675544604510637
D,0.0,15,mse,0.2,0.8480105610815575,0.17262432979746925,0.6753862312840883
D,0.20000000000000018,20,huber,0.5,0.8444231835468113,0.16999227784343338,0.6744309057033779
D,-0.09999999999999987,15,mse,0.2,0.8510769391479356,0.17679199922402794,0.6742849399239077
D,0.30000000000000027,15,mse,0.2,0.8322925364161644,0.1584279676494537,0.6738645687667107
D,0.30000000000000027,20,huber,0.5,0.8364938906175186,0.16341685146051071,0.6730770391570078
D,0.20000000000000018,15,hausdorff,0.2,0.8279683370933723,0.15506402972378988,0.6729043073695824
D,0.20000000000000018,15,mae,0.2,0.8279683370933723,0.15506402972378988,0.6729043073695824
D,0.20000000000000018,15,rmse,0.2,0.8279683370933723,0.15506402972378988,0.6729043073695824
D,-0.19999999999999996,15,mse,0.2,0.8517984398694363,0.1789374648396346,0.6728609750298017
D,0.10000000000000009,20,huber,0.5,0.8502472133182095,0.1779353098986053,0.6723119034196042
D,0.30000000000000027,15,rmse,0.2,0.8212135713912382,0.14908521705774155,0.6721283543334966
D,0.30000000000000027,15,hausdorff,0.2,0.8212135713912382,0.14908521705774155,0.6721283543334966
D,0.30000000000000027,15,mae,0.2,0.8212135713912382,0.14908521705774155,0.6721283543334966
D,0.10000000000000009,15,mae,0.2,0.831583055708091,0.15961891254275645,0.6719641431653345
D,0.10000000000000009,15,rmse,0.2,0.831583055708091,0.15961891254275645,0.6719641431653345
D,0.10000000000000009,15,hausdorff,0.2,0.831583055708091,0.15961891254275645,0.6719641431653345
D,0.0,15,hausdorff,0.2,0.832737456862492,0.16138430137765078,0.6713531554848412
D,0.0,15,rmse,0.2,0.832737456862492,0.16138430137765078,0.6713531554848412
D,0.0,15,mae,0.2,0.832737456862492,0.16138430137765078,0.6713531554848412
D,0.10000000000000009,20,huber,0.4,0.8306281826943944,0.15950228327346028,0.6711258994209341
D,0.40000000000000036,15,hausdorff,0.2,0.8129011236051061,0.1422484228477171,0.670652700757389
D,0.40000000000000036,15,mae,0.2,0.8129011236051061,0.1422484228477171,0.670652700757389
D,0.40000000000000036,15,rmse,0.2,0.8129011236051061,0.1422484228477171,0.670652700757389
D,0.20000000000000018,20,huber,0.4,0.8234131754793871,0.15315945124099267,0.6702537242383944
D,0.30000000000000027,20,huber,0.6000000000000001,0.8462102269128021,0.17598205052934077,0.6702281763834613
D,0.0,20,huber,0.5,0.8512573143283106,0.1811267120969255,0.6701306022313851
D,-0.09999999999999987,15,mae,0.2,0.8338918580168933,0.16387568643678846,0.6700161715801047
D,-0.09999999999999987,15,rmse,0.2,0.8338918580168933,0.16387568643678846,0.6700161715801047
