Local Date,Time,LOS
19/02/2024,04:00:00,A
20/02/2024,04:00:00,A
21/02/2024,04:00:00,A
22/02/2024,04:00:00,A
23/02/2024,04:00:00,A
24/02/2024,04:00:00,A
25/02/2024,04:00:00,A
26/02/2024,04:00:00,A
27/02/2024,04:00:00,A
28/02/2024,04:00:00,A
29/02/2024,04:00:00,A
01/02/2024,05:00:00,A
02/02/2024,05:00:00,A
03/02/2024,05:00:00,A
04/02/2024,05:00:00,A
05/02/2024,05:00:00,A
06/02/2024,05:00:00,A
07/02/2024,05:00:00,A
08/02/2024,05:00:00,A
09/02/2024,05:00:00,A
10/02/2024,05:00:00,A
11/02/2024,05:00:00,A
12/02/2024,05:00:00,A
13/02/2024,05:00:00,A
14/02/2024,05:00:00,A
15/02/2024,05:00:00,A
16/02/2024,05:00:00,A
17/02/2024,05:00:00,A
18/02/2024,05:00:00,A
19/02/2024,05:00:00,A
20/02/2024,05:00:00,A
21/02/2024,05:00:00,A
22/02/2024,05:00:00,A
23/02/2024,05:00:00,A
24/02/2024,05:00:00,A
25/02/2024,05:00:00,A
26/02/2024,05:00:00,A
27/02/2024,05:00:00,A
28/02/2024,05:00:00,A
29/02/2024,05:00:00,A
01/02/2024,06:00:00,B
02/02/2024,06:00:00,B
03/02/2024,06:00:00,A
04/02/2024,06:00:00,A
05/02/2024,06:00:00,B
06/02/2024,06:00:00,B
07/02/2024,06:00:00,A
08/02/2024,06:00:00,A
09/02/2024,06:00:00,B
10/02/2024,06:00:00,A
11/02/2024,06:00:00,A
12/02/2024,06:00:00,B
13/02/2024,06:00:00,B
14/02/2024,06:00:00,A
15/02/2024,06:00:00,A
16/02/2024,06:00:00,A
17/02/2024,06:00:00,A
18/02/2024,06:00:00,A
19/02/2024,06:00:00,B
20/02/2024,06:00:00,B
21/02/2024,06:00:00,A
22/02/2024,06:00:00,A
23/02/2024,06:00:00,A
24/02/2024,06:00:00,A
25/02/2024,06:00:00,A
26/02/2024,06:00:00,B
27/02/2024,06:00:00,B
28/02/2024,06:00:00,B
29/02/2024,06:00:00,B
01/02/2024,07:00:00,C
02/02/2024,07:00:00,C
03/02/2024,07:00:00,A
04/02/2024,07:00:00,A
05/02/2024,07:00:00,C
06/02/2024,07:00:00,C
07/02/2024,07:00:00,C
08/02/2024,07:00:00,C
09/02/2024,07:00:00,C
10/02/2024,07:00:00,A
11/02/2024,07:00:00,A
12/02/2024,07:00:00,C
13/02/2024,07:00:00,C
14/02/2024,07:00:00,C
15/02/2024,07:00:00,C
16/02/2024,07:00:00,C
17/02/2024,07:00:00,A
18/02/2024,07:00:00,A
19/02/2024,07:00:00,C
20/02/2024,07:00:00,C
21/02/2024,07:00:00,C
22/02/2024,07:00:00,C
23/02/2024,07:00:00,B
24/02/2024,07:00:00,A
25/02/2024,07:00:00,A
26/02/2024,07:00:00,C
27/02/2024,07:00:00,C
28/02/2024,07:00:00,C
29/02/2024,07:00:00,C
01/02/2024,08:00:00,C
02/02/2024,08:00:00,C
03/02/2024,08:00:00,A
04/02/2024,08:00:00,A
05/02/2024,08:00:00,C
06/02/2024,08:00:00,C
07/02/2024,08:00:00,C
08/02/2024,08:00:00,C
09/02/2024,08:00:00,C
10/02/2024,08:00:00,A
11/02/2024,08:00:00,A
12/02/2024,08:00:00,C
13/02/2024,08:00:00,C
14/02/2024,08:00:00,C
15/02/2024,08:00:00,C
16/02/2024,08:00:00,C
17/02/2024,08:00:00,A
18/02/2024,08:00:00,A
19/02/2024,08:00:00,C
20/02/2024,08:00:00,C
21/02/2024,08:00:00,C
22/02/2024,08:00:00,C
23/02/2024,08:00:00,C
24/02/2024,08:00:00,A
25/02/2024,08:00:00,A
26/02/2024,08:00:00,C
27/02/2024,08:00:00,C
28/02/2024,08:00:00,C
29/02/2024,08:00:00,C
01/02/2024,09:00:00,B
02/02/2024,09:00:00,B
03/02/2024,09:00:00,B
04/02/2024,09:00:00,A
05/02/2024,09:00:00,B
06/02/2024,09:00:00,B
07/02/2024,09:00:00,C
08/02/2024,09:00:00,B
09/02/2024,09:00:00,C
10/02/2024,09:00:00,B
11/02/2024,09:00:00,A
12/02/2024,09:00:00,B
13/02/2024,09:00:00,C
14/02/2024,09:00:00,B
15/02/2024,09:00:00,C
16/02/2024,09:00:00,B
17/02/2024,09:00:00,B
18/02/2024,09:00:00,A
19/02/2024,09:00:00,B
20/02/2024,09:00:00,B
21/02/2024,09:00:00,B
22/02/2024,09:00:00,B
23/02/2024,09:00:00,C
24/02/2024,09:00:00,B
25/02/2024,09:00:00,A
26/02/2024,09:00:00,B
27/02/2024,09:00:00,B
28/02/2024,09:00:00,B
29/02/2024,09:00:00,B
01/02/2024,10:00:00,B
02/02/2024,10:00:00,B
03/02/2024,10:00:00,B
04/02/2024,10:00:00,A
05/02/2024,10:00:00,B
06/02/2024,10:00:00,B
07/02/2024,10:00:00,B
08/02/2024,10:00:00,B
09/02/2024,10:00:00,C
10/02/2024,10:00:00,B
11/02/2024,10:00:00,B
12/02/2024,10:00:00,B
13/02/2024,10:00:00,B
14/02/2024,10:00:00,B
15/02/2024,10:00:00,B
16/02/2024,10:00:00,B
17/02/2024,10:00:00,B
18/02/2024,10:00:00,B
19/02/2024,10:00:00,B
20/02/2024,10:00:00,B
21/02/2024,10:00:00,B
22/02/2024,10:00:00,B
23/02/2024,10:00:00,C
24/02/2024,10:00:00,B
25/02/2024,10:00:00,B
26/02/2024,10:00:00,B
27/02/2024,10:00:00,B
28/02/2024,10:00:00,B
29/02/2024,10:00:00,B
01/02/2024,11:00:00,B
02/02/2024,11:00:00,C
03/02/2024,11:00:00,B
04/02/2024,11:00:00,B
05/02/2024,11:00:00,B
06/02/2024,11:00:00,B
07/02/2024,11:00:00,B
08/02/2024,11:00:00,B
09/02/2024,11:00:00,C
10/02/2024,11:00:00,B
11/02/2024,11:00:00,B
12/02/2024,11:00:00,B
13/02/2024,11:00:00,B
14/02/2024,11:00:00,B
15/02/2024,11:00:00,B
16/02/2024,11:00:00,C
17/02/2024,11:00:00,B
18/02/2024,11:00:00,B
19/02/2024,11:00:00,B
20/02/2024,11:00:00,B
21/02/2024,11:00:00,B
22/02/2024,11:00:00,B
23/02/2024,11:00:00,C
24/02/2024,11:00:00,B
25/02/2024,11:00:00,B
26/02/2024,11:00:00,B
27/02/2024,11:00:00,B
28/02/2024,11:00:00,B
29/02/2024,11:00:00,B
01/02/2024,12:00:00,B
02/02/2024,12:00:00,B
03/02/2024,12:00:00,B
04/02/2024,12:00:00,B
05/02/2024,12:00:00,B
06/02/2024,12:00:00,B
07/02/2024,12:00:00,B
08/02/2024,12:00:00,B
09/02/2024,12:00:00,C
10/02/2024,12:00:00,B
11/02/2024,12:00:00,B
12/02/2024,12:00:00,B
13/02/2024,12:00:00,B
14/02/2024,12:00:00,B
15/02/2024,12:00:00,B
16/02/2024,12:00:00,C
17/02/2024,12:00:00,B
18/02/2024,12:00:00,B
19/02/2024,12:00:00,B
20/02/2024,12:00:00,B
21/02/2024,12:00:00,B
22/02/2024,12:00:00,B
23/02/2024,12:00:00,C
24/02/2024,12:00:00,B
25/02/2024,12:00:00,B
26/02/2024,12:00:00,B
27/02/2024,12:00:00,B
28/02/2024,12:00:00,B
29/02/2024,12:00:00,B
01/02/2024,13:00:00,B
02/02/2024,13:00:00,B
03/02/2024,13:00:00,B
04/02/2024,13:00:00,B
05/02/2024,13:00:00,B
06/02/2024,13:00:00,B
07/02/2024,13:00:00,B
08/02/2024,13:00:00,B
09/02/2024,13:00:00,C
10/02/2024,13:00:00,B
11/02/2024,13:00:00,B
12/02/2024,13:00:00,B
13/02/2024,13:00:00,B
14/02/2024,13:00:00,B
15/02/2024,13:00:00,B
16/02/2024,13:00:00,C
17/02/2024,13:00:00,B
18/02/2024,13:00:00,B
19/02/2024,13:00:00,B
20/02/2024,13:00:00,B
21/02/2024,13:00:00,B
22/02/2024,13:00:00,B
23/02/2024,13:00:00,C
24/02/2024,13:00:00,B
25/02/2024,13:00:00,B
26/02/2024,13:00:00,B
27/02/2024,13:00:00,B
28/02/2024,13:00:00,B
29/02/2024,13:00:00,B
01/02/2024,14:00:00,B
02/02/2024,14:00:00,C
03/02/2024,14:00:00,B
04/02/2024,14:00:00,B
05/02/2024,14:00:00,B
06/02/2024,14:00:00,B
07/02/2024,14:00:00,B
08/02/2024,14:00:00,B
09/02/2024,14:00:00,C
10/02/2024,14:00:00,B
11/02/2024,14:00:00,B
12/02/2024,14:00:00,B
13/02/2024,14:00:00,B
14/02/2024,14:00:00,B
15/02/2024,14:00:00,B
16/02/2024,14:00:00,C
17/02/2024,14:00:00,B
18/02/2024,14:00:00,B
19/02/2024,14:00:00,B
20/02/2024,14:00:00,B
21/02/2024,14:00:00,B
22/02/2024,14:00:00,B
23/02/2024,14:00:00,C
24/02/2024,14:00:00,B
25/02/2024,14:00:00,B
26/02/2024,14:00:00,B
27/02/2024,14:00:00,C
28/02/2024,14:00:00,B
29/02/2024,14:00:00,B
01/02/2024,15:00:00,B
02/02/2024,15:00:00,B
03/02/2024,15:00:00,B
04/02/2024,15:00:00,A
05/02/2024,15:00:00,B
06/02/2024,15:00:00,B
07/02/2024,15:00:00,B
08/02/2024,15:00:00,B
09/02/2024,15:00:00,B
10/02/2024,15:00:00,B
11/02/2024,15:00:00,B
12/02/2024,15:00:00,B
13/02/2024,15:00:00,B
14/02/2024,15:00:00,B
15/02/2024,15:00:00,B
16/02/2024,15:00:00,C
17/02/2024,15:00:00,A
18/02/2024,15:00:00,B
19/02/2024,15:00:00,B
20/02/2024,15:00:00,B
21/02/2024,15:00:00,B
22/02/2024,15:00:00,B
23/02/2024,15:00:00,B
24/02/2024,15:00:00,A
25/02/2024,15:00:00,B
26/02/2024,15:00:00,B
27/02/2024,15:00:00,B
28/02/2024,15:00:00,B
29/02/2024,15:00:00,B
01/02/2024,16:00:00,B
02/02/2024,16:00:00,B
03/02/2024,16:00:00,B
04/02/2024,16:00:00,B
05/02/2024,16:00:00,B
06/02/2024,16:00:00,B
07/02/2024,16:00:00,B
08/02/2024,16:00:00,B
09/02/2024,16:00:00,B
10/02/2024,16:00:00,B
11/02/2024,16:00:00,B
12/02/2024,16:00:00,B
13/02/2024,16:00:00,B
14/02/2024,16:00:00,B
15/02/2024,16:00:00,B
16/02/2024,16:00:00,C
17/02/2024,16:00:00,B
18/02/2024,16:00:00,B
19/02/2024,16:00:00,B
20/02/2024,16:00:00,B
21/02/2024,16:00:00,B
22/02/2024,16:00:00,B
23/02/2024,16:00:00,B
24/02/2024,16:00:00,B
25/02/2024,16:00:00,B
26/02/2024,16:00:00,B
27/02/2024,16:00:00,B
28/02/2024,16:00:00,B
29/02/2024,16:00:00,B
01/02/2024,17:00:00,B
02/02/2024,17:00:00,B
03/02/2024,17:00:00,B
04/02/2024,17:00:00,A
05/02/2024,17:00:00,B
06/02/2024,17:00:00,B
07/02/2024,17:00:00,B
08/02/2024,17:00:00,B
09/02/2024,17:00:00,B
10/02/2024,17:00:00,A
11/02/2024,17:00:00,A
12/02/2024,17:00:00,B
13/02/2024,17:00:00,B
14/02/2024,17:00:00,B
15/02/2024,17:00:00,B
16/02/2024,17:00:00,C
17/02/2024,17:00:00,B
18/02/2024,17:00:00,A
19/02/2024,17:00:00,B
20/02/2024,17:00:00,B
21/02/2024,17:00:00,B
22/02/2024,17:00:00,B
23/02/2024,17:00:00,B
24/02/2024,17:00:00,A
25/02/2024,17:00:00,A
26/02/2024,17:00:00,B
27/02/2024,17:00:00,B
28/02/2024,17:00:00,B
29/02/2024,17:00:00,B
01/02/2024,18:00:00,B
02/02/2024,18:00:00,B
03/02/2024,18:00:00,B
04/02/2024,18:00:00,A
05/02/2024,18:00:00,B
06/02/2024,18:00:00,B
07/02/2024,18:00:00,B
08/02/2024,18:00:00,A
09/02/2024,18:00:00,B
10/02/2024,18:00:00,A
11/02/2024,18:00:00,A
12/02/2024,18:00:00,B
13/02/2024,18:00:00,B
14/02/2024,18:00:00,B
15/02/2024,18:00:00,B
16/02/2024,18:00:00,B
17/02/2024,18:00:00,A
18/02/2024,18:00:00,A
19/02/2024,18:00:00,A
20/02/2024,18:00:00,B
21/02/2024,18:00:00,A
22/02/2024,18:00:00,B
23/02/2024,18:00:00,A
24/02/2024,18:00:00,A
25/02/2024,18:00:00,A
26/02/2024,18:00:00,A
27/02/2024,18:00:00,B
28/02/2024,18:00:00,B
29/02/2024,18:00:00,B
01/02/2024,19:00:00,A
02/02/2024,19:00:00,A
03/02/2024,19:00:00,A
04/02/2024,19:00:00,A
05/02/2024,19:00:00,A
06/02/2024,19:00:00,A
07/02/2024,19:00:00,A
08/02/2024,19:00:00,A
09/02/2024,19:00:00,A
10/02/2024,19:00:00,A
11/02/2024,19:00:00,A
12/02/2024,19:00:00,A
13/02/2024,19:00:00,A
14/02/2024,19:00:00,A
15/02/2024,19:00:00,A
16/02/2024,19:00:00,A
17/02/2024,19:00:00,A
18/02/2024,19:00:00,A
19/02/2024,19:00:00,A
20/02/2024,19:00:00,A
21/02/2024,19:00:00,A
22/02/2024,19:00:00,A
23/02/2024,19:00:00,A
24/02/2024,19:00:00,A
25/02/2024,19:00:00,A
26/02/2024,19:00:00,A
27/02/2024,19:00:00,A
28/02/2024,19:00:00,A
29/02/2024,19:00:00,A
01/02/2024,20:00:00,A
02/02/2024,20:00:00,A
03/02/2024,20:00:00,A
04/02/2024,20:00:00,A
05/02/2024,20:00:00,A
06/02/2024,20:00:00,A
07/02/2024,20:00:00,A
08/02/2024,20:00:00,A
09/02/2024,20:00:00,A
10/02/2024,20:00:00,A
11/02/2024,20:00:00,A
12/02/2024,20:00:00,A
13/02/2024,20:00:00,A
14/02/2024,20:00:00,A
15/02/2024,20:00:00,A
16/02/2024,20:00:00,A
17/02/2024,20:00:00,A
18/02/2024,20:00:00,A
19/02/2024,20:00:00,A
20/02/2024,20:00:00,A
21/02/2024,20:00:00,A
22/02/2024,20:00:00,A
23/02/2024,20:00:00,A
24/02/2024,20:00:00,A
25/02/2024,20:00:00,A
26/02/2024,20:00:00,A
27/02/2024,20:00:00,A
28/02/2024,20:00:00,A
29/02/2024,20:00:00,A
01/02/2024,21:00:00,A
02/02/2024,21:00:00,A
03/02/2024,21:00:00,A
04/02/2024,21:00:00,A
05/02/2024,21:00:00,A
06/02/2024,21:00:00,A
07/02/2024,21:00:00,A
08/02/2024,21:00:00,A
09/02/2024,21:00:00,A
10/02/2024,21:00:00,A
11/02/2024,21:00:00,A
12/02/2024,21:00:00,A
13/02/2024,21:00:00,A
14/02/2024,21:00:00,A
15/02/2024,21:00:00,A
16/02/2024,21:00:00,A
17/02/2024,21:00:00,A
18/02/2024,21:00:00,A
19/02/2024,21:00:00,A
20/02/2024,21:00:00,A
21/02/2024,21:00:00,A
22/02/2024,21:00:00,A
23/02/2024,21:00:00,A
24/02/2024,21:00:00,A
25/02/2024,21:00:00,A
26/02/2024,21:00:00,A
27/02/2024,21:00:00,A
28/02/2024,21:00:00,A
29/02/2024,21:00:00,A
01/02/2024,22:00:00,A
02/02/2024,22:00:00,A
03/02/2024,22:00:00,A
04/02/2024,22:00:00,A
05/02/2024,22:00:00,A
06/02/2024,22:00:00,A
07/02/2024,22:00:00,A
08/02/2024,22:00:00,A
09/02/2024,22:00:00,A
10/02/2024,22:00:00,A
11/02/2024,22:00:00,A
12/02/2024,22:00:00,A
13/02/2024,22:00:00,A
14/02/2024,22:00:00,A
15/02/2024,22:00:00,A
16/02/2024,22:00:00,A
17/02/2024,22:00:00,A
18/02/2024,22:00:00,A
19/02/2024,22:00:00,A
20/02/2024,22:00:00,A
21/02/2024,22:00:00,A
22/02/2024,22:00:00,A
23/02/2024,22:00:00,A
24/02/2024,22:00:00,A
25/02/2024,22:00:00,A
26/02/2024,22:00:00,A
27/02/2024,22:00:00,A
28/02/2024,22:00:00,A
29/02/2024,22:00:00,A
01/02/2024,23:00:00,A
02/02/2024,23:00:00,A
03/02/2024,23:00:00,A
04/02/2024,23:00:00,A
05/02/2024,23:00:00,A
06/02/2024,23:00:00,A
07/02/2024,23:00:00,A
08/02/2024,23:00:00,A
09/02/2024,23:00:00,A
10/02/2024,23:00:00,A
11/02/2024,23:00:00,A
12/02/2024,23:00:00,A
13/02/2024,23:00:00,A
14/02/2024,23:00:00,A
15/02/2024,23:00:00,A
16/02/2024,23:00:00,A
17/02/2024,23:00:00,A
18/02/2024,23:00:00,A
19/02/2024,23:00:00,A
20/02/2024,23:00:00,A
21/02/2024,23:00:00,A
22/02/2024,23:00:00,A
23/02/2024,23:00:00,A
24/02/2024,23:00:00,A
25/02/2024,23:00:00,A
26/02/2024,23:00:00,A
27/02/2024,23:00:00,A
28/02/2024,23:00:00,A
29/02/2024,23:00:00,A
