LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900.0,15.5,14.4697,19.3758,5.6788,61.0061,69.7641,18.9748,0.5485,0.775,0.3088,1.5178
B,900.0,15.5,13.8,37.1727,6.803,70.3,66.349,32.4779,0.3986,0.7415,0.3935,1.9488
C,900.0,15.5,13.5636,35.7273,7.1394,68.2212,65.7493,32.2958,0.3944,0.7273,0.3898,1.8991
D,900.0,15.5,12.5515,59.6152,8.303,84.6667,59.9942,44.711,0.2384,0.6825,0.4731,2.5081
E,899.7143,15.2143,8.539,50.7955,11.4253,115.8799,41.6775,33.0608,0.1469,0.6477,0.3448,2.8327
