h0,94.2871,901.000291314508,1
h0,101.628,902.000243338996,1
h0,106.573,903.00023435549,1
h0,109.162,904.000238364124,1
h0,109.518,905.000242365312,1
h0,107.622,906.000246358988,1
h0,103.75,907.000237346074,1
h0,97.8587,908.000241326421,1
h0,90.27,909.000245301108,1
h0,83.609,910.000236278889,1
h0,78.1619,911.00024026072,1
h0,73.8021,912.000244246177,1
h0,70.3598,913.000235234695,1
h0,67.7111,914.00023922586,1
h0,65.6943,915.000243219133,1
h0,64.1814,916.000234214086,1
h0,63.0339,917.000238210259,1
h0,62.1885,918.000242207438,1
h0,61.5994,919.000246205473,1
h0,61.1577,920.000237204,1
h0,60.8056,921.000241202826,1
h0,60.5572,922.000245201997,1
h0,60.3507,923.000236201308,1
h0,60.2025,924.000240200814,1
h0,60.1039,925.000244200485,1
h0,60.0582,926.000235200333,1
h0,60.0446,927.000239200287,1
h0,60.0003,928.00024320014,1
h0,59.9828,929.000234200081,1
h0,59.9905,930.000238200107,1
h0,59.9765,931.00024220006,1
h0,59.9768,932.000246200061,1
h0,59.9937,933.000237200117,1
h0,59.9409,934.000241199941,1
h0,59.9515,935.000245199977,1
h0,59.9737,936.000236200051,1
h0,59.9607,937.000240200007,1
h0,59.9402,938.000244199939,1
h0,59.9479,939.000235199965,1
h0,59.9456,940.000239199957,1
h0,59.9498,941.000243199971,1
h0,59.9437,942.000234199951,1
h0,59.9447,943.000238199954,1
h0,59.9648,944.000242200021,1
h0,59.9662,945.000246200026,1
h0,59.9409,946.000237199941,1
h0,59.943,947.000241199948,1
h0,59.9327,948.000245199914,1
h0,59.9079,949.000236199831,1
h0,59.9249,950.000240199888,1
h0,59.9453,951.000244199956,1
h0,59.9493,952.000235199969,1
h0,59.9626,953.000239200014,1
h0,59.9924,954.000243200113,1
h0,59.8888,955.000234199768,1
h0,59.8495,956.000238199636,1
h0,59.8408,957.000242199607,1
h0,59.8634,958.000246199683,1
h0,59.8282,959.000237199566,1
h0,59.8058,960.000241199491,1
h0,59.8069,961.000245199494,1
h0,59.8034,962.000236199483,1
h0,59.8017,963.000240199477,1
h0,59.9091,964.000244199835,1
h0,59.9303,965.000235199906,1
h0,59.9181,966.000239199865,1
h0,59.9056,967.000243199823,1
h0,59.941,968.000234199942,1
h0,59.9332,969.000238199916,1
h0,59.9242,970.000242199886,1
h0,59.9296,971.000246199904,1
h0,59.9245,972.000237199887,1
h0,59.9163,973.000241199859,1
h0,59.9494,974.00024519997,1
h0,59.9381,975.000236199932,1
h0,59.9456,976.000240199957,1
h0,59.9496,977.00024419997,1
h0,59.9632,978.000235200016,1
h0,59.9757,979.000239200058,1
h0,59.9807,980.000243200074,1
h0,59.9897,981.000234200104,1
h0,60.0036,982.000238200151,1
h0,59.9712,983.000242200042,1
h0,59.961,984.000246200008,1
h0,59.9247,985.000237199887,1
h0,59.912,986.000241199845,1
h0,59.9176,987.000245199864,1
h0,59.9323,988.000236199913,1
h0,59.9772,989.000240200063,1
h0,59.9298,990.000244199904,1
h0,59.8999,991.000235199804,1
h0,59.9208,992.000239199874,1
h0,59.9315,993.00024319991,1
h0,59.9018,994.000234199811,1
h0,59.9026,995.000238199814,1
h0,59.9121,996.000242199845,1
h0,59.907,997.000246199828,1
h0,59.8769,998.000237199728,1
h0,59.8778,999.000241199731,1
h0,59.8758,1000.000245199724,1
h0,59.8444,1001.000236199619,1
h0,59.8564,1002.00024019966,1
h0,59.8827,1003.000244199747,1
h0,59.9031,1004.000235199815,1
h0,59.9166,1005.00023919986,1
h0,59.9058,1006.000243199824,1
h0,59.8487,1007.000234199634,1
h0,59.8781,1008.000238199732,1
h0,59.8946,1009.000242199787,1
h0,59.9255,1010.00024619989,1
h0,59.9417,1011.000237199944,1
h0,59.9485,1012.000241199967,1
h0,59.9491,1013.000245199969,1
h0,59.9274,1014.000236199896,1
h0,59.92,1015.000240199872,1
h0,59.9271,1016.000244199895,1
h0,59.9323,1017.000235199913,1
h0,59.8905,1018.000239199773,1
h0,59.8271,1019.000243199562,1
h0,59.713,1020.000234199181,1
h0,59.5544,1021.000238198652,1
h0,59.3609,1022.000242198007,1
h0,59.7417,1023.000246199277,1
h0,60.7543,1024.000237202654,1
h0,61.5815,1025.000241205414,1
h0,62.1064,1026.000245207165,1
h0,62.3618,1027.000236208017,1
h0,62.3945,1028.000240208126,1
h0,62.2496,1029.000244207642,1
h0,61.9836,1030.000235206755,1
h0,61.5873,1031.000239205433,1
