LOS,a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
D,-0.19999999999999996,15,mse,0.1,0.95,0.08918156560836461,0.8608184343916353
D,1.4000000000000004,20,huber,0.5,0.9,0.05970149253731343,0.8402985074626866
D,1.3000000000000003,20,huber,0.4,0.9047619047619048,0.06552833899517253,0.8392335657667322
D,-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.11439459303997698,0.8379863593409753
D,0.6000000000000001,20,huber,0.4,0.9523809523809523,0.11592523941921533,0.836455712961737
D,1.3000000000000003,20,huber,0.5,0.9047619047619048,0.06837606837606838,0.8363858363858364
D,0.8000000000000003,20,huber,0.5,0.95,0.11708804415561293,0.832911955844387
D,0.5,20,huber,0.4,0.9523809523809523,0.12058579144162859,0.8317951609393237
D,1.3000000000000003,20,huber,0.8,0.9047619047619048,0.07459036439227196,0.8301715403696328
D,1.2000000000000002,20,huber,0.4,0.9047619047619048,0.07517144788950063,0.8295904568724042
D,1.3000000000000003,20,huber,0.7000000000000001,0.9047619047619048,0.07537025765875431,0.8293916471031505
D,0.40000000000000036,20,huber,0.4,0.9523809523809523,0.12618310482087572,0.8261978475600766
D,0.8000000000000003,20,huber,0.6000000000000001,0.9523809523809523,0.12618310482087572,0.8261978475600766
D,0.7000000000000002,20,huber,0.5,0.9523809523809523,0.12637628554143981,0.8260046668395125
D,1.3000000000000003,20,huber,0.6000000000000001,0.9047619047619048,0.07890020750801735,0.8258616972538875
D,-0.19999999999999996,20,mse,0.1,0.9523809523809523,0.1274661508704062,0.8249148015105461
D,1.2000000000000002,20,huber,0.5,0.9047619047619048,0.08052749719416386,0.8242344075677409
D,1.6,20,huber,0.4,0.8571428571428571,0.03293575494714014,0.8242071021957169
D,-0.09999999999999987,20,mse,0.1,0.95,0.1274661508704062,0.8225338491295937
D,1.6,20,huber,0.5,0.8571428571428571,0.03519091847265222,0.8219519386702049
D,1.1,20,huber,0.4,0.9047619047619048,0.08333333333333333,0.8214285714285714
D,0.8000000000000003,20,huber,0.7000000000000001,0.95,0.12910943046766477,0.8208905695323352
D,1.2000000000000002,20,huber,0.6000000000000001,0.9047619047619048,0.08446678905206942,0.8202951157098354
D,1.2000000000000002,20,huber,0.8,0.9047619047619048,0.0851063829787234,0.8196555217831814
D,1.2000000000000002,20,huber,0.7000000000000001,0.9047619047619048,0.08631783930234527,0.8184440654595595
D,0.8000000000000003,20,huber,0.9,0.95,0.13178294573643412,0.8182170542635658
D,1.1,20,huber,0.5,0.9047619047619048,0.08759124087591241,0.8171706638859924
D,1.0,20,huber,0.4,0.9047619047619048,0.08761005342764693,0.8171518513342578
D,0.30000000000000027,20,huber,0.4,0.9523809523809523,0.13596411743385284,0.8164168349470995
D,0.10000000000000009,15,mse,0.1,0.9047619047619048,0.08839278273189433,0.8163691220300104
D,0.20000000000000018,15,mse,0.1,0.9047619047619048,0.08839278273189433,0.8163691220300104
D,0.0,15,mse,0.1,0.9047619047619048,0.08839278273189433,0.8163691220300104
D,-0.09999999999999987,15,mse,0.1,0.9047619047619048,0.08918156560836461,0.8155803391535401
D,0.6000000000000001,20,huber,0.5,0.9523809523809523,0.13682147946625212,0.8155594729147002
D,0.7000000000000002,20,huber,0.6000000000000001,0.9523809523809523,0.13692445547284257,0.8154564969081097
D,0.20000000000000018,20,huber,0.4,0.9523809523809523,0.13879791947601616,0.8135830329049362
D,0.0,20,huber,0.30000000000000004,0.9047619047619048,0.09122919334186941,0.8135327114200354
D,0.20000000000000018,20,huber,0.30000000000000004,0.9047619047619048,0.09122919334186941,0.8135327114200354
D,-0.09999999999999987,20,huber,0.30000000000000004,0.9047619047619048,0.09122919334186941,0.8135327114200354
D,-0.19999999999999996,20,huber,0.30000000000000004,0.9047619047619048,0.09122919334186941,0.8135327114200354
D,0.10000000000000009,20,huber,0.30000000000000004,0.9047619047619048,0.09122919334186941,0.8135327114200354
D,0.10000000000000009,20,huber,0.4,0.9523809523809523,0.14011352673262883,0.8122674256483235
D,1.5,20,huber,0.4,0.8571428571428571,0.04511533242876527,0.8120275247140918
D,0.0,20,huber,0.4,0.9523809523809523,0.14114726623027543,0.8112336861506769
D,1.1,20,huber,0.8,0.9047619047619048,0.09362745098039216,0.8111344537815126
D,-0.2999999999999998,20,mse,0.1,0.9523809523809523,0.14168070372449934,0.810700248656453
D,1.1,20,huber,0.6000000000000001,0.9047619047619048,0.09441021126760563,0.8103516934942991
D,-0.09999999999999987,20,huber,0.4,0.9523809523809523,0.1422947131608549,0.8100862392200974
D,-0.19999999999999996,20,huber,0.4,0.9523809523809523,0.1422947131608549,0.8100862392200974
D,-0.2999999999999998,15,mse,0.1,0.9523809523809523,0.1433710174717369,0.8090099349092155
D,1.1,20,huber,0.7000000000000001,0.9047619047619048,0.09595160116448326,0.8088103035974215
D,1.1,20,huber,0.9,0.9047619047619048,0.09606986899563319,0.8086920357662716
D,0.9000000000000004,20,huber,0.4,0.9047619047619048,0.09622770558215395,0.8085341991797508
D,1.0,20,huber,0.5,0.9047619047619048,0.09664964503674181,0.808112259725163
D,0.7000000000000002,20,huber,0.8,0.9523809523809523,0.14486980178779635,0.807511150593156
D,1.5,20,huber,0.5,0.8571428571428571,0.05028286084510604,0.8068599962977511
D,0.7000000000000002,20,huber,0.9,0.9523809523809523,0.14583333333333334,0.806547619047619
D,0.6000000000000001,20,huber,0.6000000000000001,0.9523809523809523,0.14641843408966698,0.8059625182912853
D,0.10000000000000009,15,mae,0.2,0.9523809523809523,0.14675356877191742,0.8056273836090349
