LOS,DepartureTime,Iteration,LossType,EntropyWin,Alpha_a,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,903,6,mse,15,0.3,19,10,2,64,90.47619048,13.51351351,0.76,0.94980695,0.305263158,1.48063302
A,903,7,mse,15,0.3,20,15,1,64,95.23809524,18.98734177,0.714285714,0.968957203,0.35,1.554428339
A,903,8,mse,15,0.3,18,7,3,52,85.71428571,11.86440678,0.782608696,0.942695722,0.3125,1.254668474
A,903,9,mse,15,0.3,20,3,1,66,95.23809524,4.347826087,0.909090909,0.972049689,0.255555556,1.40729022
A,903,10,mse,15,0.3,19,9,2,55,90.47619048,14.0625,0.775510204,0.950520833,0.329411765,1.328646183
A,903,11,mse,15,0.3,21,14,0,90,100,13.46153846,0.75,0.959478022,0.28,1.944847345
A,903,12,mse,15,0.3,19,1,2,48,90.47619048,2.040816327,0.926829268,0.973275024,0.285714286,1.112241745
A,903,13,mse,15,0.3,19,2,2,67,90.47619048,2.898550725,0.904761905,0.961007591,0.233333333,1.459740877
A,903,14,mse,15,0.3,18,30,3,39,85.71428571,43.47826087,0.52173913,0.725672878,0.533333333,1.402659416
A,903,15,mse,15,0.3,15,22,6,42,71.42857143,34.375,0.517241379,0.659598214,0.435294118,1.341193199
A,903,16,mse,15,0.3,21,37,0,52,100,41.57303371,0.53164557,0.987158909,0.527272727,1.748254538
A,903,17,mse,15,0.3,19,18,2,56,90.47619048,24.32432432,0.655172414,0.846525097,0.389473684,1.479348183
A,903,18,mse,15,0.3,19,3,2,71,90.47619048,4.054054054,0.88372093,0.971364221,0.231578947,1.514992952
A,903,19,mse,15,0.3,19,18,2,51,90.47619048,26.08695652,0.655172414,0.946859903,0.411111111,1.39968586
A,903,20,mse,15,0.3,19,4,2,70,90.47619048,5.405405405,0.863636364,0.964607465,0.242105263,1.469835043
A,903,21,mse,15,0.3,21,46,0,143,100,24.33862434,0.477272727,0.93638196,0.319047619,3.251693249
A,903,22,mse,15,0.3,0,20,0,110,0,15.38461538,0,,0.153846154,2.01550889
A,903,23,mse,15,0.3,21,26,0,58,100,30.95238095,0.617647059,0.775510204,0.447619048,1.631952763
A,903,24,mse,15,0.3,19,3,2,66,90.47619048,4.347826087,0.88372093,0.969634231,0.244444444,1.403314829
A,903,25,mse,15,0.3,21,33,0,66,100,33.33333333,0.56,0.792448292,0.45,1.860192299
A,903,26,mse,15,0.3,17,23,4,56,80.95238095,29.11392405,0.557377049,0.699819168,0.4,1.561851025
A,903,27,mse,15,0.3,19,2,2,57,90.47619048,3.389830508,0.904761905,0.970137207,0.2625,1.246757984
A,903,28,mse,15,0.3,1,28,2,74,33.33333333,27.45098039,0.0625,0.549019608,0.276190476,1.671695232
A,903,29,mse,15,0.3,19,4,2,60,90.47619048,6.25,0.863636364,0.967633929,0.270588235,1.331798553
A,903,30,mse,15,0.3,19,5,2,64,90.47619048,7.246376812,0.844444444,0.962387854,0.266666667,1.398078442
A,904,1,mse,15,0.3,19,3,1,77,95,3.75,0.904761905,0.97125,0.22,1.552973747
A,904,2,mse,15,0.3,21,18,0,61,100,22.78481013,0.7,0.9933695,0.39,1.546010017
A,904,3,mse,15,0.3,19,6,2,48,90.47619048,11.11111111,0.826086957,0.953703704,0.333333333,1.203286648
A,904,4,mse,15,0.3,17,28,4,66,80.95238095,29.78723404,0.515151515,0.726443769,0.391304348,1.79309988
A,904,5,mse,15,0.3,18,18,3,41,85.71428571,30.50847458,0.631578947,0.913236481,0.45,1.257783651
A,904,6,mse,15,0.3,19,14,2,60,90.47619048,18.91891892,0.703703704,0.944658945,0.347368421,1.482028484
A,904,7,mse,15,0.3,20,13,1,66,95.23809524,16.4556962,0.740740741,0.981314045,0.33,1.541243315
A,904,8,mse,15,0.3,19,2,2,57,90.47619048,3.389830508,0.904761905,0.971347861,0.2625,1.310427427
A,904,9,mse,15,0.3,19,3,2,66,90.47619048,4.347826087,0.88372093,0.969634231,0.244444444,1.386014462
A,904,10,mse,15,0.3,21,18,0,66,100,21.42857143,0.7,0.983560091,0.371428571,1.637224197
A,904,11,mse,15,0.3,21,16,0,88,100,15.38461538,0.724137931,0.897664835,0.296,1.942430735
A,904,12,mse,15,0.3,19,0,2,49,90.47619048,0,0.95,0.975218659,0.271428571,1.094655275
A,904,13,mse,15,0.3,19,17,2,52,90.47619048,24.63768116,0.666666667,0.940993789,0.4,1.455090284
A,904,14,mse,15,0.3,21,19,0,50,100,27.53623188,0.68852459,0.95410628,0.444444444,1.452991247
A,904,15,mse,15,0.3,17,15,4,49,80.95238095,23.4375,0.641509434,0.755208333,0.376470588,1.389999628
A,904,16,mse,15,0.3,21,25,0,64,100,28.08988764,0.626865672,0.978865704,0.418181818,1.74161005
A,904,17,mse,15,0.3,20,20,1,54,95.23809524,27.02702703,0.655737705,0.785714286,0.421052632,1.488668203
A,904,18,mse,15,0.3,18,5,2,70,90,6.666666667,0.837209302,0.962333333,0.242105263,1.548057318
A,904,19,mse,15,0.3,18,12,3,57,85.71428571,17.39130435,0.705882353,0.937543133,0.333333333,1.413291931
A,904,20,mse,15,0.3,20,4,1,70,95.23809524,5.405405405,0.888888889,0.973616474,0.252631579,1.48058486
A,904,21,mse,15,0.3,13,36,8,153,61.9047619,19.04761905,0.371428571,0.743890149,0.233333333,3.259287357
A,904,22,mse,15,0.3,0,20,0,110,0,15.38461538,0,,0.153846154,2.00255084
A,904,23,mse,15,0.3,15,31,6,53,71.42857143,36.9047619,0.447761194,0.652777778,0.438095238,1.624579191
A,904,24,mse,15,0.3,19,3,2,66,90.47619048,4.347826087,0.88372093,0.969634231,0.244444444,1.425446272
A,904,25,mse,15,0.3,18,34,3,65,85.71428571,34.34343434,0.493150685,0.748917749,0.433333333,1.86205554
A,904,26,mse,15,0.3,21,16,0,63,100,20.25316456,0.724137931,0.987643159,0.37,1.562689304
A,904,27,mse,15,0.3,19,2,2,52,90.47619048,3.703703704,0.904761905,0.971340388,0.28,1.170899391
A,904,28,mse,15,0.3,0,0,0,105,0,0,0,,0,1.61589241
A,904,29,mse,15,0.3,19,3,2,61,90.47619048,4.6875,0.88372093,0.969122024,0.258823529,1.35576725
A,904,30,mse,15,0.3,19,4,2,65,90.47619048,5.797101449,0.863636364,0.966183575,0.255555556,1.399168491
A,905,1,mse,15,0.3,19,4,2,75,90.47619048,5.063291139,0.863636364,0.967450271,0.23,1.553704023
A,905,2,mse,15,0.3,20,16,0,64,100,20,0.714285714,0.993125,0.36,1.547927618
A,905,3,mse,15,0.3,18,6,3,48,85.71428571,11.11111111,0.8,0.947971781,0.32,1.396218061
A,905,4,mse,15,0.3,13,31,8,63,61.9047619,32.9787234,0.4,0.642350557,0.382608696,1.82882452
A,905,5,mse,15,0.3,18,17,3,42,85.71428571,28.81355932,0.642857143,0.908393866,0.4375,1.306640863
A,905,6,mse,15,0.3,19,13,2,61,90.47619048,17.56756757,0.716981132,0.946267696,0.336842105,1.506430387
A,905,7,mse,15,0.3,21,15,0,64,100,18.98734177,0.736842105,0.97588909,0.36,1.578855753
A,905,8,mse,15,0.3,19,3,2,56,90.47619048,5.084745763,0.88372093,0.958837772,0.275,1.25841713
A,905,9,mse,15,0.3,19,3,2,66,90.47619048,4.347826087,0.88372093,0.970669427,0.244444444,1.417825699
A,905,10,mse,15,0.3,15,39,6,45,71.42857143,46.42857143,0.4,0.656179138,0.514285714,1.664044619
A,905,11,mse,15,0.3,21,35,0,69,100,33.65384615,0.545454545,0.796932234,0.448,1.966962576
A,905,12,mse,15,0.3,18,4,3,45,85.71428571,8.163265306,0.837209302,0.961613217,0.314285714,1.108103752
A,905,13,mse,15,0.3,19,0,2,69,90.47619048,0,0.95,0.952380952,0.211111111,1.421442986
A,905,14,mse,15,0.3,18,30,3,39,85.71428571,43.47826087,0.52173913,0.725672878,0.533333333,1.413888454
A,905,15,mse,15,0.3,17,14,4,50,80.95238095,21.875,0.653846154,0.779389881,0.364705882,1.338099003
A,905,16,mse,15,0.3,21,35,0,54,100,39.3258427,0.545454545,0.95505618,0.509090909,1.720798254
A,905,17,mse,15,0.3,20,20,1,54,95.23809524,27.02702703,0.655737705,0.834942085,0.421052632,1.504240274
A,905,18,mse,15,0.3,19,6,2,68,90.47619048,8.108108108,0.826086957,0.962676963,0.263157895,1.487624168
A,905,19,mse,15,0.3,18,12,3,57,85.71428571,17.39130435,0.705882353,0.942028986,0.333333333,1.430469751
A,905,20,mse,15,0.3,19,6,2,68,90.47619048,8.108108108,0.826086957,0.963320463,0.263157895,1.486949921
A,905,21,mse,15,0.3,21,50,0,139,100,26.45502646,0.456521739,0.987654321,0.338095238,3.284287214
A,905,22,mse,15,0.3,6,17,1,111,85.71428571,13.28125,0.4,0.825334821,0.17037037,2.109004021
A,905,23,mse,15,0.3,19,21,2,63,90.47619048,25,0.62295082,0.850340136,0.380952381,1.650638819
A,905,24,mse,15,0.3,19,4,2,65,90.47619048,5.797101449,0.863636364,0.968253968,0.255555556,1.425293684
A,905,25,mse,15,0.3,20,21,0,79,100,21,0.655737705,0.8635,0.341666667,1.882035017
A,905,26,mse,15,0.3,19,24,2,55,90.47619048,30.37974684,0.59375,0.925557565,0.43,1.56462574
A,905,27,mse,15,0.3,19,2,2,57,90.47619048,3.389830508,0.904761905,0.969733656,0.2625,1.260854959
A,905,28,mse,15,0.3,0,0,0,105,0,0,0,,0,1.633998871
A,905,29,mse,15,0.3,19,3,2,61,90.47619048,4.6875,0.88372093,0.96391369,0.258823529,1.344079494
A,905,30,mse,15,0.3,19,2,2,62,90.47619048,3.125,0.904761905,0.972470238,0.247058824,1.332492113
B,895,1,mse,15,0.5,17,15,4,59,80.95238095,20.27027027,0.641509434,0.929214929,0.336842105,1.48838973
B,895,2,mse,15,0.5,17,23,4,71,80.95238095,24.46808511,0.557377049,0.761651469,0.347826087,1.790606737
B,895,3,mse,15,0.5,19,18,2,141,90.47619048,11.32075472,0.655172414,0.923629829,0.205555556,2.809794426
B,895,4,mse,15,0.5,18,6,3,78,85.71428571,7.142857143,0.8,0.95521542,0.228571429,1.627292633
B,895,5,mse,15,0.5,18,14,3,70,85.71428571,16.66666667,0.679245283,0.928287982,0.304761905,1.646548033
B,895,6,mse,15,0.5,20,20,1,204,95.23809524,8.928571429,0.655737705,0.954613095,0.163265306,3.832545519
B,895,7,mse,15,0.5,20,0,1,284,95.23809524,0,0.975609756,0.976190476,0.06557377,4.692691565
B,895,8,mse,15,0.5,20,5,1,159,95.23809524,3.048780488,0.869565217,0.971835075,0.135135135,2.84914279
B,895,9,mse,15,0.5,16,21,5,83,76.19047619,20.19230769,0.551724138,0.78731685,0.296,1.982658148
B,895,10,mse,15,0.5,19,21,2,128,90.47619048,14.09395973,0.62295082,0.950942793,0.235294118,2.668046713
B,895,11,mse,15,0.5,19,5,2,89,90.47619048,5.319148936,0.844444444,0.960486322,0.208695652,1.822333813
B,895,12,mse,15,0.5,20,3,1,86,95.23809524,3.370786517,0.909090909,0.994649545,0.209090909,1.778365612
B,895,13,mse,15,0.5,15,20,6,79,71.42857143,20.2020202,0.535714286,0.776094276,0.291666667,1.870350122
B,895,14,mse,15,0.5,14,24,7,95,66.66666667,20.16806723,0.474576271,0.782713085,0.271428571,2.214548349
B,895,15,mse,15,0.5,20,23,1,61,95.23809524,27.38095238,0.625,0.858560091,0.40952381,1.636742592
B,895,16,mse,15,0.5,19,38,2,71,90.47619048,34.86238532,0.487179487,0.922455221,0.438461538,2.013410568
B,895,17,mse,15,0.5,19,9,1,106,95,7.826086957,0.791666667,0.970652174,0.207407407,2.108050823
B,895,18,mse,15,0.5,19,4,2,95,90.47619048,4.04040404,0.863636364,0.970658971,0.191666667,1.859679222
B,895,19,mse,15,0.5,20,11,1,78,95.23809524,12.35955056,0.769230769,0.991706795,0.281818182,1.743122101
B,895,20,mse,15,0.5,9,11,1,129,90,7.857142857,0.6,0.907857143,0.133333333,2.314226866
B,895,21,mse,15,0.5,19,2,2,97,90.47619048,2.02020202,0.904761905,0.973544974,0.175,1.85868144
B,895,22,mse,15,0.5,21,12,0,82,100,12.76595745,0.777777778,0.990628166,0.286956522,1.800794601
B,895,23,mse,15,0.5,17,4,4,65,80.95238095,5.797101449,0.80952381,0.945479641,0.233333333,1.389448166
B,895,24,mse,15,0.5,17,13,4,61,80.95238095,17.56756757,0.666666667,0.913127413,0.315789474,1.494019508
B,895,25,mse,15,0.5,20,22,1,52,95.23809524,29.72972973,0.634920635,0.89993565,0.442105263,1.483111858
B,895,26,mse,15,0.5,21,22,0,62,100,26.19047619,0.65625,0.842970522,0.40952381,1.62234664
B,895,27,mse,15,0.5,19,4,2,95,90.47619048,4.04040404,0.863636364,0.969456469,0.191666667,1.861213207
B,895,28,mse,15,0.5,18,19,3,65,85.71428571,22.61904762,0.620689655,0.857993197,0.352380952,1.636515617
B,895,29,mse,15,0.5,0,39,0,111,0,26,0,,0.26,2.306255341
B,895,30,mse,15,0.5,17,10,4,64,80.95238095,13.51351351,0.708333333,0.918597169,0.284210526,1.472874165
B,896,1,mse,15,0.5,3,19,18,55,14.28571429,25.67567568,0.139534884,0.657014157,0.231578947,1.461590767
B,896,2,mse,15,0.5,12,25,9,69,57.14285714,26.59574468,0.413793103,0.703394124,0.32173913,1.800740242
B,896,3,mse,15,0.5,19,34,2,185,90.47619048,15.52511416,0.513513514,0.89019352,0.220833333,3.711774588
B,896,4,mse,15,0.5,9,22,12,62,42.85714286,26.19047619,0.346153846,0.692460317,0.295238095,1.648374081
B,896,5,mse,15,0.5,18,13,3,71,85.71428571,15.47619048,0.692307692,0.933673469,0.295238095,1.665416479
B,896,6,mse,15,0.5,18,38,3,181,85.71428571,17.35159817,0.467532468,0.862470102,0.233333333,3.678819895
B,896,7,mse,15,0.5,18,22,3,57,85.71428571,27.84810127,0.590163934,0.900843882,0.4,1.558107138
B,896,8,mse,15,0.5,19,46,2,123,90.47619048,27.21893491,0.441860465,0.927444351,0.342105263,3.160207033
B,896,9,mse,15,0.5,19,20,2,84,90.47619048,19.23076923,0.633333333,0.913003663,0.312,1.985468149
B,896,10,mse,15,0.5,16,18,5,66,76.19047619,21.42857143,0.581818182,0.767573696,0.323809524,1.693104267
B,896,11,mse,15,0.5,19,18,2,71,90.47619048,20.2247191,0.655172414,0.89941145,0.336363636,1.751146317
B,896,12,mse,15,0.5,21,11,0,58,100,15.94202899,0.79245283,0.99689441,0.355555556,1.455142736
B,896,13,mse,15,0.5,19,26,2,73,90.47619048,26.26262626,0.575757576,0.917989418,0.375,1.916151524
B,896,14,mse,15,0.5,20,6,1,113,95.23809524,5.042016807,0.85106383,0.971788715,0.185714286,2.19145751
B,896,15,mse,15,0.5,18,24,3,60,85.71428571,28.57142857,0.571428571,0.774943311,0.4,1.685458183
B,896,16,mse,15,0.5,19,18,2,91,90.47619048,16.51376147,0.655172414,0.9399301,0.284615385,2.072746515
B,896,17,mse,15,0.5,19,5,1,105,95,4.545454545,0.863636364,0.995227273,0.184615385,2.049319744
B,896,18,mse,15,0.5,18,23,3,76,85.71428571,23.23232323,0.580645161,0.814574315,0.341666667,1.903789759
B,896,19,mse,15,0.5,20,9,1,75,95.23809524,10.71428571,0.8,0.992630385,0.276190476,1.6844275
B,896,20,mse,15,0.5,14,22,1,113,93.33333333,16.2962963,0.549019608,0.944444444,0.24,2.361030102
B,896,21,mse,15,0.5,18,43,2,132,90,24.57142857,0.444444444,0.915571429,0.312820513,3.053175688
B,896,22,mse,15,0.5,18,26,3,58,85.71428571,30.95238095,0.553846154,0.878117914,0.419047619,1.648032427
B,896,23,mse,15,0.5,17,2,4,67,80.95238095,2.898550725,0.85,0.931331953,0.211111111,1.422654867
B,896,24,mse,15,0.5,14,17,7,52,66.66666667,24.63768116,0.538461538,0.717391304,0.344444444,1.407784462
B,896,25,mse,15,0.5,21,9,0,65,100,12.16216216,0.823529412,0.971685972,0.315789474,1.51445365
B,896,26,mse,15,0.5,17,18,4,66,80.95238095,21.42857143,0.607142857,0.795918367,0.333333333,1.660325289
B,896,27,mse,15,0.5,20,17,1,122,95.23809524,12.23021583,0.689655172,0.957177115,0.23125,2.52392602
B,896,28,mse,15,0.5,16,57,5,87,76.19047619,39.58333333,0.340425532,0.723048942,0.442424242,2.59173584
B,896,29,mse,15,0.5,20,8,1,71,95.23809524,10.12658228,0.816326531,0.983423749,0.28,1.573897362
B,896,30,mse,15,0.5,14,15,7,59,66.66666667,20.27027027,0.56,0.761583012,0.305263158,1.492227316
B,897,1,mse,15,0.5,18,3,2,77,90,3.75,0.87804878,0.96875,0.21,1.561378241
B,897,2,mse,15,0.5,19,42,2,197,90.47619048,17.57322176,0.463414634,0.915421399,0.234615385,4.116411686
B,897,3,mse,15,0.5,19,14,1,96,95,12.72727273,0.716981132,0.963636364,0.253846154,2.029859781
B,897,4,mse,15,0.5,18,21,3,63,85.71428571,25,0.6,0.934807256,0.371428571,1.642203808
B,897,5,mse,15,0.5,18,14,3,70,85.71428571,16.66666667,0.679245283,0.941043084,0.304761905,1.634242296
B,897,6,mse,15,0.5,20,4,1,90,95.23809524,4.255319149,0.888888889,0.995187437,0.208695652,1.830566406
B,897,7,mse,15,0.5,0,36,0,49,0,42.35294118,0,,0.423529412,1.332900286
B,897,8,mse,15,0.5,19,5,2,159,90.47619048,3.048780488,0.844444444,0.971689895,0.12972973,2.860960722
B,897,9,mse,15,0.5,17,35,4,64,80.95238095,35.35353535,0.465753425,0.762145262,0.433333333,1.910626411
B,897,10,mse,15,0.5,19,1,2,83,90.47619048,1.19047619,0.926829268,0.974773243,0.19047619,1.634732008
B,897,11,mse,15,0.5,20,2,1,82,95.23809524,2.380952381,0.930232558,0.99744898,0.20952381,1.639137268
B,897,12,mse,15,0.5,21,10,0,74,100,11.9047619,0.807692308,0.990646259,0.295238095,1.656510115
B,897,13,mse,15,0.5,18,23,3,76,85.71428571,23.23232323,0.580645161,0.917508418,0.341666667,1.87462306
B,897,14,mse,15,0.5,19,20,1,160,95,11.11111111,0.644067797,0.958888889,0.195,3.109993696
B,897,15,mse,15,0.5,19,4,2,75,90.47619048,5.063291139,0.863636364,0.968655817,0.23,1.567734241
B,897,16,mse,15,0.5,21,17,0,92,100,15.59633028,0.711864407,0.945827872,0.292307692,2.047989607
B,897,17,mse,15,0.5,18,14,3,90,85.71428571,13.46153846,0.679245283,0.948260073,0.256,1.934101343
B,897,18,mse,15,0.5,20,9,1,90,95.23809524,9.090909091,0.8,0.991822992,0.241666667,1.866166115
B,897,19,mse,15,0.5,18,21,3,63,85.71428571,25,0.6,0.927154195,0.371428571,1.639795303
B,897,20,mse,15,0.5,18,19,3,80,85.71428571,19.19191919,0.620689655,0.953823954,0.308333333,1.848387718
B,897,21,mse,15,0.5,19,20,2,84,90.47619048,19.23076923,0.633333333,0.925595238,0.312,1.941689491
B,897,22,mse,15,0.5,16,32,5,62,76.19047619,34.04255319,0.463768116,0.745187437,0.417391304,1.85301733
B,897,23,mse,15,0.5,19,13,2,66,90.47619048,16.4556962,0.716981132,0.956600362,0.32,1.562692404
B,897,24,mse,15,0.5,20,11,1,58,95.23809524,15.94202899,0.769230769,0.976190476,0.344444444,1.39265275
B,897,25,mse,15,0.5,21,9,0,65,100,12.16216216,0.823529412,0.995173745,0.315789474,1.493669033
B,897,26,mse,15,0.5,19,2,2,82,90.47619048,2.380952381,0.904761905,0.972789116,0.2,1.650843143
B,897,27,mse,15,0.5,20,1,1,213,95.23809524,0.46728972,0.952380952,0.975967957,0.089361702,3.663567305
B,897,28,mse,15,0.5,19,4,2,85,90.47619048,4.494382022,0.863636364,0.969234885,0.209090909,1.699311495
B,897,29,mse,15,0.5,19,0,2,174,90.47619048,0,0.95,0.952380952,0.097435897,3.006359816
B,897,30,mse,15,0.5,17,4,3,66,85,5.714285714,0.829268293,0.959642857,0.233333333,1.393262863
B,898,1,mse,15,0.5,19,4,2,75,90.47619048,5.063291139,0.863636364,0.967148885,0.23,1.557001114
B,898,2,mse,15,0.5,19,47,2,102,90.47619048,31.54362416,0.436781609,0.809204219,0.388235294,2.615753651
B,898,3,mse,15,0.5,18,25,2,135,90,15.625,0.571428571,0.93515625,0.238888889,2.770670891
B,898,4,mse,15,0.5,18,18,3,66,85.71428571,21.42857143,0.631578947,0.929421769,0.342857143,1.648710489
B,898,5,mse,15,0.5,19,14,2,70,90.47619048,16.66666667,0.703703704,0.941609977,0.314285714,1.635439396
B,898,6,mse,15,0.5,19,8,2,86,90.47619048,8.510638298,0.791666667,0.962512665,0.234782609,1.818255424
B,898,7,mse,15,0.5,12,9,1,73,92.30769231,10.97560976,0.705882353,0.937148218,0.221052632,1.459923267
B,898,8,mse,15,0.5,19,21,2,118,90.47619048,15.10791367,0.62295082,0.948441247,0.25,2.547848463
B,898,9,mse,15,0.5,16,32,5,67,76.19047619,32.32323232,0.463768116,0.774891775,0.4,1.851080179
B,898,10,mse,15,0.5,19,5,2,79,90.47619048,5.952380952,0.844444444,0.962585034,0.228571429,1.632745266
B,898,11,mse,15,0.5,18,2,3,82,85.71428571,2.380952381,0.87804878,0.960884354,0.19047619,1.878107071
B,898,12,mse,15,0.5,21,10,0,74,100,11.9047619,0.807692308,0.997732426,0.295238095,1.688216686
B,898,13,mse,15,0.5,20,20,1,79,95.23809524,20.2020202,0.655737705,0.883838384,0.333333333,1.900067091
B,898,14,mse,15,0.5,19,9,1,106,95,7.826086957,0.791666667,0.967173913,0.207407407,2.146529198
B,898,15,mse,15,0.5,18,3,3,76,85.71428571,3.797468354,0.857142857,0.967450271,0.21,1.589385271
B,898,16,mse,15,0.5,19,19,2,85,90.47619048,18.26923077,0.644067797,0.937271062,0.304,1.961951733
B,898,17,mse,15,0.5,18,14,3,90,85.71428571,13.46153846,0.679245283,0.948260073,0.256,1.997817039
B,898,18,mse,15,0.5,21,13,0,86,100,13.13131313,0.763636364,0.997354497,0.283333333,1.915761709
B,898,19,mse,15,0.5,18,22,3,62,85.71428571,26.19047619,0.590163934,0.864512472,0.380952381,1.652382612
B,898,20,mse,15,0.5,19,21,2,78,90.47619048,21.21212121,0.62295082,0.962000962,0.333333333,1.908952951
B,898,21,mse,15,0.5,18,18,3,86,85.71428571,17.30769231,0.631578947,0.950549451,0.288,1.962201118
B,898,22,mse,15,0.5,17,33,4,61,80.95238095,35.10638298,0.478873239,0.717831814,0.434782609,1.823696375
B,898,23,mse,15,0.5,19,15,2,64,90.47619048,18.98734177,0.690909091,0.8893912,0.34,1.589007378
B,898,24,mse,15,0.5,20,7,1,62,95.23809524,10.14492754,0.833333333,0.980331263,0.3,1.411723852
B,898,25,mse,15,0.5,19,19,2,55,90.47619048,25.67567568,0.644067797,0.937258687,0.4,1.500821114
B,898,26,mse,15,0.5,21,8,0,76,100,9.523809524,0.84,0.992346939,0.276190476,1.651031494
B,898,27,mse,15,0.5,19,13,2,86,90.47619048,13.13131313,0.716981132,0.961279461,0.266666667,1.896257877
B,898,28,mse,15,0.5,19,4,2,85,90.47619048,4.494382022,0.863636364,0.969234885,0.209090909,1.781393528
B,898,29,mse,15,0.5,19,19,2,135,90.47619048,12.33766234,0.644067797,0.93877551,0.217142857,2.745584488
B,898,30,mse,15,0.5,20,4,1,65,95.23809524,5.797101449,0.888888889,0.995169082,0.266666667,1.433776855
B,899,1,mse,15,0.5,19,1,2,73,90.47619048,1.351351351,0.926829268,0.974581725,0.210526316,1.503328562
B,899,2,mse,15,0.5,14,44,7,125,66.66666667,26.03550296,0.35443038,0.706396168,0.305263158,2.976034403
B,899,3,mse,15,0.5,20,14,0,96,100,12.72727273,0.740740741,0.995454545,0.261538462,2.048863411
B,899,4,mse,15,0.5,18,4,3,75,85.71428571,5.063291139,0.837209302,0.957805907,0.22,1.606202126
B,899,5,mse,15,0.5,19,27,2,107,90.47619048,20.14925373,0.567164179,0.949182658,0.296774194,2.478862047
B,899,6,mse,15,0.5,18,3,3,91,85.71428571,3.191489362,0.857142857,0.968844985,0.182608696,1.806480169
B,899,7,mse,15,0.5,18,14,3,55,85.71428571,20.28985507,0.679245283,0.906832298,0.355555556,1.421678066
B,899,8,mse,15,0.5,19,12,2,92,90.47619048,11.53846154,0.730769231,0.94757326,0.248,1.955368996
B,899,9,mse,15,0.5,18,25,2,145,90,14.70588235,0.571428571,0.953235294,0.226315789,2.958722591
B,899,10,mse,15,0.5,18,5,3,79,85.71428571,5.952380952,0.818181818,0.962301587,0.219047619,1.635492086
B,899,11,mse,15,0.5,18,3,3,81,85.71428571,3.571428571,0.857142857,0.958900227,0.2,1.648511171
B,899,12,mse,15,0.5,19,4,2,80,90.47619048,4.761904762,0.863636364,0.969671202,0.219047619,1.666435003
B,899,13,mse,15,0.5,19,3,2,96,90.47619048,3.03030303,0.88372093,0.972342472,0.183333333,1.872144222
B,899,14,mse,15,0.5,18,4,2,106,90,3.636363636,0.857142857,0.968409091,0.169230769,2.067849874
B,899,15,mse,15,0.5,18,6,3,103,85.71428571,5.504587156,0.8,0.966579292,0.184615385,2.029156685
B,899,16,mse,15,0.5,20,4,1,110,95.23809524,3.50877193,0.888888889,0.972013367,0.177777778,2.153292656
B,899,17,mse,15,0.5,19,3,2,106,90.47619048,2.752293578,0.88372093,0.962647444,0.169230769,2.021453381
B,899,18,mse,15,0.5,20,3,1,96,95.23809524,3.03030303,0.909090909,0.992303992,0.191666667,1.90090394
B,899,19,mse,15,0.5,20,13,1,71,95.23809524,15.47619048,0.740740741,0.982993197,0.314285714,1.636013985
B,899,20,mse,15,0.5,20,20,1,74,95.23809524,21.27659574,0.655737705,0.926291793,0.347826087,1.790019274
B,899,21,mse,15,0.5,0,0,21,109,0,0,0,0.5,0,2.027001143
B,899,22,mse,15,0.5,17,21,4,113,80.95238095,15.67164179,0.576271186,0.85376688,0.24516129,2.39504528
B,899,23,mse,15,0.5,19,4,2,80,90.47619048,4.761904762,0.863636364,0.984977324,0.219047619,1.634063721
B,899,24,mse,15,0.5,21,20,0,49,100,28.98550725,0.677419355,0.984126984,0.455555556,1.408659458
B,899,25,mse,15,0.5,16,17,5,57,76.19047619,22.97297297,0.592592593,0.771557272,0.347368421,1.495751143
B,899,26,mse,15,0.5,18,25,3,64,85.71428571,28.08988764,0.5625,0.916532905,0.390909091,1.740821362
B,899,27,mse,15,0.5,20,1,1,108,95.23809524,0.917431193,0.952380952,0.975753604,0.161538462,2.030805588
B,899,28,mse,15,0.5,18,21,3,118,85.71428571,15.10791367,0.6,0.888317917,0.24375,2.490325689
B,899,29,mse,15,0.5,20,18,1,131,95.23809524,12.08053691,0.677966102,0.948386066,0.223529412,2.641540527
B,899,30,mse,15,0.5,19,19,2,130,90.47619048,12.75167785,0.644067797,0.938798338,0.223529412,2.643618822
B,900,1,mse,15,0.5,13,22,8,102,61.9047619,17.74193548,0.464285714,0.772273425,0.24137931,2.250998497
B,900,2,mse,15,0.5,19,43,2,121,90.47619048,26.2195122,0.457831325,0.878774681,0.335135135,2.861383915
B,900,3,mse,15,0.5,20,11,1,93,95.23809524,10.57692308,0.769230769,0.964972527,0.248,1.925718546
B,900,4,mse,15,0.5,18,19,3,60,85.71428571,24.05063291,0.620689655,0.915310428,0.37,1.54877162
B,900,5,mse,15,0.5,14,19,7,65,66.66666667,22.61904762,0.518518519,0.760770975,0.314285714,1.631078005
B,900,6,mse,15,0.5,18,54,3,165,85.71428571,24.65753425,0.387096774,0.849749946,0.3,3.691672802
B,900,7,mse,15,0.5,21,29,0,145,100,16.66666667,0.591549296,0.998357964,0.256410256,3.008320093
B,900,8,mse,15,0.5,19,34,2,130,90.47619048,20.73170732,0.513513514,0.952090592,0.286486486,2.855739355
B,900,9,mse,15,0.5,19,19,2,135,90.47619048,12.33766234,0.644067797,0.932591218,0.217142857,2.75668788
