LOS,DepartureTime,Iteration,LossType,EntropyWin,Alpha_a,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,895,28,mse,15,0.3,18,4,3,55,85.71428571,6.779661017,0.837209302,0.930185634,0.275,1.236668587
A,895,29,mse,15,0.3,18,15,3,54,85.71428571,21.73913043,0.666666667,0.917874396,0.366666667,1.403763294
A,895,30,mse,15,0.3,18,21,3,48,85.71428571,30.43478261,0.6,0.904416839,0.433333333,1.419026613
A,896,1,mse,15,0.3,21,25,0,54,100,31.64556962,0.626865672,0.990958409,0.46,1.5705688
A,896,2,mse,15,0.3,18,8,3,51,85.71428571,13.55932203,0.765957447,0.95157385,0.325,1.239668369
A,896,3,mse,15,0.3,20,10,1,44,95.23809524,18.51851852,0.784313725,0.989417989,0.4,1.156128883
A,896,4,mse,15,0.3,20,27,1,167,95.23809524,13.91752577,0.588235294,0.943667158,0.218604651,3.332108259
A,896,5,mse,15,0.3,19,0,2,59,90.47619048,0,0.95,0.962469734,0.2375,1.239714146
A,896,6,mse,15,0.3,21,28,0,56,100,33.33333333,0.6,0.834183673,0.466666667,1.635487318
A,896,7,mse,15,0.3,17,22,4,47,80.95238095,31.88405797,0.566666667,0.900621118,0.433333333,1.392739296
A,896,8,mse,15,0.3,18,14,3,50,85.71428571,21.875,0.679245283,0.925223214,0.376470588,1.306367159
A,896,9,mse,15,0.3,17,7,4,57,80.95238095,10.9375,0.755555556,0.881324405,0.282352941,1.311770916
A,896,10,mse,15,0.3,21,32,0,87,100,26.8907563,0.567567568,0.907563025,0.378571429,2.135015249
A,896,11,mse,15,0.3,19,18,2,91,90.47619048,16.51376147,0.655172414,0.920052425,0.284615385,1.995237112
A,896,12,mse,15,0.3,13,21,8,33,61.9047619,38.88888889,0.472727273,0.57627866,0.453333333,1.161373377
A,896,13,mse,15,0.3,0,29,0,66,0,30.52631579,0,,0.305263158,1.467165709
A,896,14,mse,15,0.3,21,26,0,43,100,37.68115942,0.617647059,0.889924086,0.522222222,1.398353577
A,896,15,mse,15,0.3,18,16,3,53,85.71428571,23.1884058,0.654545455,0.906142167,0.377777778,1.395014763
A,896,16,mse,15,0.3,15,28,6,36,71.42857143,43.75,0.46875,0.748511905,0.505882353,1.307955027
A,896,17,mse,15,0.3,20,2,1,67,95.23809524,2.898550725,0.930232558,0.995859213,0.244444444,1.390503168
A,896,18,mse,15,0.3,21,21,0,33,100,38.88888889,0.666666667,0.890652557,0.56,1.159341574
A,896,19,mse,15,0.3,18,13,3,51,85.71428571,20.3125,0.692307692,0.918526786,0.364705882,1.320252895
A,896,20,mse,15,0.3,18,19,3,65,85.71428571,22.61904762,0.620689655,0.917517007,0.352380952,1.635082006
A,896,21,mse,15,0.3,19,48,2,146,90.47619048,24.74226804,0.431818182,0.869293078,0.311627907,3.346784115
A,896,22,mse,15,0.3,18,16,3,53,85.71428571,23.1884058,0.654545455,0.928226363,0.377777778,1.393519402
A,896,23,mse,15,0.3,21,21,0,58,100,26.58227848,0.666666667,0.814044605,0.42,1.531765461
A,896,24,mse,15,0.3,18,25,3,59,85.71428571,29.76190476,0.5625,0.804421769,0.40952381,1.613960028
A,896,25,mse,15,0.3,21,24,0,85,100,22.01834862,0.636363636,0.939274792,0.346153846,1.990270376
A,896,26,mse,15,0.3,19,22,2,62,90.47619048,26.19047619,0.612903226,0.922052154,0.39047619,1.626245975
A,896,27,mse,15,0.3,19,4,2,55,90.47619048,6.779661017,0.863636364,0.94511703,0.2875,1.236397505
A,896,28,mse,15,0.3,18,6,3,53,85.71428571,10.16949153,0.8,0.931799839,0.3,1.238464117
A,896,29,mse,15,0.3,20,14,1,55,95.23809524,20.28985507,0.727272727,0.95721187,0.377777778,1.389892578
A,896,30,mse,15,0.3,18,24,3,45,85.71428571,34.7826087,0.571428571,0.917184265,0.466666667,1.416717529
A,897,1,mse,15,0.3,19,23,2,51,90.47619048,31.08108108,0.603174603,0.898326898,0.442105263,1.46240592
A,897,2,mse,15,0.3,19,10,2,49,90.47619048,16.94915254,0.76,0.947134786,0.3625,1.243046284
A,897,3,mse,15,0.3,17,3,4,51,80.95238095,5.555555556,0.829268293,0.900793651,0.266666667,1.160253286
A,897,4,mse,15,0.3,20,45,1,149,95.23809524,23.19587629,0.465116279,0.912493864,0.302325581,3.288879156
A,897,5,mse,15,0.3,18,19,3,40,85.71428571,32.20338983,0.620689655,0.910008071,0.4625,1.246223211
A,897,6,mse,15,0.3,14,14,7,65,66.66666667,17.72151899,0.571428571,0.871006631,0.28,1.547905207
A,897,7,mse,15,0.3,17,24,4,45,80.95238095,34.7826087,0.548387097,0.889233954,0.455555556,1.390465498
A,897,8,mse,15,0.3,17,22,4,42,80.95238095,34.375,0.566666667,0.877604167,0.458823529,1.299767494
A,897,9,mse,15,0.3,20,8,1,56,95.23809524,12.5,0.816326531,0.986235119,0.329411765,1.335739136
A,897,10,mse,15,0.3,16,53,5,66,76.19047619,44.53781513,0.355555556,0.62785114,0.492857143,2.144557238
A,897,11,mse,15,0.3,19,24,2,85,90.47619048,22.01834862,0.59375,0.895587593,0.330769231,1.985169411
A,897,12,mse,15,0.3,14,20,7,34,66.66666667,37.03703704,0.509090909,0.62345679,0.453333333,1.157198191
A,897,13,mse,15,0.3,0,2,0,93,0,2.105263158,0,,0.021052632,1.466606617
A,897,14,mse,15,0.3,18,37,3,32,85.71428571,53.62318841,0.473684211,0.8126294,0.611111111,1.395605087
A,897,15,mse,15,0.3,17,19,4,50,80.95238095,27.53623188,0.596491228,0.803312629,0.4,1.413520336
A,897,16,mse,15,0.3,19,4,2,55,90.47619048,6.779661017,0.863636364,0.966908797,0.2875,1.253534079
A,897,17,mse,15,0.3,21,14,0,55,100,20.28985507,0.75,0.995169082,0.388888889,1.634456158
A,897,18,mse,15,0.3,21,18,0,36,100,33.33333333,0.7,0.955467372,0.52,1.16839242
A,897,19,mse,15,0.3,19,4,2,60,90.47619048,6.25,0.863636364,0.968005952,0.270588235,1.344817877
A,897,20,mse,15,0.3,20,23,1,61,95.23809524,27.38095238,0.625,0.933956916,0.40952381,1.62138629
A,897,21,mse,15,0.3,21,43,0,151,100,22.16494845,0.494117647,0.910652921,0.297674419,3.318330288
A,897,22,mse,15,0.3,18,17,3,52,85.71428571,24.63768116,0.642857143,0.922360248,0.388888889,1.402040243
A,897,23,mse,15,0.3,14,19,7,45,66.66666667,29.6875,0.518518519,0.66108631,0.388235294,1.330444574
A,897,24,mse,15,0.3,18,21,3,48,85.71428571,30.43478261,0.6,0.901311249,0.433333333,1.387526989
A,897,25,mse,15,0.3,18,24,3,80,85.71428571,23.07692308,0.571428571,0.836996337,0.336,1.915266037
A,897,26,mse,15,0.3,20,3,1,81,95.23809524,3.571428571,0.909090909,0.972789116,0.219047619,1.622922421
A,897,27,mse,15,0.3,18,12,3,47,85.71428571,20.33898305,0.705882353,0.911218725,0.375,1.263711691
A,897,28,mse,15,0.3,19,3,2,56,90.47619048,5.084745763,0.88372093,0.968523002,0.275,1.276118755
A,897,29,mse,15,0.3,20,16,1,53,95.23809524,23.1884058,0.701754386,0.978951001,0.4,1.387526989
A,897,30,mse,15,0.3,19,7,2,62,90.47619048,10.14492754,0.808510638,0.952726018,0.288888889,1.403944492
A,898,1,mse,15,0.3,21,21,0,53,100,28.37837838,0.666666667,0.994851995,0.442105263,1.467005491
A,898,2,mse,15,0.3,18,5,3,49,85.71428571,9.259259259,0.818181818,0.956790123,0.306666667,1.175437689
A,898,3,mse,15,0.3,19,15,2,39,90.47619048,27.77777778,0.690909091,0.929012346,0.453333333,1.16026783
A,898,4,mse,15,0.3,21,47,0,147,100,24.22680412,0.471910112,0.937285223,0.31627907,3.29147172
A,898,5,mse,15,0.3,17,1,4,53,80.95238095,1.851851852,0.871794872,0.892416226,0.24,1.196463346
A,898,6,mse,15,0.3,17,11,4,68,80.95238095,13.92405063,0.693877551,0.87854129,0.28,1.545819283
A,898,7,mse,15,0.3,18,18,3,51,85.71428571,26.08695652,0.631578947,0.929606625,0.4,1.403395653
A,898,8,mse,15,0.3,18,18,3,46,85.71428571,28.125,0.631578947,0.922991071,0.423529412,1.310458183
A,898,9,mse,15,0.3,20,1,1,58,95.23809524,1.694915254,0.952380952,0.98708636,0.2625,1.258761883
A,898,10,mse,15,0.3,21,18,0,51,100,26.08695652,0.7,0.971014493,0.433333333,1.396361589
A,898,11,mse,15,0.3,21,30,0,109,100,21.58273381,0.583333333,0.979787598,0.31875,2.468269348
A,898,12,mse,15,0.3,19,17,2,37,90.47619048,31.48148148,0.666666667,0.959876543,0.48,1.188451767
A,898,13,mse,15,0.3,14,6,1,74,93.33333333,7.5,0.8,0.9425,0.210526316,1.466829777
A,898,14,mse,15,0.3,16,18,5,51,76.19047619,26.08695652,0.581818182,0.78226363,0.377777778,1.393364906
A,898,15,mse,15,0.3,18,18,3,51,85.71428571,26.08695652,0.631578947,0.913733609,0.4,1.402050495
A,898,16,mse,15,0.3,7,30,14,29,33.33333333,50.84745763,0.24137931,0.517352704,0.4625,1.295479536
A,898,17,mse,15,0.3,20,4,1,65,95.23809524,5.797101449,0.888888889,0.989302968,0.266666667,1.447019577
A,898,18,mse,15,0.3,20,1,1,53,95.23809524,1.851851852,0.952380952,0.996472663,0.28,1.2099998
A,898,19,mse,15,0.3,19,18,2,41,90.47619048,30.50847458,0.655172414,0.891444713,0.4625,1.248447895
A,898,20,mse,15,0.3,18,15,3,69,85.71428571,17.85714286,0.666666667,0.820578231,0.314285714,1.624879122
A,898,21,mse,15,0.3,19,50,2,144,90.47619048,25.77319588,0.422222222,0.825846834,0.320930233,3.300457716
A,898,22,mse,15,0.3,21,17,0,52,100,24.63768116,0.711864407,0.983436853,0.422222222,1.398968458
A,898,23,mse,15,0.3,5,25,16,39,23.80952381,39.0625,0.196078431,0.529017857,0.352941176,1.398707628
A,898,24,mse,15,0.3,21,17,0,52,100,24.63768116,0.711864407,0.97515528,0.422222222,1.398156881
A,898,25,mse,15,0.3,20,6,1,98,95.23809524,5.769230769,0.85106383,0.961996337,0.208,1.950327158
A,898,26,mse,15,0.3,19,20,2,59,90.47619048,25.3164557,0.633333333,0.921036769,0.39,1.579997301
A,898,27,mse,15,0.3,18,6,3,53,85.71428571,10.16949153,0.8,0.93220339,0.3,1.247626543
A,898,28,mse,15,0.3,19,7,2,52,90.47619048,11.86440678,0.808510638,0.971347861,0.325,1.264297724
A,898,29,mse,15,0.3,17,17,4,47,80.95238095,26.5625,0.618181818,0.89546131,0.4,1.320743084
A,898,30,mse,15,0.3,20,9,1,75,95.23809524,10.71428571,0.8,0.968537415,0.276190476,1.618780613
A,899,1,mse,15,0.3,17,17,4,57,80.95238095,22.97297297,0.618181818,0.887387387,0.357894737,1.484003067
A,899,2,mse,15,0.3,16,16,5,43,76.19047619,27.11864407,0.603773585,0.763518967,0.4,1.238589525
A,899,3,mse,15,0.3,18,8,3,46,85.71428571,14.81481481,0.765957447,0.9329806,0.346666667,1.19818306
A,899,4,mse,15,0.3,19,43,2,81,90.47619048,34.67741935,0.457831325,0.902841782,0.427586207,2.244990826
A,899,5,mse,15,0.3,17,10,4,44,80.95238095,18.51851852,0.708333333,0.857583774,0.36,1.161994219
A,899,6,mse,15,0.3,17,26,4,53,80.95238095,32.91139241,0.53125,0.83031947,0.43,1.548112154
A,899,7,mse,15,0.3,18,19,3,50,85.71428571,27.53623188,0.620689655,0.926846101,0.411111111,1.424260139
A,899,8,mse,15,0.3,18,10,3,54,85.71428571,15.625,0.734693878,0.939360119,0.329411765,1.336414814
A,899,9,mse,15,0.3,21,18,0,56,100,24.32432432,0.7,0.976833977,0.410526316,1.459348679
A,899,10,mse,15,0.3,19,20,2,94,90.47619048,17.54385965,0.633333333,0.937134503,0.288888889,2.075992584
A,899,11,mse,15,0.3,21,32,0,107,100,23.02158273,0.567567568,0.894655704,0.33125,2.511475325
A,899,12,mse,15,0.3,13,19,8,35,61.9047619,35.18518519,0.490566038,0.581128748,0.426666667,1.183490276
A,899,13,mse,15,0.3,0,0,0,135,0,0,0,,0,2.10079813
A,899,14,mse,15,0.3,16,26,5,43,76.19047619,37.68115942,0.507936508,0.826086957,0.466666667,1.386196613
A,899,15,mse,15,0.3,18,21,3,43,85.71428571,32.8125,0.6,0.888764881,0.458823529,1.322378397
A,899,16,mse,15,0.3,17,18,4,41,80.95238095,30.50847458,0.607142857,0.836965295,0.4375,1.258925915
A,899,17,mse,15,0.3,19,1,2,68,90.47619048,1.449275362,0.926829268,0.973084886,0.222222222,1.386092901
A,899,18,mse,15,0.3,17,11,4,43,80.95238095,20.37037037,0.693877551,0.895061728,0.373333333,1.171378374
A,899,19,mse,15,0.3,18,20,3,39,85.71428571,33.89830508,0.610169492,0.891848265,0.475,1.235536337
A,899,20,mse,15,0.3,21,13,0,66,100,16.4556962,0.763636364,0.981916817,0.34,1.546390533
A,899,21,mse,15,0.3,21,31,0,118,100,20.80536913,0.575342466,0.836049856,0.305882353,2.622697353
A,899,22,mse,15,0.3,21,3,0,66,100,4.347826087,0.933333333,0.998274672,0.266666667,1.409096479
A,899,23,mse,15,0.3,18,30,3,49,85.71428571,37.97468354,0.52173913,0.89270645,0.48,1.535507202
A,899,24,mse,15,0.3,21,18,0,51,100,26.08695652,0.7,0.990338164,0.433333333,1.438607693
A,899,25,mse,15,0.3,18,28,3,76,85.71428571,26.92307692,0.537313433,0.748397436,0.368,1.927354574
A,899,26,mse,15,0.3,18,16,3,63,85.71428571,20.25316456,0.654545455,0.930681133,0.34,1.551172018
A,899,27,mse,15,0.3,21,5,0,59,100,7.8125,0.893617021,0.99702381,0.305882353,1.33616209
A,899,28,mse,15,0.3,19,3,2,56,90.47619048,5.084745763,0.88372093,0.970137207,0.275,1.245452642
A,899,29,mse,15,0.3,18,18,3,46,85.71428571,28.125,0.631578947,0.929315476,0.423529412,1.311592579
A,899,30,mse,15,0.3,18,6,2,79,90,7.058823529,0.818181818,0.964411765,0.228571429,1.649430037
A,900,1,mse,15,0.3,21,29,0,45,100,39.18918919,0.591549296,0.985199485,0.526315789,1.475942612
A,900,2,mse,15,0.3,19,6,2,53,90.47619048,10.16949153,0.826086957,0.961662631,0.3125,1.240376472
A,900,3,mse,15,0.3,17,11,4,48,80.95238095,18.6440678,0.693877551,0.903551251,0.35,1.467073917
A,900,4,mse,15,0.3,18,31,3,158,85.71428571,16.4021164,0.514285714,0.845804989,0.233333333,3.312762976
A,900,5,mse,15,0.3,17,19,4,50,80.95238095,27.53623188,0.596491228,0.734644582,0.4,1.415024519
A,900,6,mse,15,0.3,21,21,0,58,100,26.58227848,0.666666667,0.975286317,0.42,1.611469269
A,900,7,mse,15,0.3,17,22,4,47,80.95238095,31.88405797,0.566666667,0.910628019,0.433333333,1.468980074
A,900,8,mse,15,0.3,19,3,2,61,90.47619048,4.6875,0.88372093,0.969122024,0.258823529,1.350756168
A,900,9,mse,15,0.3,19,8,2,61,90.47619048,11.5942029,0.791666667,0.950655625,0.3,1.4057374
A,900,10,mse,15,0.3,21,22,0,92,100,19.29824561,0.65625,0.990392648,0.318518519,2.104529142
A,900,11,mse,15,0.3,21,18,0,96,100,15.78947368,0.7,0.895781119,0.288888889,2.118069172
A,900,12,mse,15,0.3,13,19,8,35,61.9047619,35.18518519,0.490566038,0.597442681,0.426666667,1.16984129
A,900,13,mse,15,0.3,21,24,0,60,100,28.57142857,0.636363636,0.97845805,0.428571429,1.669860363
A,900,14,mse,15,0.3,17,36,4,38,80.95238095,48.64864865,0.459459459,0.822715573,0.557894737,1.478312492
A,900,15,mse,15,0.3,19,12,2,52,90.47619048,18.75,0.730769231,0.920386905,0.364705882,1.349557877
A,900,16,mse,15,0.3,21,20,0,74,100,21.27659574,0.677419355,0.991388045,0.356521739,1.793831825
A,900,17,mse,15,0.3,18,22,3,52,85.71428571,29.72972973,0.590163934,0.862934363,0.421052632,1.473790646
A,900,18,mse,15,0.3,18,20,3,59,85.71428571,25.3164557,0.610169492,0.752260398,0.38,1.555155277
A,900,19,mse,15,0.3,18,18,3,41,85.71428571,30.50847458,0.631578947,0.904358354,0.45,1.247769833
A,900,20,mse,15,0.3,17,17,4,62,80.95238095,21.51898734,0.618181818,0.7920434,0.34,1.550143242
A,900,21,mse,15,0.3,21,47,0,147,100,24.22680412,0.471910112,0.992145312,0.31627907,3.300454617
A,900,22,mse,15,0.3,18,17,3,47,85.71428571,26.5625,0.642857143,0.937872024,0.411764706,1.330867767
A,900,23,mse,15,0.3,21,17,0,67,100,20.23809524,0.711864407,0.969104308,0.361904762,1.636723995
A,900,24,mse,15,0.3,20,20,1,49,95.23809524,28.98550725,0.655737705,0.779503106,0.444444444,1.465309381
A,900,25,mse,15,0.3,17,23,4,81,80.95238095,22.11538462,0.557377049,0.759386447,0.32,1.933861732
A,900,26,mse,15,0.3,20,2,1,77,95.23809524,2.53164557,0.930232558,0.974382158,0.22,1.560046911
A,900,27,mse,15,0.3,20,18,1,41,95.23809524,30.50847458,0.677966102,0.9354318,0.475,1.239456892
A,900,28,mse,15,0.3,20,5,1,54,95.23809524,8.474576271,0.869565217,0.986682809,0.3125,1.280296326
A,900,29,mse,15,0.3,21,24,0,65,100,26.96629213,0.636363636,0.987961477,0.409090909,1.702753782
A,900,30,mse,15,0.3,19,16,2,58,90.47619048,21.62162162,0.678571429,0.967824968,0.368421053,1.481653929
A,901,1,mse,15,0.3,20,8,1,71,95.23809524,10.12658228,0.816326531,0.967751658,0.28,1.56577611
A,901,2,mse,15,0.3,21,26,0,53,100,32.91139241,0.617647059,0.906871609,0.47,1.552976608
A,901,3,mse,15,0.3,19,4,2,50,90.47619048,7.407407407,0.863636364,0.96031746,0.306666667,1.193768501
A,901,4,mse,15,0.3,18,14,3,80,85.71428571,14.89361702,0.679245283,0.858915907,0.27826087,1.785658836
A,901,5,mse,15,0.3,18,18,3,41,85.71428571,30.50847458,0.631578947,0.913236481,0.45,1.283339024
A,901,6,mse,15,0.3,20,10,1,64,95.23809524,13.51351351,0.784313725,0.988416988,0.315789474,1.465549946
A,901,7,mse,15,0.3,19,15,1,65,95,18.75,0.703703704,0.9759375,0.34,1.574625015
A,901,8,mse,15,0.3,19,3,2,56,90.47619048,5.084745763,0.88372093,0.968523002,0.275,1.235337973
A,901,9,mse,15,0.3,19,3,2,66,90.47619048,4.347826087,0.88372093,0.969634231,0.244444444,1.40419054
A,901,10,mse,15,0.3,15,39,6,45,71.42857143,46.42857143,0.4,0.656179138,0.514285714,1.622826338
A,901,11,mse,15,0.3,21,24,0,80,100,23.07692308,0.636363636,0.855998168,0.36,1.924894571
A,901,12,mse,15,0.3,19,2,2,47,90.47619048,4.081632653,0.904761905,0.970845481,0.3,1.098502398
A,901,13,mse,15,0.3,19,17,2,52,90.47619048,24.63768116,0.666666667,0.940993789,0.4,1.394071817
A,901,14,mse,15,0.3,21,14,0,55,100,20.28985507,0.75,0.976880607,0.388888889,1.40617156
A,901,15,mse,15,0.3,17,14,4,50,80.95238095,21.875,0.653846154,0.779389881,0.364705882,1.316303253
A,901,16,mse,15,0.3,21,14,0,75,100,15.73033708,0.75,0.982611022,0.318181818,1.737809181
A,901,17,mse,15,0.3,21,12,0,62,100,16.21621622,0.777777778,0.974581725,0.347368421,1.474797249
A,901,18,mse,15,0.3,18,6,2,69,90,8,0.818181818,0.962333333,0.252631579,1.496987581
A,901,19,mse,15,0.3,18,12,3,57,85.71428571,17.39130435,0.705882353,0.937543133,0.333333333,1.411806345
A,901,20,mse,15,0.3,19,6,2,68,90.47619048,8.108108108,0.826086957,0.963320463,0.263157895,1.460911036
A,901,21,mse,15,0.3,21,18,0,171,100,9.523809524,0.7,0.969639708,0.185714286,3.257275581
A,901,22,mse,15,0.3,11,14,1,109,91.66666667,11.38211382,0.594594595,0.916666667,0.185185185,2.10943222
A,901,23,mse,15,0.3,20,19,1,65,95.23809524,22.61904762,0.666666667,0.868197279,0.371428571,1.676890373
A,901,24,mse,15,0.3,19,4,2,65,90.47619048,5.797101449,0.863636364,0.966183575,0.255555556,1.383944035
A,901,25,mse,15,0.3,21,16,0,83,100,16.16161616,0.724137931,0.86988937,0.308333333,1.846984386
A,901,26,mse,15,0.3,18,24,3,55,85.71428571,30.37974684,0.571428571,0.90596745,0.42,1.58694911
A,901,27,mse,15,0.3,18,3,3,51,85.71428571,5.555555556,0.857142857,0.964726631,0.28,1.182617664
A,901,28,mse,15,0.3,0,0,0,105,0,0,0,,0,1.627920389
A,901,29,mse,15,0.3,19,4,2,60,90.47619048,6.25,0.863636364,0.968005952,0.270588235,1.316452265
A,901,30,mse,15,0.3,19,2,2,62,90.47619048,3.125,0.904761905,0.972470238,0.247058824,1.328793049
A,902,1,mse,15,0.3,20,13,0,67,100,16.25,0.754716981,0.998125,0.33,1.596548796
A,902,2,mse,15,0.3,18,22,3,57,85.71428571,27.84810127,0.590163934,0.788125377,0.4,1.611857176
A,902,3,mse,15,0.3,19,4,2,50,90.47619048,7.407407407,0.863636364,0.962522046,0.306666667,1.169760704
A,902,4,mse,15,0.3,13,31,8,63,61.9047619,32.9787234,0.4,0.642350557,0.382608696,1.8088696
A,902,5,mse,15,0.3,17,17,4,42,80.95238095,28.81355932,0.618181818,0.929378531,0.425,1.291720152
A,902,6,mse,15,0.3,19,10,2,64,90.47619048,13.51351351,0.76,0.94980695,0.305263158,1.475597858
A,902,7,mse,15,0.3,21,6,0,73,100,7.594936709,0.875,0.99668475,0.27,1.549274921
A,902,8,mse,15,0.3,19,2,2,57,90.47619048,3.389830508,0.904761905,0.971751412,0.2625,1.239267588
A,902,9,mse,15,0.3,19,4,2,65,90.47619048,5.797101449,0.863636364,0.967218772,0.255555556,1.400810003
A,902,10,mse,15,0.3,12,37,9,47,57.14285714,44.04761905,0.342857143,0.656179138,0.466666667,1.618175745
A,902,11,mse,15,0.3,20,22,1,82,95.23809524,21.15384615,0.634920635,0.961538462,0.336,1.943757296
A,902,12,mse,15,0.3,19,0,2,49,90.47619048,0,0.95,0.975218659,0.271428571,1.096127748
A,902,13,mse,15,0.3,19,17,2,52,90.47619048,24.63768116,0.666666667,0.940993789,0.4,1.37922883
A,902,14,mse,15,0.3,17,29,4,40,80.95238095,42.02898551,0.507462687,0.831608006,0.511111111,1.409564018
A,902,15,mse,15,0.3,13,22,8,42,61.9047619,34.375,0.464285714,0.643229167,0.411764706,1.316302776
A,902,16,mse,15,0.3,21,23,0,66,100,25.84269663,0.646153846,0.983681113,0.4,1.693553925
A,902,17,mse,15,0.3,18,16,3,58,85.71428571,21.62162162,0.654545455,0.913449163,0.357894737,1.470331907
A,902,18,mse,15,0.3,19,4,2,70,90.47619048,5.405405405,0.863636364,0.968790219,0.242105263,1.709212303
A,902,19,mse,15,0.3,19,17,2,52,90.47619048,24.63768116,0.666666667,0.944444444,0.4,1.432835579
A,902,20,mse,15,0.3,20,6,1,68,95.23809524,8.108108108,0.85106383,0.97039897,0.273684211,1.487736225
A,902,21,mse,15,0.3,21,34,0,155,100,17.98941799,0.552631579,0.932098765,0.261904762,3.315683365
A,902,22,mse,15,0.3,0,37,2,96,0,27.81954887,0,0.526315789,0.274074074,2.133050203
A,902,23,mse,15,0.3,21,25,0,59,100,29.76190476,0.626865672,0.772675737,0.438095238,1.644788742
A,902,24,mse,15,0.3,19,5,2,64,90.47619048,7.246376812,0.844444444,0.965838509,0.266666667,1.43991971
A,902,25,mse,15,0.3,20,24,0,76,100,24,0.625,0.79,0.366666667,1.884221315
A,902,26,mse,15,0.3,20,14,0,66,100,17.5,0.740740741,0.99625,0.34,1.604825735
A,902,27,mse,15,0.3,19,2,2,52,90.47619048,3.703703704,0.904761905,0.971340388,0.28,1.186949015
A,902,28,mse,15,0.3,0,26,2,77,0,25.24271845,0,0.473300971,0.247619048,1.648132801
A,902,29,mse,15,0.3,19,4,2,60,90.47619048,6.25,0.863636364,0.961309524,0.270588235,1.378246307
A,902,30,mse,15,0.3,19,2,2,62,90.47619048,3.125,0.904761905,0.972470238,0.247058824,1.346309662
A,903,1,mse,15,0.3,19,6,2,73,90.47619048,7.594936709,0.826086957,0.964135021,0.25,1.560365438
A,903,2,mse,15,0.3,16,25,4,55,80,31.25,0.524590164,0.8734375,0.41,1.573865414
A,903,3,mse,15,0.3,18,7,3,47,85.71428571,12.96296296,0.782608696,0.952380952,0.333333333,1.179083109
A,903,4,mse,15,0.3,11,22,10,72,52.38095238,23.40425532,0.407407407,0.76621074,0.286956522,1.790565491
A,903,5,mse,15,0.3,18,16,3,43,85.71428571,27.11864407,0.654545455,0.923728814,0.425,1.294608593
