Time,LOS,Probability
00:00:00,A,1.0
01:00:00,A,1.0
02:00:00,A,1.0
03:00:00,A,1.0
04:00:00,A,1.0
05:00:00,A,1.0
06:00:00,A,0.6129032258064516
06:00:00,B,0.3870967741935484
07:00:00,C,0.6451612903225806
07:00:00,A,0.3548387096774194
08:00:00,C,0.6451612903225806
08:00:00,A,0.22580645161290322
08:00:00,B,0.12903225806451613
09:00:00,B,0.6451612903225806
09:00:00,C,0.22580645161290322
09:00:00,A,0.12903225806451613
10:00:00,B,0.7741935483870968
10:00:00,C,0.22580645161290322
11:00:00,B,0.8064516129032258
11:00:00,C,0.16129032258064516
11:00:00,D,0.03225806451612903
12:00:00,B,0.8387096774193549
12:00:00,C,0.16129032258064516
13:00:00,B,0.8064516129032258
13:00:00,C,0.1935483870967742
14:00:00,B,0.7741935483870968
14:00:00,C,0.1935483870967742
14:00:00,A,0.03225806451612903
15:00:00,B,0.8387096774193549
15:00:00,C,0.12903225806451613
15:00:00,A,0.03225806451612903
16:00:00,B,0.7419354838709677
16:00:00,C,0.16129032258064516
16:00:00,A,0.0967741935483871
17:00:00,B,0.6451612903225806
17:00:00,A,0.2903225806451613
17:00:00,C,0.06451612903225806
18:00:00,B,0.5483870967741935
18:00:00,A,0.45161290322580644
19:00:00,A,1.0
20:00:00,A,1.0
21:00:00,A,1.0
22:00:00,A,1.0
23:00:00,A,1.0
