LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,896,24,18,14,3,70,85.71428571,16.66666667,0.679245283,0.85430839,0.304761905,1.599027634
A,896,25,19,20,2,89,90.47619048,18.34862385,0.633333333,0.881607689,0.3,1.967370987
A,896,26,21,20,0,64,100,23.80952381,0.677419355,0.903628118,0.39047619,1.600212336
A,896,27,21,5,0,54,100,8.474576271,0.893617021,0.971347861,0.325,1.224656343
A,896,28,20,5,1,54,95.23809524,8.474576271,0.869565217,0.98708636,0.3125,1.217176437
A,896,29,16,18,5,51,76.19047619,26.08695652,0.581818182,0.850241546,0.377777778,1.372000933
A,896,30,21,6,0,63,100,8.695652174,0.875,0.973084886,0.3,1.376556158
A,897,1,11,31,10,43,52.38095238,41.89189189,0.349206349,0.575933076,0.442105263,1.466213942
A,897,2,19,7,2,52,90.47619048,11.86440678,0.808510638,0.946327684,0.325,1.216495514
A,897,3,20,4,1,50,95.23809524,7.407407407,0.888888889,0.982804233,0.32,1.145245314
A,897,4,16,15,5,179,76.19047619,7.731958763,0.615384615,0.814801178,0.144186047,3.250627518
A,897,5,21,4,0,55,100,6.779661017,0.913043478,0.997982244,0.3125,1.21794486
A,897,6,13,14,8,65,61.9047619,17.72151899,0.541666667,0.759192285,0.27,1.532043934
A,897,7,19,14,2,55,90.47619048,20.28985507,0.703703704,0.938923395,0.366666667,1.402763128
A,897,8,19,18,2,46,90.47619048,28.125,0.655172414,0.946800595,0.435294118,1.295224905
A,897,9,15,15,6,49,71.42857143,23.4375,0.588235294,0.790550595,0.352941176,1.28539443
A,897,10,21,37,0,82,100,31.09243697,0.53164557,0.887555022,0.414285714,2.126702785
A,897,11,21,17,0,92,100,15.59633028,0.711864407,0.946701616,0.292307692,1.967287302
A,897,12,17,11,4,43,80.95238095,20.37037037,0.693877551,0.810405644,0.373333333,1.144925833
A,897,13,0,0,0,95,0,0,0,,0,1.433651686
A,897,14,18,21,3,48,85.71428571,30.43478261,0.6,0.829882678,0.433333333,1.361813307
A,897,15,19,16,2,53,90.47619048,23.1884058,0.678571429,0.875776398,0.388888889,1.394031525
A,897,16,21,4,0,55,100,6.779661017,0.913043478,0.986682809,0.3125,1.224486828
A,897,17,21,4,0,65,100,5.797101449,0.913043478,0.988612836,0.277777778,1.371344566
A,897,18,15,17,6,37,71.42857143,31.48148148,0.566037736,0.737654321,0.426666667,1.15268898
A,897,19,19,4,2,60,90.47619048,6.25,0.863636364,0.965029762,0.270588235,1.280385733
A,897,20,20,19,1,65,95.23809524,22.61904762,0.666666667,0.87585034,0.371428571,1.589597225
A,897,21,19,16,2,178,90.47619048,8.24742268,0.678571429,0.924521355,0.162790698,3.42666626
A,897,22,20,13,1,56,95.23809524,18.84057971,0.740740741,0.964458247,0.366666667,1.370331526
A,897,23,0,0,21,64,0,0,0,0.5,0,1.289170742
A,897,24,20,16,1,53,95.23809524,23.1884058,0.701754386,0.865769496,0.4,1.373356342
A,897,25,21,16,0,88,100,15.38461538,0.724137931,0.924908425,0.296,1.891853809
A,897,26,19,3,2,81,90.47619048,3.571428571,0.88372093,0.970521542,0.20952381,1.594622135
A,897,27,21,5,0,54,100,8.474576271,0.893617021,0.971347861,0.325,1.211413383
A,897,28,20,6,1,53,95.23809524,10.16949153,0.85106383,0.952784504,0.325,1.238171339
A,897,29,19,5,2,64,90.47619048,7.246376812,0.844444444,0.954796411,0.266666667,1.374725342
A,897,30,18,5,3,64,85.71428571,7.246376812,0.818181818,0.933402346,0.255555556,1.362998962
A,898,1,21,19,0,55,100,25.67567568,0.68852459,0.906048906,0.421052632,1.449534893
A,898,2,21,5,0,49,100,9.259259259,0.893617021,0.968694885,0.346666667,1.140111208
A,898,3,17,10,4,44,80.95238095,18.51851852,0.708333333,0.936067019,0.36,1.144319057
A,898,4,0,0,21,194,0,0,0,0.5,0,3.241080999
A,898,5,15,13,6,41,71.42857143,24.07407407,0.612244898,0.839506173,0.373333333,1.146107912
A,898,6,20,17,1,62,95.23809524,21.51898734,0.689655172,0.964135021,0.37,1.525495768
A,898,7,20,5,1,64,95.23809524,7.246376812,0.869565217,0.976190476,0.277777778,1.378362656
A,898,8,20,10,1,54,95.23809524,15.625,0.784313725,0.937872024,0.352941176,1.314857721
A,898,9,19,13,2,46,90.47619048,22.03389831,0.716981132,0.914850686,0.4,1.258744955
A,898,10,17,2,4,67,80.95238095,2.898550725,0.85,0.922360248,0.211111111,1.369604349
A,898,11,19,21,2,118,90.47619048,15.10791367,0.62295082,0.90870161,0.25,2.423144102
A,898,12,20,4,1,50,95.23809524,7.407407407,0.888888889,0.98633157,0.32,1.154307604
A,898,13,15,4,0,76,100,5,0.882352941,1,0.2,1.459793329
A,898,14,10,22,11,47,47.61904762,31.88405797,0.377358491,0.631469979,0.355555556,1.396882296
A,898,15,20,5,1,64,95.23809524,7.246376812,0.869565217,0.976190476,0.277777778,1.378957033
A,898,16,3,12,18,47,14.28571429,20.33898305,0.166666667,0.458837772,0.1875,1.234905005
A,898,17,21,5,0,64,100,7.246376812,0.893617021,0.975500345,0.288888889,1.374046564
A,898,18,20,5,1,49,95.23809524,9.259259259,0.869565217,0.971781305,0.333333333,1.152898788
A,898,19,19,7,2,52,90.47619048,11.86440678,0.808510638,0.966505246,0.325,1.241020679
A,898,20,0,0,21,84,0,0,0,0.5,0,1.591738462
A,898,21,18,17,3,177,85.71428571,8.762886598,0.642857143,0.888929799,0.162790698,3.280303478
A,898,22,20,7,1,62,95.23809524,10.14492754,0.833333333,0.940303658,0.3,1.373672009
A,898,23,10,24,11,40,47.61904762,37.5,0.363636364,0.587797619,0.4,1.312258244
A,898,24,19,12,2,57,90.47619048,17.39130435,0.730769231,0.904761905,0.344444444,1.366482496
A,898,25,21,4,0,100,100,3.846153846,0.913043478,0.99793956,0.2,1.91289711
A,898,26,19,4,2,75,90.47619048,5.063291139,0.863636364,0.967148885,0.23,1.526940584
A,898,27,21,5,0,54,100,8.474576271,0.893617021,0.971347861,0.325,1.225728273
A,898,28,19,7,2,52,90.47619048,11.86440678,0.808510638,0.947134786,0.325,1.230181932
A,898,29,19,17,2,47,90.47619048,26.5625,0.666666667,0.88578869,0.423529412,1.292439222
A,898,30,13,5,8,79,61.9047619,5.952380952,0.666666667,0.784297052,0.171428571,1.599453211
A,899,1,21,21,0,53,100,28.37837838,0.666666667,0.957528958,0.442105263,1.458611727
A,899,2,0,0,21,59,0,0,0,0.5,0,1.232444525
A,899,3,21,5,0,49,100,9.259259259,0.893617021,0.968694885,0.346666667,1.155436754
A,899,4,19,27,2,97,90.47619048,21.77419355,0.567164179,0.919930876,0.317241379,2.199539661
A,899,5,12,14,9,40,57.14285714,25.92592593,0.510638298,0.675485009,0.346666667,1.14689827
A,899,6,18,27,3,52,85.71428571,34.17721519,0.545454545,0.795961423,0.45,1.522200108
A,899,7,21,5,0,64,100,7.246376812,0.893617021,0.975500345,0.288888889,1.386995077
A,899,8,20,5,1,59,95.23809524,7.8125,0.869565217,0.974330357,0.294117647,1.295708656
A,899,9,19,19,2,55,90.47619048,25.67567568,0.644067797,0.837194337,0.4,1.462186337
A,899,10,21,15,0,99,100,13.15789474,0.736842105,0.986424394,0.266666667,2.052915335
A,899,11,18,18,3,121,85.71428571,12.94964029,0.631578947,0.906303529,0.225,2.421639919
A,899,12,8,15,13,39,38.0952381,27.77777778,0.363636364,0.624779541,0.306666667,1.140100718
A,899,13,0,0,0,135,0,0,0,,0,2.032777786
A,899,14,15,11,6,58,71.42857143,15.94202899,0.638297872,0.822981366,0.288888889,1.374612093
A,899,15,19,17,2,47,90.47619048,26.5625,0.666666667,0.88578869,0.423529412,1.297678471
A,899,16,10,27,11,32,47.61904762,45.76271186,0.344827586,0.545601291,0.4625,1.232055902
A,899,17,19,4,2,65,90.47619048,5.797101449,0.863636364,0.965838509,0.255555556,1.387563944
A,899,18,19,7,2,47,90.47619048,12.96296296,0.808510638,0.96340388,0.346666667,1.135621786
A,899,19,20,6,1,53,95.23809524,10.16949153,0.85106383,0.979822437,0.325,1.227653265
A,899,20,13,14,8,65,61.9047619,17.72151899,0.541666667,0.77034358,0.27,1.519996166
A,899,21,19,34,2,115,90.47619048,22.81879195,0.513513514,0.805369128,0.311764706,2.574214697
A,899,22,19,7,2,62,90.47619048,10.14492754,0.808510638,0.938923395,0.288888889,1.389294624
A,899,23,21,15,0,64,100,18.98734177,0.736842105,0.915913201,0.36,1.506627321
A,899,24,20,10,1,59,95.23809524,14.49275362,0.784313725,0.952726018,0.333333333,1.374367714
A,899,25,19,17,2,87,90.47619048,16.34615385,0.666666667,0.921474359,0.288,1.893785954
A,899,26,20,5,1,74,95.23809524,6.329113924,0.869565217,0.97920434,0.25,1.52113533
A,899,27,19,7,2,57,90.47619048,10.9375,0.808510638,0.934151786,0.305882353,1.303421974
A,899,28,20,4,1,55,95.23809524,6.779661017,0.888888889,0.987489911,0.3,1.221853495
A,899,29,20,5,1,59,95.23809524,7.8125,0.869565217,0.974330357,0.294117647,1.328863382
A,899,30,17,9,3,76,85,10.58823529,0.739130435,0.930882353,0.247619048,1.597508907
A,900,1,16,27,5,47,76.19047619,36.48648649,0.5,0.79954955,0.452631579,1.450504303
A,900,2,21,5,0,54,100,8.474576271,0.893617021,0.971347861,0.325,1.221268654
A,900,3,19,10,2,49,90.47619048,16.94915254,0.76,0.967312349,0.3625,1.228152275
A,900,4,16,21,5,168,76.19047619,11.11111111,0.551724138,0.785084404,0.176190476,3.161528826
A,900,5,18,16,3,53,85.71428571,23.1884058,0.654545455,0.856452726,0.377777778,1.372589827
A,900,6,15,0,6,79,71.42857143,0,0.833333333,0.857142857,0.15,1.517528772
A,900,7,18,16,3,53,85.71428571,23.1884058,0.654545455,0.865424431,0.377777778,1.381117105
A,900,8,20,5,1,59,95.23809524,7.8125,0.869565217,0.974330357,0.294117647,1.509941101
A,900,9,20,5,1,64,95.23809524,7.246376812,0.869565217,0.976190476,0.277777778,1.395957708
A,900,10,21,12,0,102,100,10.52631579,0.777777778,0.989766082,0.244444444,2.06354928
A,900,11,17,14,4,100,80.95238095,12.28070175,0.653846154,0.833542189,0.22962963,2.057811499
A,900,12,8,20,13,34,38.0952381,37.03703704,0.326530612,0.548500882,0.373333333,1.156938076
A,900,13,13,31,8,53,61.9047619,36.9047619,0.4,0.676587302,0.419047619,1.643382788
A,900,14,21,27,0,47,100,36.48648649,0.608695652,0.871621622,0.505263158,1.479443789
A,900,15,17,16,4,48,80.95238095,25,0.62962963,0.875,0.388235294,1.304142952
A,900,16,11,15,10,79,52.38095238,15.95744681,0.468085106,0.703647416,0.226086957,1.755507469
A,900,17,16,10,5,64,76.19047619,13.51351351,0.680851064,0.870656371,0.273684211,1.48810029
A,900,18,20,17,1,62,95.23809524,21.51898734,0.689655172,0.899939723,0.37,1.531119823
A,900,19,18,15,3,44,85.71428571,25.42372881,0.666666667,0.875302663,0.4125,1.240644932
A,900,20,18,14,3,65,85.71428571,17.72151899,0.679245283,0.84026522,0.32,1.520647764
A,900,21,20,10,1,184,95.23809524,5.154639175,0.784313725,0.962690231,0.139534884,3.27355361
A,900,22,19,20,2,44,90.47619048,31.25,0.633333333,0.902901786,0.458823529,1.344856739
A,900,23,15,0,6,84,71.42857143,0,0.833333333,0.857142857,0.142857143,1.592306376
A,900,24,19,14,2,55,90.47619048,20.28985507,0.703703704,0.844720497,0.366666667,1.389785528
A,900,25,16,21,5,83,76.19047619,20.19230769,0.551724138,0.803571429,0.296,1.906630993
A,900,26,18,3,3,76,85.71428571,3.797468354,0.857142857,0.945147679,0.21,1.531924725
A,900,27,18,15,3,44,85.71428571,25.42372881,0.666666667,0.857142857,0.4125,1.228961945
A,900,28,19,7,2,52,90.47619048,11.86440678,0.808510638,0.945520581,0.325,1.229295015
A,900,29,18,21,3,68,85.71428571,23.59550562,0.6,0.872659176,0.354545455,1.682511806
A,900,30,20,5,1,69,95.23809524,6.756756757,0.869565217,0.977799228,0.263157895,1.45206213
A,901,1,20,3,1,76,95.23809524,3.797468354,0.909090909,0.995177818,0.23,1.526371956
A,901,2,19,26,2,53,90.47619048,32.91139241,0.575757576,0.881253767,0.45,1.523277283
A,901,3,19,7,2,47,90.47619048,12.96296296,0.808510638,0.942239859,0.346666667,1.148554802
A,901,4,14,13,7,81,66.66666667,13.82978723,0.583333333,0.831053698,0.234782609,1.732331276
A,901,5,19,17,2,42,90.47619048,28.81355932,0.666666667,0.85472155,0.45,1.218588829
A,901,6,20,6,1,68,95.23809524,8.108108108,0.85106383,0.962355212,0.273684211,1.45605135
A,901,7,20,7,0,73,100,8.75,0.85106383,0.99125,0.27,1.542913675
A,901,8,20,5,1,54,95.23809524,8.474576271,0.869565217,0.972154964,0.3125,1.227300406
A,901,9,20,5,1,64,95.23809524,7.246376812,0.869565217,0.976190476,0.277777778,1.372009993
A,901,10,18,19,3,65,85.71428571,22.61904762,0.620689655,0.81292517,0.352380952,1.597830296
A,901,11,17,18,4,86,80.95238095,17.30769231,0.607142857,0.835622711,0.28,1.892464399
A,901,12,19,5,2,44,90.47619048,10.20408163,0.844444444,0.94606414,0.342857143,1.068368912
A,901,13,18,4,3,65,85.71428571,5.797101449,0.837209302,0.940303658,0.244444444,1.372462749
A,901,14,19,5,2,64,90.47619048,7.246376812,0.844444444,0.956521739,0.266666667,1.36850214
A,901,15,11,13,10,51,52.38095238,20.3125,0.488888889,0.766741071,0.282352941,1.303102732
A,901,16,14,1,7,88,66.66666667,1.123595506,0.777777778,0.831193151,0.136363636,1.683111429
A,901,17,15,0,6,74,71.42857143,0,0.833333333,0.857142857,0.157894737,1.459465742
A,901,18,20,7,0,68,100,9.333333333,0.85106383,0.972666667,0.284210526,1.47397542
A,901,19,21,5,0,64,100,7.246376812,0.893617021,0.975500345,0.288888889,1.363556147
A,901,20,21,4,0,70,100,5.405405405,0.913043478,0.989382239,0.263157895,1.466938257
A,901,21,12,3,9,186,57.14285714,1.587301587,0.666666667,0.781179138,0.071428571,3.180275202
A,901,22,12,8,0,115,100,6.504065041,0.75,0.989159892,0.148148148,2.056725502
A,901,23,21,14,0,70,100,16.66666667,0.75,0.868764172,0.333333333,1.605778694
A,901,24,21,6,0,63,100,8.695652174,0.875,0.98136646,0.3,1.383990526
A,901,25,17,10,4,89,80.95238095,10.1010101,0.708333333,0.903799904,0.225,1.822484732
A,901,26,19,16,2,63,90.47619048,20.25316456,0.678571429,0.888788427,0.35,1.51539278
A,901,27,21,5,0,49,100,9.259259259,0.893617021,0.968694885,0.346666667,1.151411533
A,901,28,0,0,0,105,0,0,0,,0,1.617444992
A,901,29,19,5,2,59,90.47619048,7.8125,0.844444444,0.953125,0.282352941,1.298395634
A,901,30,18,5,3,59,85.71428571,7.8125,0.818181818,0.931919643,0.270588235,1.299618006
A,902,1,20,8,0,72,100,10,0.833333333,0.93625,0.28,1.532346249
A,902,2,19,17,2,62,90.47619048,21.51898734,0.666666667,0.919529837,0.36,1.532231331
A,902,3,19,7,2,47,90.47619048,12.96296296,0.808510638,0.942239859,0.346666667,1.152691126
A,902,4,17,28,4,66,80.95238095,29.78723404,0.515151515,0.783181358,0.391304348,1.753432274
A,902,5,20,19,1,40,95.23809524,32.20338983,0.666666667,0.845843422,0.4875,1.217997074
A,902,6,19,5,2,69,90.47619048,6.756756757,0.844444444,0.956241956,0.252631579,1.453855753
A,902,7,21,7,0,72,100,8.860759494,0.857142857,0.978601567,0.28,1.517288923
A,902,8,19,5,2,54,90.47619048,8.474576271,0.844444444,0.951170299,0.3,1.221408606
A,902,9,21,5,0,64,100,7.246376812,0.893617021,0.975500345,0.288888889,1.37662077
A,902,10,9,10,12,74,42.85714286,11.9047619,0.45,0.653911565,0.180952381,1.612549782
A,902,11,21,20,0,84,100,19.23076923,0.677419355,0.96978022,0.328,1.887127876
A,902,12,18,3,3,46,85.71428571,6.12244898,0.857142857,0.940719145,0.3,1.068421364
A,902,13,18,4,3,65,85.71428571,5.797101449,0.837209302,0.940303658,0.244444444,1.380712271
A,902,14,16,23,5,46,76.19047619,33.33333333,0.533333333,0.805728088,0.433333333,1.360605001
A,902,15,0,20,21,44,0,31.25,0,0.3359375,0.235294118,1.299079657
A,902,16,21,11,0,78,100,12.35955056,0.79245283,0.930444088,0.290909091,1.681974411
A,902,17,20,14,1,60,95.23809524,18.91891892,0.727272727,0.958494208,0.357894737,1.452887535
A,902,18,20,8,1,66,95.23809524,10.81081081,0.816326531,0.97007722,0.294736842,1.438109159
A,902,19,18,4,3,65,85.71428571,5.797101449,0.837209302,0.940303658,0.244444444,1.35874176
A,902,20,19,3,2,71,90.47619048,4.054054054,0.88372093,0.96975547,0.231578947,1.45732379
A,902,21,19,18,2,171,90.47619048,9.523809524,0.655172414,0.923532376,0.176190476,3.175002813
A,902,22,2,23,0,110,100,17.29323308,0.148148148,0.907894737,0.185185185,2.055599213
A,902,23,12,21,9,63,57.14285714,25,0.444444444,0.77069161,0.314285714,1.813332081
A,902,24,21,5,0,64,100,7.246376812,0.893617021,0.975500345,0.288888889,1.390794754
A,902,25,13,14,7,86,65,14,0.553191489,0.76925,0.225,1.848150015
A,902,26,14,1,6,79,70,1.25,0.8,0.8478125,0.15,1.544399977
A,902,27,20,4,1,50,95.23809524,7.407407407,0.888888889,0.98633157,0.32,1.171279907
A,902,28,2,26,0,77,100,25.24271845,0.133333333,0.82038835,0.266666667,1.6157794
A,902,29,21,6,0,58,100,9.375,0.875,0.955729167,0.317647059,1.31576705
A,902,30,18,5,3,59,85.71428571,7.8125,0.818181818,0.931919643,0.270588235,1.316134453
A,903,1,21,3,0,76,100,3.797468354,0.933333333,0.997287523,0.24,1.545024633
A,903,2,16,19,4,61,80,23.75,0.581818182,0.8865625,0.35,1.544154882
A,903,3,18,8,3,46,85.71428571,14.81481481,0.765957447,0.913580247,0.346666667,1.152192593
A,903,4,13,14,8,80,61.9047619,14.89361702,0.541666667,0.784954407,0.234782609,1.766460896
A,903,5,20,17,1,42,95.23809524,28.81355932,0.689655172,0.850686037,0.4625,1.228142262
A,903,6,19,5,2,69,90.47619048,6.756756757,0.844444444,0.956241956,0.252631579,1.464246511
A,903,7,21,6,0,73,100,7.594936709,0.875,0.977998794,0.27,1.536575556
A,903,8,20,5,1,54,95.23809524,8.474576271,0.869565217,0.972154964,0.3125,1.239524841
A,903,9,19,2,2,67,90.47619048,2.898550725,0.904761905,0.971014493,0.233333333,1.380598307
A,903,10,21,6,0,58,100,9.375,0.875,0.989955357,0.317647059,1.304843664
A,903,11,12,3,9,101,57.14285714,2.884615385,0.666666667,0.777472527,0.12,1.913459063
A,903,12,18,4,3,45,85.71428571,8.163265306,0.837209302,0.93537415,0.314285714,1.085331202
A,903,13,18,3,3,66,85.71428571,4.347826087,0.857142857,0.944099379,0.233333333,1.384966135
A,903,14,16,23,5,46,76.19047619,33.33333333,0.533333333,0.802277433,0.433333333,1.391898394
A,903,15,15,18,6,46,71.42857143,28.125,0.555555556,0.70014881,0.388235294,1.304184437
A,903,16,13,25,8,64,61.9047619,28.08988764,0.440677966,0.690208668,0.345454545,1.669733524
A,903,17,17,18,4,56,80.95238095,24.32432432,0.607142857,0.798906049,0.368421053,1.455373526
A,903,18,20,8,1,66,95.23809524,10.81081081,0.816326531,0.916666667,0.294736842,1.46079874
A,903,19,19,4,2,65,90.47619048,5.797101449,0.863636364,0.965838509,0.255555556,1.383535385
A,903,20,20,4,1,70,95.23809524,5.405405405,0.888888889,0.99002574,0.252631579,1.457253456
A,903,21,15,0,6,189,71.42857143,0,0.833333333,0.857142857,0.071428571,3.198585987
A,903,22,0,23,0,107,0,17.69230769,0,,0.176923077,1.999526262
A,903,23,13,20,8,64,61.9047619,23.80952381,0.481481481,0.707199546,0.314285714,1.607907534
A,903,24,20,6,1,63,95.23809524,8.695652174,0.85106383,0.959627329,0.288888889,1.372810364
A,903,25,6,21,15,78,28.57142857,21.21212121,0.25,0.543530544,0.225,1.873197556
A,903,26,16,15,5,64,76.19047619,18.98734177,0.615384615,0.718505124,0.31,1.548040867
A,903,27,21,6,0,53,100,10.16949153,0.875,0.947941889,0.3375,1.219346523
A,903,28,3,20,0,82,100,19.60784314,0.230769231,0.867647059,0.219047619,1.597383022
A,903,29,21,6,0,58,100,9.375,0.875,0.952008929,0.317647059,1.29332757
A,903,30,21,6,0,63,100,8.695652174,0.875,0.979296066,0.3,1.378800154
A,904,1,20,3,0,77,100,3.75,0.930232558,0.9971875,0.23,1.513289213
A,904,2,20,9,1,70,95.23809524,11.39240506,0.8,0.962628089,0.29,1.526512146
A,904,3,19,7,2,47,90.47619048,12.96296296,0.808510638,0.942239859,0.346666667,1.15267396
A,904,4,4,23,17,71,19.04761905,24.46808511,0.166666667,0.475683891,0.234782609,1.752647638
A,904,5,19,17,2,42,90.47619048,28.81355932,0.666666667,0.85472155,0.45,1.235187769
A,904,6,20,3,1,71,95.23809524,4.054054054,0.909090909,0.994851995,0.242105263,1.43771553
A,904,7,21,7,0,72,100,8.860759494,0.857142857,0.977998794,0.28,1.530041218
A,904,8,19,5,2,54,90.47619048,8.474576271,0.844444444,0.951170299,0.3,1.211498499
A,904,9,20,6,1,63,95.23809524,8.695652174,0.85106383,0.959627329,0.288888889,1.374170303
A,904,10,19,19,2,65,90.47619048,22.61904762,0.644067797,0.952947846,0.361904762,1.609945536
A,904,11,12,3,9,101,57.14285714,2.884615385,0.666666667,0.777472527,0.12,1.896494865
A,904,12,17,4,4,45,80.95238095,8.163265306,0.80952381,0.909135083,0.3,1.096961021
A,904,13,18,4,3,65,85.71428571,5.797101449,0.837209302,0.940303658,0.244444444,1.361213446
A,904,14,13,14,8,55,61.9047619,20.28985507,0.541666667,0.765355418,0.3,1.376542568
A,904,15,7,14,14,50,33.33333333,21.875,0.333333333,0.554315476,0.247058824,1.286112547
A,904,16,21,12,0,77,100,13.48314607,0.777777778,0.913857678,0.3,1.689500093
A,904,17,16,17,5,57,76.19047619,22.97297297,0.592592593,0.812419562,0.347368421,1.450545073
A,904,18,20,8,0,67,100,10.66666667,0.833333333,0.976333333,0.294736842,1.446089983
A,904,19,20,5,1,64,95.23809524,7.246376812,0.869565217,0.976190476,0.277777778,1.377499104
A,904,20,18,3,3,71,85.71428571,4.054054054,0.857142857,0.944658945,0.221052632,1.445981979
A,904,21,15,0,6,189,71.42857143,0,0.833333333,0.857142857,0.071428571,3.197516441
A,904,22,0,23,0,107,0,17.69230769,0,,0.176923077,1.987522364
A,904,23,16,26,5,58,76.19047619,30.95238095,0.507936508,0.695578231,0.4,1.594386339
A,904,24,20,6,1,63,95.23809524,8.695652174,0.85106383,0.959627329,0.288888889,1.421628952
