LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900.0,15.5,20.0,37.0,0.0,38.0,100.0,49.2754,0.5185,0.8287,0.5897,1.2694
B,900.0,15.5,21.0,36.0,0.0,58.0,100.0,37.6058,0.5185,0.8709,0.4756,1.8518
C,900.0,15.5,20.0,35.5,0.0,56.0,100.0,37.9747,0.5316,0.8701,0.4893,2.0163
D,900.0,15.5,21.0,40.0,0.0,63.5,100.0,37.1563,0.4815,0.8854,0.4667,2.6887
E,900.0,15.0,20.0,50.0,0.0,67.5,100.0,35.5238,0.2609,0.8845,0.425,3.7774
