LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
E,900.0,15.5,3.1606,38.5152,0.1394,168.1697,31.8081,20.7185,0.1095,0.8514,0.2215,2.0938
