LOS,a,window_size,loss_func,alpha,PD_median,FAR_median,Youden_index_median
D,-0.19999999999999996,20,huber,0.30000000000000004,0.95,0.10294117647058823,0.8470588235294118
D,-0.09999999999999987,20,huber,0.30000000000000004,0.95,0.10294117647058823,0.8470588235294118
D,0.0,20,huber,0.30000000000000004,0.95,0.10294117647058823,0.8470588235294118
D,0.10000000000000009,20,huber,0.30000000000000004,0.9473684210526315,0.10294117647058823,0.8444272445820433
D,-0.09999999999999987,15,mse,0.1,0.9523809523809523,0.11571529245947851,0.8366656599214738
D,-0.19999999999999996,15,mse,0.1,0.9523809523809523,0.11571529245947851,0.8366656599214738
D,0.0,15,mse,0.1,0.95,0.11571529245947851,0.8342847075405214
D,0.20000000000000018,20,huber,0.30000000000000004,0.9333333333333333,0.10260291140460812,0.8307304219287253
D,0.10000000000000009,15,mse,0.1,0.945906432748538,0.11571529245947851,0.8301911402890595
D,-0.2999999999999998,20,huber,0.30000000000000004,0.9523809523809523,0.12389488339714584,0.8284860689838065
D,-0.2999999999999998,15,mse,0.1,0.9523809523809523,0.14656007751937986,0.8058208748615725
D,0.40000000000000036,20,huber,0.30000000000000004,0.9047619047619048,0.1019512659432705,0.8028106388186342
D,-0.09999999999999987,20,mse,0.1,0.9523809523809523,0.14974937343358397,0.8026315789473684
D,-0.19999999999999996,20,mse,0.1,0.9523809523809523,0.14974937343358397,0.8026315789473684
D,0.30000000000000027,20,huber,0.30000000000000004,0.9047619047619048,0.10260291140460812,0.8021589933572967
D,0.5,20,huber,0.30000000000000004,0.9023809523809524,0.10175212378640777,0.8006288285945447
D,0.0,20,mse,0.1,0.95,0.14974937343358397,0.800250626566416
D,0.0,15,hausdorff,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,0.0,15,rmse,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,-0.09999999999999987,15,rmse,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,0.0,15,mae,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,-0.19999999999999996,15,rmse,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,-0.19999999999999996,15,hausdorff,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
D,-0.09999999999999987,15,mae,0.2,0.9523809523809523,0.15384615384615385,0.7985347985347985
