LOS,DepartureTime,Iteration,TP,FP,FN,TN,PD,FAR,F1,AUC,Anomaly_Prob,Time_sec
A,900.0,15.5,18.9121,38.1303,1.2364,42.2515,90.8001,48.5899,0.5096,0.78,0.5798,1.3743
B,900.0,15.5,19.3758,46.9,1.2273,60.5727,93.0449,41.0409,0.5049,0.825,0.5049,2.0739
C,900.0,15.5,19.6818,45.8424,1.0212,58.1061,95.0875,41.1995,0.5179,0.8346,0.5102,2.2466
D,900.0,15.5,19.4061,81.0606,1.4485,63.2212,93.07,50.0623,0.4166,0.8261,0.5684,3.1624
E,899.7143,15.2143,17.7825,102.0195,2.1818,64.6558,87.9394,56.0002,0.3474,0.7999,0.6057,3.7897
