a,window_size,loss_func,alpha,PD_mean,FAR_mean,Youden_index
0.20000000000000018,20,huber,0.4,0.8923249093105552,0.1662219281256863,0.7261029811848689
0.30000000000000027,20,huber,0.5,0.9036426959572893,0.17779696179757318,0.7258457341597161
0.30000000000000027,20,huber,0.4,0.883489937975584,0.15784145469159452,0.7256484832839895
0.10000000000000009,20,huber,0.4,0.8985317655174114,0.17501580023326635,0.7235159652841451
0.40000000000000036,20,huber,0.5,0.8876883050028982,0.1645809721103622,0.7231073328925359
0.0,20,huber,0.4,0.9033989703846163,0.1812392688649197,0.7221597015196966
0.40000000000000036,20,huber,0.4,0.8683808728665189,0.14676653501494202,0.7216143378515769
-0.09999999999999987,20,huber,0.4,0.9077060371916831,0.1862089157823358,0.7214971214093473
0.20000000000000018,20,huber,0.5,0.9117720103366037,0.1905882278125791,0.7211837825240246
0.40000000000000036,20,huber,0.6000000000000001,0.894894826847578,0.17570383601581907,0.719190990831759
-0.19999999999999996,20,huber,0.4,0.910094752080398,0.19108520128845471,0.7190095507919433
0.5,20,huber,0.5,0.8699042872188805,0.15224892198429923,0.7176553652345812
0.5,20,huber,0.4,0.8527511197367657,0.13636260080692936,0.7163885189298362
0.30000000000000027,20,huber,0.6000000000000001,0.9060337254864766,0.1902902988604767,0.715743426626
0.10000000000000009,20,huber,0.5,0.9168542029187962,0.20162794075165208,0.7152262621671441
0.5,15,mse,0.2,0.8645135102820509,0.14955969912563344,0.7149538111564175
0.40000000000000036,15,mse,0.2,0.8784210204066664,0.16367301110978016,0.7147480092968862
0.5,20,huber,0.6000000000000001,0.8766738921792749,0.1620488893557587,0.7146250028235163
0.20000000000000018,15,mse,0.2,0.9015185763989592,0.18741723415888017,0.714101342240079
0.30000000000000027,15,mse,0.2,0.8911314933145076,0.17711594030190633,0.7140155530126012
0.0,20,huber,0.5,0.9239107724753657,0.2108315468474979,0.7130792256278677
0.6000000000000001,15,mse,0.2,0.847928589749762,0.13552685228580133,0.7124017374639607
0.10000000000000009,15,mse,0.2,0.9100995920523431,0.1980405945549234,0.7120589974974197
0.40000000000000036,15,mse,0.30000000000000004,0.874384143567756,0.16294912422480992,0.7114350193429461
0.5,15,mse,0.30000000000000004,0.8583920290559046,0.147012520365999,0.7113795086899056
0.20000000000000018,20,huber,0.6000000000000001,0.9148324999102512,0.2035665911113368,0.7112659087989144
-0.2999999999999998,20,huber,0.4,0.915694670180316,0.20457218402504831,0.7111224861552677
0.6000000000000001,20,huber,0.5,0.8512643404539337,0.14038890392671594,0.7108754365272179
0.6000000000000001,20,huber,0.4,0.8361458781315241,0.12590007826633115,0.710245799865193
0.30000000000000027,15,mse,0.30000000000000004,0.8881646444744531,0.1782452113391464,0.7099194331353067
-0.09999999999999987,20,huber,0.5,0.9277922513568446,0.218309619884433,0.7094826314724116
0.6000000000000001,20,huber,0.6000000000000001,0.8567954183534328,0.1477438160148444,0.7090516023385883
0.6000000000000001,15,mse,0.30000000000000004,0.8404360134025205,0.13141347869287448,0.709022534709646
0.0,15,mse,0.2,0.9170187506162386,0.20887903121019158,0.708139719406047
0.20000000000000018,15,mse,0.30000000000000004,0.9013036421529245,0.1940556259063029,0.7072480162466216
0.5,20,huber,0.7000000000000001,0.8748750367769507,0.16788670167642222,0.7069883351005284
0.40000000000000036,20,huber,0.7000000000000001,0.8905444313937138,0.18358065150933883,0.7069637798843749
0.7000000000000002,15,mse,0.2,0.8293608982006112,0.1224207809206603,0.7069401172799509
0.6000000000000001,20,huber,0.7000000000000001,0.856748639703185,0.15044522004819783,0.7063034196549872
-0.19999999999999996,20,huber,0.5,0.9316620302266235,0.2254273308248089,0.7062346994018146
