LOS,a,window_size,loss_func,PD,FAR,Youden_index
D,-0.49999999999999867,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.3999999999999986,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.3999999999999986,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.1999999999999984,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.1999999999999984,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.1999999999999984,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.2999999999999985,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.2999999999999985,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.2999999999999985,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.3999999999999986,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.09999999999999831,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,1.7763568394002505e-15,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,1.7763568394002505e-15,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.09999999999999831,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.09999999999999831,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,0.10000000000000187,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,1.7763568394002505e-15,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,0.10000000000000187,20,rmse,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,0.10000000000000187,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.49999999999999867,20,hausdorff,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.49999999999999867,20,mae,0.9047619047619048,0.23106060606060605,0.6737012987012987
D,-0.09999999999999831,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,0.20000000000000195,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,-0.1999999999999984,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,-0.49999999999999867,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,-0.3999999999999986,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,-0.2999999999999985,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,0.10000000000000187,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,1.7763568394002505e-15,15,mse,0.8571428571428571,0.1893939393939394,0.6677489177489178
D,-0.3999999999999986,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,-0.1999999999999984,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,-0.2999999999999985,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,1.7763568394002505e-15,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,-0.09999999999999831,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,-0.49999999999999867,20,mse,0.9047619047619048,0.24242424242424243,0.6623376623376623
D,0.6000000000000023,20,rmse,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.6000000000000023,20,mae,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.6000000000000023,20,hausdorff,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.20000000000000195,20,mae,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.20000000000000195,20,hausdorff,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.20000000000000195,20,rmse,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.5000000000000022,20,mae,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.30000000000000204,20,hausdorff,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.40000000000000213,20,hausdorff,0.8571428571428571,0.2159090909090909,0.6412337662337662
D,0.30000000000000204,20,rmse,0.8571428571428571,0.2159090909090909,0.6412337662337662
