TMU ID, Legacy TMU ID, Site Name
C6E971CAD166789BE0433CC411ACCCEA,30014545,TMU Site 9755/2 on A1 northbound between A697 and A1068; GPS Ref: 418395;596768; Northbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2024-02-01,00:14:00,3,12,7,1,0,4,87.80,15,120010101,19
2024-02-01,00:29:00,3,11,5,0,0,6,92.11,15,120010101,19
2024-02-01,00:44:00,3,4,2,0,0,2,87.12,15,120010101,19
2024-02-01,00:59:00,3,5,2,0,1,2,89.79,15,120010101,19
2024-02-01,01:14:00,3,3,3,0,0,0,101.40,15,120010101,19
2024-02-01,01:29:00,3,4,2,0,0,2,82.87,15,120010101,19
2024-02-01,01:44:00,3,12,8,1,0,3,90.55,15,120010101,19
2024-02-01,01:59:00,3,5,2,0,0,3,88.15,15,120010101,19
2024-02-01,02:14:00,3,10,4,0,1,5,86.65,15,120010101,19
2024-02-01,02:29:00,3,5,0,1,0,4,91.16,15,120010101,19
2024-02-01,02:44:00,3,5,3,0,0,2,87.37,15,120010101,19
2024-02-01,02:59:00,3,7,2,1,1,3,92.46,15,120010101,19
2024-02-01,03:14:00,3,5,2,2,0,1,86.75,15,120010101,19
2024-02-01,03:29:00,3,8,2,0,1,5,87.74,15,120010101,19
2024-02-01,03:44:00,3,7,1,3,2,1,91.09,15,120010101,19
2024-02-01,03:59:00,3,6,1,0,2,3,88.77,15,120010101,19
2024-02-01,04:14:00,3,9,2,1,1,5,88.96,15,120010101,19
2024-02-01,04:29:00,3,12,3,0,3,6,85.37,15,120010101,19
2024-02-01,04:44:00,3,22,8,3,4,7,88.07,15,120010101,19
2024-02-01,04:59:00,3,16,4,1,5,6,90.25,15,120010101,19
2024-02-01,05:14:00,3,24,15,0,4,5,87.24,15,120010101,19
2024-02-01,05:29:00,3,30,14,4,1,11,85.47,15,120010101,19
2024-02-01,05:44:00,3,20,10,1,2,7,85.07,15,120010101,19
2024-02-01,05:59:00,3,39,16,7,5,11,85.89,15,120010101,19
2024-02-01,06:14:00,3,33,12,5,3,13,89.06,15,120010101,19
2024-02-01,06:29:00,3,63,36,9,7,11,88.62,15,120010101,19
2024-02-01,06:44:00,3,93,57,9,6,21,81.70,15,120010101,19
2024-02-01,06:59:00,3,109,76,10,4,19,85.61,15,120010101,19
2024-02-01,07:14:00,3,139,91,25,10,13,77.84,15,120010101,19
2024-02-01,07:29:00,3,179,130,15,19,15,77.37,15,120010101,19
2024-02-01,07:44:00,3,193,143,30,13,7,71.21,15,120010101,19
2024-02-01,07:59:00,3,284,211,37,21,15,61.98,15,120010101,19
2024-02-01,08:14:00,3,181,142,29,6,4,79.33,15,120010101,19
2024-02-01,08:29:00,3,221,165,29,18,9,72.30,15,120010101,19
2024-02-01,08:44:00,3,205,152,23,16,14,77.86,15,120010101,19
2024-02-01,08:59:00,3,165,120,25,9,11,74.58,15,120010101,19
2024-02-01,09:14:00,3,225,163,29,15,18,73.91,15,120010101,19
2024-02-01,09:29:00,3,203,145,26,18,14,80.32,15,120010101,19
2024-02-01,09:44:00,3,165,122,18,10,15,79.76,15,120010101,19
2024-02-01,09:59:00,3,155,112,16,13,14,81.95,15,120010101,19
2024-02-01,10:14:00,3,187,122,25,17,23,75.49,15,120010101,19
2024-02-01,10:29:00,3,181,132,17,16,16,76.53,15,120010101,19
2024-02-01,10:44:00,3,186,142,22,8,14,78.05,15,120010101,19
2024-02-01,10:59:00,3,171,133,13,11,14,79.84,15,120010101,19
2024-02-01,11:14:00,3,153,116,17,9,11,51.76,15,120010101,19
2024-02-01,11:29:00,3,156,119,14,13,10,81.31,15,120010101,19
2024-02-01,11:44:00,3,136,112,11,8,5,81.45,15,120010101,19
2024-02-01,11:59:00,3,147,118,7,8,14,78.36,15,120010101,19
2024-02-01,12:14:00,3,133,105,7,7,14,85.44,15,120010101,19
2024-02-01,12:29:00,3,136,113,5,7,11,79.05,15,120010101,19
2024-02-01,12:44:00,3,158,125,9,16,8,70.04,15,120010101,19
2024-02-01,12:59:00,3,131,106,13,3,9,81.83,15,120010101,19
2024-02-01,13:14:00,3,153,132,10,7,4,83.35,15,120010101,19
2024-02-01,13:29:00,3,128,104,10,12,2,76.65,15,120010101,19
2024-02-01,13:44:00,3,113,91,8,5,9,80.93,15,120010101,19
